,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
1,Совершил посадку в 23:46 26 мая,Совершил посадку в 23:46 26 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
2,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
3,Совершил посадку в 23:46 26 мая,Совершил посадку в 23:46 26 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
4,00:15,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 23:37 26 мая,Совершил посадку в 23:37 26 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
6,00:15,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
7,Совершил посадку в 23:37 26 мая,Совершил посадку в 23:37 26 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
8,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 23:48 26 мая,Совершил посадку в 23:48 26 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
10,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 00:11,Совершил посадку в 00:11,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
12,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 00:11,Совершил посадку в 00:11,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
14,00:55,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 23:43 26 мая,Совершил посадку в 23:43 26 мая,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
16,00:55,Сочи,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 00:37,Совершил посадку в 00:37,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 3
18,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
19,Совершил посадку в 00:37,Совершил посадку в 00:37,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
20,00:55,Сочи,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 3
21,Совершил посадку в 00:37,Совершил посадку в 00:37,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 3
22,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
23,Совершил посадку в 04:17,Совершил посадку в 04:17,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
24,04:40,Варадеро,,"EO 354, N4 354Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 6-7
25,Совершил посадку в 05:01,Совершил посадку в 05:01,,"EO 354, N4 354Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 6-7
26,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 5
27,Совершил посадку в 04:28,Совершил посадку в 04:28,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 5
28,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 5
29,Совершил посадку в 04:28,Совершил посадку в 04:28,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 5
30,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
31,Совершил посадку в 04:31,Совершил посадку в 04:31,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
32,05:10,Сочи,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 1
33,Совершил посадку в 04:56,Совершил посадку в 04:56,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 1
34,05:10,Мурманск,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 05:30,Совершил посадку в 05:30,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
36,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
37,Совершил посадку в 05:30,Совершил посадку в 05:30,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
38,05:15,Анапа,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 3
39,Совершил посадку в 04:46,Совершил посадку в 04:46,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 3
40,05:30,Баку,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 9
