,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:55 13 мая,Киров,,DP 276Победа,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:03 14 мая,Совершил посадку в 00:03 14 мая,,DP 276Победа,ПрилетелВыдача багажа: лента А05
2,00:00 14 мая,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
3,Совершил посадку в 23:46 13 мая,Совершил посадку в 23:46 13 мая,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
4,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",Нет актуальной информации о статусе
5,,,,"UT 358, 7R 4358ЮТэйр, РусЛайн",Нет актуальной информации о статусе
6,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
7,Совершил посадку в 00:18,Совершил посадку в 00:18,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
8,01:45,Самарканд,,ZF 5028Azur Air,
9,Отменен,Отменен,,ZF 5028Azur Air,
10,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А04
11,Совершил посадку в 04:16,Совершил посадку в 04:16,,DP 188Победа,ПрилетелВыдача багажа: лента А04
12,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 03:27,Совершил посадку в 03:27,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
14,04:15,Варадеро,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
15,Совершил посадку в 04:13,Совершил посадку в 04:13,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
16,05:00,Якутск,,R3 479Якутия,ПрилетелВыдача багажа: лента А06
17,Совершил посадку в 06:36,Совершил посадку в 06:36,,R3 479Якутия,ПрилетелВыдача багажа: лента А06
18,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А06
19,Совершил посадку в 05:28,Совершил посадку в 05:28,,DP 420Победа,ПрилетелВыдача багажа: лента А06
20,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А08
21,Совершил посадку в 09:03,Совершил посадку в 09:03,,DP 472Победа,ПрилетелВыдача багажа: лента А08
22,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
23,Совершил посадку в 06:14,Совершил посадку в 06:14,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
24,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А07
25,Совершил посадку в 06:02,Совершил посадку в 06:02,,DP 434Победа,ПрилетелВыдача багажа: лента А07
26,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 06:06,Совершил посадку в 06:06,,DP 414Победа,ПрилетелВыдача багажа: лента А05
28,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А07
29,Совершил посадку в 06:32,Совершил посадку в 06:32,,DP 496Победа,ПрилетелВыдача багажа: лента А07
30,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
31,Совершил посадку в 06:47,Совершил посадку в 06:47,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
32,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А08
33,Совершил посадку в 06:57,Совершил посадку в 06:57,,DP 450Победа,ПрилетелВыдача багажа: лента А08
34,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
35,Совершил посадку в 07:01,Совершил посадку в 07:01,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
36,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А07
37,Совершил посадку в 06:45,Совершил посадку в 06:45,,DP 436Победа,ПрилетелВыдача багажа: лента А07
38,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А05
39,Совершил посадку в 06:54,Совершил посадку в 06:54,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А05
40,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
