,Время,Направление,Unnamed: 2,Рейс,Статус
0,21:55 12 мая,Ухта,,UT 180ЮТэйр,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:10 13 мая,Совершил посадку в 00:10 13 мая,,UT 180ЮТэйр,ПрилетелВыдача багажа: лента А05
2,23:55 12 мая,Киров,,DP 276Победа,ПрилетелВыдача багажа: лента А06
3,Совершил посадку в 00:12 13 мая,Совершил посадку в 00:12 13 мая,,DP 276Победа,ПрилетелВыдача багажа: лента А06
4,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 00:26,Совершил посадку в 00:26,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
6,00:00,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А04
7,Совершил посадку в 00:26,Совершил посадку в 00:26,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А04
8,00:05 13 мая,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
9,Совершил посадку в 23:48 12 мая,Совершил посадку в 23:48 12 мая,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
10,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
11,Совершил посадку в 00:07,Совершил посадку в 00:07,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
12,00:55,Ереван,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
13,Совершил посадку в 01:28,Совершил посадку в 01:28,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
14,01:20,Нальчик,,R3 786Якутия,ПрилетелВыдача багажа: лента А08
15,Совершил посадку в 00:30,Совершил посадку в 00:30,,R3 786Якутия,ПрилетелВыдача багажа: лента А08
16,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 02:46,Совершил посадку в 02:46,,DP 188Победа,ПрилетелВыдача багажа: лента А04
18,02:55,Душанбе,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А10
19,Совершил посадку в 02:54,Совершил посадку в 02:54,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А10
20,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
21,Совершил посадку в 03:31,Совершил посадку в 03:31,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
22,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А07
23,Совершил посадку в 05:12,Совершил посадку в 05:12,,DP 420Победа,ПрилетелВыдача багажа: лента А07
24,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А05
25,Совершил посадку в 05:15,Совершил посадку в 05:15,,DP 472Победа,ПрилетелВыдача багажа: лента А05
26,05:45,Мурманск,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
27,Совершил посадку в 05:28,Совершил посадку в 05:28,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
28,06:00,Бухара,,ZF 5020Azur Air,ПрилетелВыдача багажа: лента А10
29,Совершил посадку в 05:38,Совершил посадку в 05:38,,ZF 5020Azur Air,ПрилетелВыдача багажа: лента А10
30,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
31,Совершил посадку в 06:31,Совершил посадку в 06:31,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
32,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А04
33,Совершил посадку в 05:55,Совершил посадку в 05:55,,DP 414Победа,ПрилетелВыдача багажа: лента А04
34,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А08
35,Совершил посадку в 06:01,Совершил посадку в 06:01,,DP 434Победа,ПрилетелВыдача багажа: лента А08
36,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А05
37,Совершил посадку в 06:27,Совершил посадку в 06:27,,DP 496Победа,ПрилетелВыдача багажа: лента А05
38,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
39,Совершил посадку в 06:48,Совершил посадку в 06:48,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
40,07:00,Новосибирск,,DP 1444Победа,ПрилетелВыдача багажа: лента А07
41,Совершил посадку в 07:41,Совершил посадку в 07:41,,DP 1444Победа,ПрилетелВыдача багажа: лента А07
42,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А04
43,Совершил посадку в 06:39,Совершил посадку в 06:39,,DP 450Победа,ПрилетелВыдача багажа: лента А04
44,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
45,Совершил посадку в 06:54,Совершил посадку в 06:54,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
46,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А08
47,Совершил посадку в 06:52,Совершил посадку в 06:52,,DP 436Победа,ПрилетелВыдача багажа: лента А08
48,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А05
49,Совершил посадку в 07:03,Совершил посадку в 07:03,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А05
50,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
51,Совершил посадку в 07:03,Совершил посадку в 07:03,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
52,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А07
53,Совершил посадку в 07:09,Совершил посадку в 07:09,,DP 260Победа,ПрилетелВыдача багажа: лента А07
54,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
55,Совершил посадку в 07:20,Совершил посадку в 07:20,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
56,07:50,Курган,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
57,Совершил посадку в 07:26,Совершил посадку в 07:26,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
58,07:50,Курган,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
59,Совершил посадку в 07:26,Совершил посадку в 07:26,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
60,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А06
61,Совершил посадку в 07:23,Совершил посадку в 07:23,,DP 406Победа,ПрилетелВыдача багажа: лента А06
62,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
63,Совершил посадку в 08:22,Совершил посадку в 08:22,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
64,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А05
65,Совершил посадку в 08:22,Совершил посадку в 08:22,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А05
66,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
67,Совершил посадку в 07:54,Совершил посадку в 07:54,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
68,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А04
69,Совершил посадку в 07:54,Совершил посадку в 07:54,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А04
70,08:10,Уфа,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
71,Совершил посадку в 07:46,Совершил посадку в 07:46,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
72,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
73,Совершил посадку в 07:50,Совершил посадку в 07:50,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
74,08:10,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
75,Совершил посадку в 08:07,Совершил посадку в 08:07,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
76,08:15,Сургут,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А05
77,Совершил посадку в 08:20,Совершил посадку в 08:20,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А05
78,08:15,Сургут,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
79,Совершил посадку в 08:20,Совершил посадку в 08:20,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
80,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А08
81,Совершил посадку в 08:03,Совершил посадку в 08:03,,DP 446Победа,ПрилетелВыдача багажа: лента А08
82,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А04
83,Совершил посадку в 08:10,Совершил посадку в 08:10,,DP 204Победа,ПрилетелВыдача багажа: лента А04
84,08:25,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А05
85,Совершил посадку в 08:00,Совершил посадку в 08:00,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А05
86,08:30,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А08
87,Совершил посадку в 07:56,Совершил посадку в 07:56,,DP 404Победа,ПрилетелВыдача багажа: лента А08
88,08:35,Якутск,,R3 473Якутия,ПрилетелВыдача багажа: лента А06
89,Совершил посадку в 08:30,Совершил посадку в 08:30,,R3 473Якутия,ПрилетелВыдача багажа: лента А06
90,08:40,Якутск,,R3 9734Якутия,Нет актуальной информации о статусе
91,,,,R3 9734Якутия,Нет актуальной информации о статусе
92,08:50,Махачкала,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
93,Совершил посадку в 08:18,Совершил посадку в 08:18,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
94,08:50,Махачкала,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А06
95,Совершил посадку в 08:18,Совершил посадку в 08:18,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А06
