,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,20:30 13 апр,Астрахань,,"FV 6438, SU 6438Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
1,Совершил посадку в 00:11 14 апр,Совершил посадку в 00:11 14 апр,,"FV 6438, SU 6438Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
2,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
3,Совершил посадку в 00:00,Совершил посадку в 00:00,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
4,00:15 14 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
5,Совершил посадку в 23:44 13 апр,Совершил посадку в 23:44 13 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
6,00:15 14 апр,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 23:44 13 апр,Совершил посадку в 23:44 13 апр,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 1
8,00:20 14 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:41 13 апр,Совершил посадку в 23:41 13 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
10,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 00:08,Совершил посадку в 00:08,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
12,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 2
13,Совершил посадку в 00:08,Совершил посадку в 00:08,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 2
14,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 6
15,Совершил посадку в 00:35,Совершил посадку в 00:35,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 6
16,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 01:11,Совершил посадку в 01:11,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
18,02:20,Кисони,,RL 7600Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
19,Совершил посадку в 02:15,Совершил посадку в 02:15,,RL 7600Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
20,04:05,Стамбул,,JU 7008Air Serbia,D,ПрилетелВыдача багажа: лента 6
21,Совершил посадку в 03:27,Совершил посадку в 03:27,,JU 7008Air Serbia,D,ПрилетелВыдача багажа: лента 6
22,04:05,Стамбул,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 6
23,Совершил посадку в 03:27,Совершил посадку в 03:27,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 6
24,04:25,Белград,,JU 32Air Serbia,D,ПрилетелВыдача багажа: лента 6
25,Совершил посадку в 04:25,Совершил посадку в 04:25,,JU 32Air Serbia,D,ПрилетелВыдача багажа: лента 6
26,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
27,Совершил посадку в 04:07,Совершил посадку в 04:07,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
28,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
29,Совершил посадку в 04:19,Совершил посадку в 04:19,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
30,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 5
31,Совершил посадку в 05:24,Совершил посадку в 05:24,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 5
32,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
33,Совершил посадку в 05:06,Совершил посадку в 05:06,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
34,05:25,Магнитогорск,,"EO 340, N4 340Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
35,Совершил посадку в 05:01,Совершил посадку в 05:01,,"EO 340, N4 340Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
36,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
37,Совершил посадку в 05:27,Совершил посадку в 05:27,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
38,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 3
39,Совершил посадку в 05:34,Совершил посадку в 05:34,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 3
40,06:00,Стамбул,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 9
41,Совершил посадку в 06:04,Совершил посадку в 06:04,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 9
42,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
43,Совершил посадку в 05:38,Совершил посадку в 05:38,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
44,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 5
45,Совершил посадку в 05:43,Совершил посадку в 05:43,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 5
