,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 21 апр,Махачкала,,R3 762Якутия,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:29 22 апр,Совершил посадку в 00:29 22 апр,,R3 762Якутия,ПрилетелВыдача багажа: лента А05
2,23:55 21 апр,Санкт-Петербург,,DP 212Победа,ПрилетелВыдача багажа: лента А04
3,Совершил посадку в 00:01 22 апр,Совершил посадку в 00:01 22 апр,,DP 212Победа,ПрилетелВыдача багажа: лента А04
4,00:05 22 апр,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А11
5,Совершил посадку в 23:57 21 апр,Совершил посадку в 23:57 21 апр,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А11
6,00:55,Ереван,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
7,Совершил посадку в 01:37,Совершил посадку в 01:37,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
8,01:40,Тюмень,,UT 1464ЮТэйр,ПрилетелВыдача багажа: лента А05
9,Совершил посадку в 02:09,Совершил посадку в 02:09,,UT 1464ЮТэйр,ПрилетелВыдача багажа: лента А05
10,02:25,Душанбе,,UT 6806ЮТэйр,ПрилетелВыдача багажа: лента А10
11,Совершил посадку в 03:30,Совершил посадку в 03:30,,UT 6806ЮТэйр,ПрилетелВыдача багажа: лента А10
12,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А06
13,Совершил посадку в 05:11,Совершил посадку в 05:11,,DP 420Победа,ПрилетелВыдача багажа: лента А06
14,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А05
15,Совершил посадку в 05:27,Совершил посадку в 05:27,,DP 472Победа,ПрилетелВыдача багажа: лента А05
16,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 05:48,Совершил посадку в 05:48,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
18,06:05,Самара,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 05:48,Совершил посадку в 05:48,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
20,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А07
21,Совершил посадку в 05:53,Совершил посадку в 05:53,,DP 414Победа,ПрилетелВыдача багажа: лента А07
22,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А06
23,Совершил посадку в 06:11,Совершил посадку в 06:11,,DP 434Победа,ПрилетелВыдача багажа: лента А06
24,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А07
25,Совершил посадку в 06:33,Совершил посадку в 06:33,,DP 496Победа,ПрилетелВыдача багажа: лента А07
26,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 06:46,Совершил посадку в 06:46,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
28,07:00,Новосибирск,,DP 1444Победа,ПрилетелВыдача багажа: лента А08
29,Совершил посадку в 07:00,Совершил посадку в 07:00,,DP 1444Победа,ПрилетелВыдача багажа: лента А08
30,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А05
31,Совершил посадку в 06:52,Совершил посадку в 06:52,,DP 450Победа,ПрилетелВыдача багажа: лента А05
32,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
33,Совершил посадку в 07:08,Совершил посадку в 07:08,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
34,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А08
35,Совершил посадку в 06:49,Совершил посадку в 06:49,,DP 436Победа,ПрилетелВыдача багажа: лента А08
