,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:50 24 апр,Сыктывкар,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А04
1,Совершил посадку в 00:16 25 апр,Совершил посадку в 00:16 25 апр,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А04
2,23:50 24 апр,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А04
3,Совершил посадку в 00:16 25 апр,Совершил посадку в 00:16 25 апр,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А04
4,00:05,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
5,Совершил посадку в 00:04,Совершил посадку в 00:04,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
6,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А08
7,Совершил посадку в 00:11,Совершил посадку в 00:11,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А08
8,02:10,Ростов-на-Дону,,R3 766Якутия,ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 02:06,Совершил посадку в 02:06,,R3 766Якутия,ПрилетелВыдача багажа: лента А04
10,04:10,Монастир,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
11,,,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
12,04:20,Душанбе,,UT 5804ЮТэйр,ПрилетелВыдача багажа: лента А10
13,Совершил посадку в 04:25,Совершил посадку в 04:25,,UT 5804ЮТэйр,ПрилетелВыдача багажа: лента А10
14,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А06
15,Совершил посадку в 05:11,Совершил посадку в 05:11,,DP 420Победа,ПрилетелВыдача багажа: лента А06
16,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А05
17,Совершил посадку в 05:09,Совершил посадку в 05:09,,DP 472Победа,ПрилетелВыдача багажа: лента А05
18,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 05:44,Совершил посадку в 05:44,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
20,06:05,Самара,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
21,Совершил посадку в 05:44,Совершил посадку в 05:44,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
22,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
23,Совершил посадку в 05:51,Совершил посадку в 05:51,,DP 434Победа,ПрилетелВыдача багажа: лента А05
24,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А06
25,Совершил посадку в 06:05,Совершил посадку в 06:05,,DP 414Победа,ПрилетелВыдача багажа: лента А06
26,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А07
27,Совершил посадку в 06:32,Совершил посадку в 06:32,,DP 496Победа,ПрилетелВыдача багажа: лента А07
28,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
29,Совершил посадку в 07:07,Совершил посадку в 07:07,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
30,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А06
31,Совершил посадку в 06:53,Совершил посадку в 06:53,,DP 450Победа,ПрилетелВыдача багажа: лента А06
32,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
33,Совершил посадку в 07:14,Совершил посадку в 07:14,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
34,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 06:50,Совершил посадку в 06:50,,DP 436Победа,ПрилетелВыдача багажа: лента А05
36,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 07:10,Совершил посадку в 07:10,,DP 260Победа,ПрилетелВыдача багажа: лента А06
38,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
39,Совершил посадку в 07:22,Совершил посадку в 07:22,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
40,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А08
41,Совершил посадку в 07:22,Совершил посадку в 07:22,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А08
42,07:20,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
43,Совершил посадку в 07:39,Совершил посадку в 07:39,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
44,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А06
45,Совершил посадку в 07:59,Совершил посадку в 07:59,,DP 444Победа,ПрилетелВыдача багажа: лента А06
46,07:50,Курган,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
47,Совершил посадку в 07:26,Совершил посадку в 07:26,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
48,07:50,Курган,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
49,Совершил посадку в 07:26,Совершил посадку в 07:26,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
50,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А04
51,Совершил посадку в 07:29,Совершил посадку в 07:29,,DP 406Победа,ПрилетелВыдача багажа: лента А04
52,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
53,Совершил посадку в 07:53,Совершил посадку в 07:53,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
54,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
55,Совершил посадку в 07:53,Совершил посадку в 07:53,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
56,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
57,Совершил посадку в 07:47,Совершил посадку в 07:47,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
58,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А07
59,Совершил посадку в 07:47,Совершил посадку в 07:47,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А07
60,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А04
61,Совершил посадку в 07:50,Совершил посадку в 07:50,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А04
62,08:10,Уфа,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
63,Совершил посадку в 07:55,Совершил посадку в 07:55,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
64,08:15,Сургут,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
65,Совершил посадку в 08:24,Совершил посадку в 08:24,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
66,08:15,Сургут,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А06
67,Совершил посадку в 08:24,Совершил посадку в 08:24,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А06
68,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А07
69,Совершил посадку в 08:09,Совершил посадку в 08:09,,DP 446Победа,ПрилетелВыдача багажа: лента А07
70,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А04
71,Совершил посадку в 08:17,Совершил посадку в 08:17,,DP 204Победа,ПрилетелВыдача багажа: лента А04
72,08:30,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А08
73,Совершил посадку в 08:27,Совершил посадку в 08:27,,DP 404Победа,ПрилетелВыдача багажа: лента А08
74,08:35,Якутск,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А06
75,Совершил посадку в 09:03,Совершил посадку в 09:03,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А06
76,08:50,Махачкала,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
77,Совершил посадку в 08:38,Совершил посадку в 08:38,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
78,08:50,Махачкала,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А05
79,Совершил посадку в 08:38,Совершил посадку в 08:38,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А05
80,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А07
81,Совершил посадку в 08:45,Совершил посадку в 08:45,,DP 160Победа,ПрилетелВыдача багажа: лента А07
82,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А07
83,Совершил посадку в 09:12,Совершил посадку в 09:12,,DP 206Победа,ПрилетелВыдача багажа: лента А07
84,09:10,Ханты-Мансийск,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А04
85,Совершил посадку в 08:41,Совершил посадку в 08:41,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А04
86,09:10,Ханты-Мансийск,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
87,Совершил посадку в 08:41,Совершил посадку в 08:41,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
