,Время,Направление,Unnamed: 2,Рейс,Статус
0,19:15 24 июня,Санкт-Петербург,,U6 80Уральские авиалинии,Прилетел
1,Совершил посадку в 01:38 25 июня,Совершил посадку в 01:38 25 июня,,U6 80Уральские авиалинии,Прилетел
2,20:40 24 июня,Калининград,,U6 168Уральские авиалинии,Прилетел
3,Совершил посадку в 01:25 25 июня,Совершил посадку в 01:25 25 июня,,U6 168Уральские авиалинии,Прилетел
4,20:50 24 июня,Анапа,,U6 158Уральские авиалинии,Прилетел
5,Совершил посадку в 01:24 25 июня,Совершил посадку в 01:24 25 июня,,U6 158Уральские авиалинии,Прилетел
6,21:05 24 июня,Симферополь,,S7 2004S7 Airlines,Прилетел
7,Совершил посадку в 01:30 25 июня,Совершил посадку в 01:30 25 июня,,S7 2004S7 Airlines,Прилетел
8,21:20 24 июня,Симферополь,,U6 36Уральские авиалинии,Прилетел
9,Совершил посадку в 01:17 25 июня,Совершил посадку в 01:17 25 июня,,U6 36Уральские авиалинии,Прилетел
10,21:30 24 июня,Сочи,,U6 172Уральские авиалинии,Прилетел
11,Совершил посадку в 03:18 25 июня,Совершил посадку в 03:18 25 июня,,U6 172Уральские авиалинии,Прилетел
12,22:35 24 июня,Сочи,,U6 278Уральские авиалинии,Прилетел
13,Совершил посадку в 00:43 25 июня,Совершил посадку в 00:43 25 июня,,U6 278Уральские авиалинии,Прилетел
14,23:30 24 июня,Воронеж,,"S7 1118, KC 1448, EK 7847S7 Airlines, Air Astana, Emirates",Прилетел
15,Совершил посадку в 02:59 25 июня,Совершил посадку в 02:59 25 июня,,"S7 1118, KC 1448, EK 7847S7 Airlines, Air Astana, Emirates",Прилетел
16,23:40 24 июня,Ростов-на-Дону,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
17,Совершил посадку в 02:09 25 июня,Совершил посадку в 02:09 25 июня,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
18,23:40 24 июня,Симферополь,,U6 2842Уральские авиалинии,Прилетел
19,Совершил посадку в 04:04 25 июня,Совершил посадку в 04:04 25 июня,,U6 2842Уральские авиалинии,Прилетел
20,23:45 24 июня,Калининград,,U6 74Уральские авиалинии,Прилетел
21,Совершил посадку в 02:45 25 июня,Совершил посадку в 02:45 25 июня,,U6 74Уральские авиалинии,Прилетел
22,23:55 24 июня,Санкт-Петербург,,"S7 1020, A3 3522, EK 7816, AT 9010S7 Airlines, Aegean Airlines, Emirates, Royal Air Maroc",Прилетел
23,Совершил посадку в 00:57 25 июня,Совершил посадку в 00:57 25 июня,,"S7 1020, A3 3522, EK 7816, AT 9010S7 Airlines, Aegean Airlines, Emirates, Royal Air Maroc",Прилетел
24,00:05,Ростов-на-Дону,,5N 1272Smartavia,Прилетел
25,Совершил посадку в 23:55 24 июня,Совершил посадку в 23:55 24 июня,,5N 1272Smartavia,Прилетел
26,00:20,Анапа,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
27,Совершил посадку в 00:41,Совершил посадку в 00:41,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
28,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
29,Совершил посадку в 00:50,Совершил посадку в 00:50,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
30,00:35,Тиват,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
31,,,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
32,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
33,Совершил посадку в 01:05,Совершил посадку в 01:05,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
34,01:05,Анапа,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
35,Совершил посадку в 04:41,Совершил посадку в 04:41,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
36,01:15,Вена,,OS 605Austrian,Прилетел
37,Совершил посадку в 01:15,Совершил посадку в 01:15,,OS 605Austrian,Прилетел
38,01:20,Анталья,,YC 9340Ямал,Прилетел
39,Совершил посадку в 00:48,Совершил посадку в 00:48,,YC 9340Ямал,Прилетел
40,01:40,Анталья,,YC 9338Ямал,Прилетел
41,Совершил посадку в 01:30,Совершил посадку в 01:30,,YC 9338Ямал,Прилетел
