,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 15 июня,Ижевск,,DP 290Победа,ПрилетелВыдача багажа: лента А04
1,Совершил посадку в 00:33 16 июня,Совершил посадку в 00:33 16 июня,,DP 290Победа,ПрилетелВыдача багажа: лента А04
2,23:40 15 июня,Анапа,,DP 1146Победа,ПрилетелВыдача багажа: лента А05
3,Совершил посадку в 00:38 16 июня,Совершил посадку в 00:38 16 июня,,DP 1146Победа,ПрилетелВыдача багажа: лента А05
4,23:50 15 июня,Санкт-Петербург,,DP 216Победа,ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 00:27 16 июня,Совершил посадку в 00:27 16 июня,,DP 216Победа,ПрилетелВыдача багажа: лента А04
6,00:00,Сыктывкар,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
7,Совершил посадку в 23:28 15 июня,Совершил посадку в 23:28 15 июня,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
8,00:00,Самара,,"UT 358, TK 9007, 7R 4358ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
9,Совершил посадку в 00:09,Совершил посадку в 00:09,,"UT 358, TK 9007, 7R 4358ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
10,00:05,Дубай,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А10
11,Совершил посадку в 00:14,Совершил посадку в 00:14,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А10
12,00:15,Анталья,,EO 1818Pegas Fly,Нет актуальной информации о статусе
13,,,,EO 1818Pegas Fly,Нет актуальной информации о статусе
14,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
15,Совершил посадку в 00:06,Совершил посадку в 00:06,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
16,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
17,Совершил посадку в 01:07,Совершил посадку в 01:07,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
18,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А05
19,Совершил посадку в 03:07,Совершил посадку в 03:07,,DP 188Победа,ПрилетелВыдача багажа: лента А05
20,03:15,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
21,Совершил посадку в 03:53,Совершил посадку в 03:53,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
22,03:20,Анапа,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А04
23,Совершил посадку в 03:04,Совершил посадку в 03:04,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А04
24,03:40,Краснодар,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
25,Совершил посадку в 05:05,Совершил посадку в 05:05,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
26,04:15,Варадеро,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
27,Совершил посадку в 03:44,Совершил посадку в 03:44,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
28,04:30,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
29,Совершил посадку в 03:57,Совершил посадку в 03:57,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
30,04:30,Сочи,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А05
31,Совершил посадку в 04:25,Совершил посадку в 04:25,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А05
32,05:10,Монастир,,BJ 400Nouvelair Tunisie,Нет актуальной информации о статусе
33,,,,BJ 400Nouvelair Tunisie,Нет актуальной информации о статусе
34,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А06
35,Совершил посадку в 05:59,Совершил посадку в 05:59,,DP 420Победа,ПрилетелВыдача багажа: лента А06
36,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А07
37,Совершил посадку в 05:37,Совершил посадку в 05:37,,DP 472Победа,ПрилетелВыдача багажа: лента А07
38,06:00,Кайо-Коко,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
39,Совершил посадку в 05:17,Совершил посадку в 05:17,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
40,06:05,Самара,,"UT 438, TK 9009, 7R 4438ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А04
41,Совершил посадку в 05:43,Совершил посадку в 05:43,,"UT 438, TK 9009, 7R 4438ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А04
42,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
43,Совершил посадку в 07:46,Совершил посадку в 07:46,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
44,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
45,Совершил посадку в 06:12,Совершил посадку в 06:12,,DP 434Победа,ПрилетелВыдача багажа: лента А05
46,06:20,Санкт-Петербург,,F7 8802I Fly,ПрилетелВыдача багажа: лента А04
