,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,21:15 3 июня,Геленджик,,SU 1149Аэрофлот,B,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 00:14 4 июня,Совершил посадку в 00:14 4 июня,,SU 1149Аэрофлот,B,ПрилетелВыдача багажа: лента 2
2,23:45 3 июня,Архангельск,,"FV 6994, SU 6994Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
3,Совершил посадку в 00:20 4 июня,Совершил посадку в 00:20 4 июня,,"FV 6994, SU 6994Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
4,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 23:27 3 июня,Совершил посадку в 23:27 3 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
6,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
7,Совершил посадку в 23:56 3 июня,Совершил посадку в 23:56 3 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
8,00:05,Париж,,AF 1654Air France,D,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 01:02,Совершил посадку в 01:02,,AF 1654Air France,D,ПрилетелВыдача багажа: лента 9
10,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 5
11,Совершил посадку в 23:42 3 июня,Совершил посадку в 23:42 3 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 5
12,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 23:46 3 июня,Совершил посадку в 23:46 3 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
14,00:15,Сочи,,"EO 246, N4 246Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 00:46,Совершил посадку в 00:46,,"EO 246, N4 246Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
16,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 23:59 3 июня,Совершил посадку в 23:59 3 июня,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
18,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 23:59 3 июня,Совершил посадку в 23:59 3 июня,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
20,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
21,Совершил посадку в 00:02,Совершил посадку в 00:02,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
22,00:25,Салоники,,SU 2125Аэрофлот,D,ПрилетелВыдача багажа: лента 7
23,Совершил посадку в 00:25,Совершил посадку в 00:25,,SU 2125Аэрофлот,D,ПрилетелВыдача багажа: лента 7
24,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
25,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
26,00:35,Казань,,SU 1267Аэрофлот,B,ПрилетелВыдача багажа: лента 5
27,Совершил посадку в 01:13,Совершил посадку в 01:13,,SU 1267Аэрофлот,B,ПрилетелВыдача багажа: лента 5
28,00:40,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 6
29,Совершил посадку в 00:18,Совершил посадку в 00:18,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 6
30,00:40,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 6
31,Совершил посадку в 00:18,Совершил посадку в 00:18,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 6
32,00:40,Сочи,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 6
33,Совершил посадку в 00:18,Совершил посадку в 00:18,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 6
34,00:50,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
35,Совершил посадку в 00:32,Совершил посадку в 00:32,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
36,00:50,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 4
37,Совершил посадку в 00:32,Совершил посадку в 00:32,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 4
38,01:10,Санкт-Петербург,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
39,Совершил посадку в 00:56,Совершил посадку в 00:56,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
40,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 1
41,Совершил посадку в 00:56,Совершил посадку в 00:56,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 1
42,01:15,Пафос,,FV 5716Россия,D,ПрилетелВыдача багажа: лента 6-7
43,Совершил посадку в 01:15,Совершил посадку в 01:15,,FV 5716Россия,D,ПрилетелВыдача багажа: лента 6-7
44,01:20,Екатеринбург,,"FV 6400, SU 6400Россия, Аэрофлот",B,Нет актуальной информации о статусе
45,,,,"FV 6400, SU 6400Россия, Аэрофлот",B,Нет актуальной информации о статусе
46,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
47,Совершил посадку в 01:21,Совершил посадку в 01:21,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
48,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
49,Совершил посадку в 01:21,Совершил посадку в 01:21,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
50,01:30,Симферополь,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
51,Совершил посадку в 01:03 5 июня,Совершил посадку в 01:03 5 июня,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
52,01:40,Симферополь,,N4 544Nordwind,D,ПрилетелВыдача багажа: лента 3
53,Совершил посадку в 01:24,Совершил посадку в 01:24,,N4 544Nordwind,D,ПрилетелВыдача багажа: лента 3
54,02:40,Симферополь,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
55,Совершил посадку в 02:16,Совершил посадку в 02:16,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
56,03:30,Симферополь,,SU 1661Аэрофлот,B,ПрилетелВыдача багажа: лента 5
57,Совершил посадку в 03:00,Совершил посадку в 03:00,,SU 1661Аэрофлот,B,ПрилетелВыдача багажа: лента 5
58,04:15,Тель-Авив,,SU 509Аэрофлот,D,ПрилетелВыдача багажа: лента 9
59,Совершил посадку в 03:57,Совершил посадку в 03:57,,SU 509Аэрофлот,D,ПрилетелВыдача багажа: лента 9
60,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
61,Совершил посадку в 04:04,Совершил посадку в 04:04,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
