,Время,Направление,Unnamed: 2,Рейс,Статус
0,01:55 19 июня,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
1,Совершил посадку в 01:29 20 июня,Совершил посадку в 01:29 20 июня,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
2,04:10 19 июня,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
3,Совершил посадку в 04:06 20 июня,Совершил посадку в 04:06 20 июня,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
4,18:55 19 июня,Сочи,,FV 5602Россия,ПрилетелВыдача багажа: лента 10
5,Совершил посадку в 00:55 20 июня,Совершил посадку в 00:55 20 июня,,FV 5602Россия,ПрилетелВыдача багажа: лента 10
6,22:30 19 июня,Анапа,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 01:14 20 июня,Совершил посадку в 01:14 20 июня,,U6 202Уральские авиалинии,ПрилетелВыдача багажа: лента 7
8,23:40 19 июня,Санкт-Петербург,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 10
9,Совершил посадку в 00:22 20 июня,Совершил посадку в 00:22 20 июня,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 10
10,00:05,Анапа,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 8
11,Совершил посадку в 00:00,Совершил посадку в 00:00,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 8
12,00:30,Анталья,,N4 1842ШNordwind,Нет актуальной информации о статусе
13,,,,N4 1842ШNordwind,Нет актуальной информации о статусе
14,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 01:06,Совершил посадку в 01:06,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
16,02:10,Геленджик,,WZ 1058Red Wings,Нет актуальной информации о статусе
17,,,,WZ 1058Red Wings,Нет актуальной информации о статусе
18,02:15,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 03:00,Совершил посадку в 03:00,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
20,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 10
21,Совершил посадку в 03:07,Совершил посадку в 03:07,,DP 403Победа,ПрилетелВыдача багажа: лента 10
22,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 03:10,Совершил посадку в 03:10,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
24,03:35,Симферополь,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 03:27,Совершил посадку в 03:27,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 9
26,04:00,Геленджик,,SU 2862Аэрофлот,ПрилетелВыдача багажа: лента 7
27,Совершил посадку в 03:49,Совершил посадку в 03:49,,SU 2862Аэрофлот,ПрилетелВыдача багажа: лента 7
28,04:10,Москва,,"SU 1408, LO 4453, JU 7067Аэрофлот, Lot, Air Serbia",ПрилетелВыдача багажа: лента 8
29,Совершил посадку в 04:06,Совершил посадку в 04:06,,"SU 1408, LO 4453, JU 7067Аэрофлот, Lot, Air Serbia",ПрилетелВыдача багажа: лента 8
30,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 10
31,Совершил посадку в 04:10,Совершил посадку в 04:10,,DP 405Победа,ПрилетелВыдача багажа: лента 10
