,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
1,Совершил посадку в 23:46 13 июня,Совершил посадку в 23:46 13 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
2,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:50 13 июня,Совершил посадку в 23:50 13 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
4,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 00:11,Совершил посадку в 00:11,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 8
6,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:44 13 июня,Совершил посадку в 23:44 13 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:20,Челябинск,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 00:43,Совершил посадку в 00:43,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 2
10,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
11,Совершил посадку в 00:07,Совершил посадку в 00:07,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
12,00:25,Санкт-Петербург,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 00:14,Совершил посадку в 00:14,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 4
14,00:35,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 00:54,Совершил посадку в 00:54,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 1
16,00:40,Сочи,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 6
