,Время,Направление,Unnamed: 2,Рейс,Статус
0,15:35 2 апр,Нарьян-Мар,,UT 334ЮТэйр,ПрилетелВыдача багажа: лента А08
1,Совершил посадку в 15:18 3 апр,Совершил посадку в 15:18 3 апр,,UT 334ЮТэйр,ПрилетелВыдача багажа: лента А08
2,18:45 2 апр,Назрань,,UT 550ЮТэйр,ПрилетелВыдача багажа: лента А05
3,Совершил посадку в 00:37 3 апр,Совершил посадку в 00:37 3 апр,,UT 550ЮТэйр,ПрилетелВыдача багажа: лента А05
4,21:55 2 апр,Ухта,,UT 180ЮТэйр,ПрилетелВыдача багажа: лента А08
5,Совершил посадку в 21:52 3 апр,Совершил посадку в 21:52 3 апр,,UT 180ЮТэйр,ПрилетелВыдача багажа: лента А08
6,23:45 2 апр,Тюмень,,"UT 464, TK 9002ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
7,Совершил посадку в 00:04 3 апр,Совершил посадку в 00:04 3 апр,,"UT 464, TK 9002ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
8,23:45 2 апр,Самара,,"UT 358, TK 9007ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
9,Совершил посадку в 01:21 3 апр,Совершил посадку в 01:21 3 апр,,"UT 358, TK 9007ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
10,23:55 2 апр,Санкт-Петербург,,DP 212Победа,ПрилетелВыдача багажа: лента А05
11,Совершил посадку в 00:00 3 апр,Совершил посадку в 00:00 3 апр,,DP 212Победа,ПрилетелВыдача багажа: лента А05
12,23:55 2 апр,Киров,,DP 276Победа,ПрилетелВыдача багажа: лента А08
13,Совершил посадку в 00:12 3 апр,Совершил посадку в 00:12 3 апр,,DP 276Победа,ПрилетелВыдача багажа: лента А08
14,00:05,Дубай,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
15,,,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
16,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 00:08,Совершил посадку в 00:08,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
18,00:45,Грозный,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 00:30,Совершил посадку в 00:30,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А04
20,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
21,Совершил посадку в 01:39,Совершил посадку в 01:39,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
22,02:15,Анкара,,TK 7698AnadoluJet,ПрилетелВыдача багажа: лента А10
23,Совершил посадку в 02:43,Совершил посадку в 02:43,,TK 7698AnadoluJet,ПрилетелВыдача багажа: лента А10
24,05:00,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
25,Совершил посадку в 04:40,Совершил посадку в 04:40,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
26,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 05:23,Совершил посадку в 05:23,,DP 420Победа,ПрилетелВыдача багажа: лента А05
28,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
29,Совершил посадку в 05:20,Совершил посадку в 05:20,,DP 472Победа,ПрилетелВыдача багажа: лента А06
30,06:05,Самара,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
31,Совершил посадку в 05:51,Совершил посадку в 05:51,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
32,06:10,Душанбе,,UT 802ЮТэйр,ПрилетелВыдача багажа: лента А11
33,Совершил посадку в 05:54,Совершил посадку в 05:54,,UT 802ЮТэйр,ПрилетелВыдача багажа: лента А11
34,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 05:57,Совершил посадку в 05:57,,DP 414Победа,ПрилетелВыдача багажа: лента А05
36,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 06:02,Совершил посадку в 06:02,,DP 434Победа,ПрилетелВыдача багажа: лента А06
38,06:20,Якутск,,R3 475Якутия,ПрилетелВыдача багажа: лента А05
39,Совершил посадку в 08:00,Совершил посадку в 08:00,,R3 475Якутия,ПрилетелВыдача багажа: лента А05
40,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А04
41,Совершил посадку в 06:40,Совершил посадку в 06:40,,DP 496Победа,ПрилетелВыдача багажа: лента А04
42,07:00,Краснодар,,UT 536ЮТэйр,ПрилетелВыдача багажа: лента А05
43,Совершил посадку в 06:49,Совершил посадку в 06:49,,UT 536ЮТэйр,ПрилетелВыдача багажа: лента А05
44,07:00,Новосибирск,,DP 1444Победа,ПрилетелВыдача багажа: лента А06
45,Совершил посадку в 07:10,Совершил посадку в 07:10,,DP 1444Победа,ПрилетелВыдача багажа: лента А06
46,07:10,Минеральные Воды,,UT 574ЮТэйр,ПрилетелВыдача багажа: лента А07
47,Совершил посадку в 06:54,Совершил посадку в 06:54,,UT 574ЮТэйр,ПрилетелВыдача багажа: лента А07
48,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А08
49,Совершил посадку в 06:58,Совершил посадку в 06:58,,DP 450Победа,ПрилетелВыдача багажа: лента А08
