,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:20,Краснодар,,LY 8910El Al,Прилетел
1,Совершил посадку в 00:06,Совершил посадку в 00:06,,LY 8910El Al,Прилетел
2,00:20,Краснодар,,S7 2078S7 Airlines,Прилетел
3,Совершил посадку в 00:06,Совершил посадку в 00:06,,S7 2078S7 Airlines,Прилетел
4,00:20,Анапа,,KC 1508Air Astana,Прилетел
5,Совершил посадку в 00:12,Совершил посадку в 00:12,,KC 1508Air Astana,Прилетел
6,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
7,Совершил посадку в 00:12,Совершил посадку в 00:12,,S7 2108S7 Airlines,Прилетел
8,00:20,Анапа,,EK 7912Emirates,Прилетел
9,Совершил посадку в 00:12,Совершил посадку в 00:12,,EK 7912Emirates,Прилетел
10,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
11,Совершил посадку в 00:23,Совершил посадку в 00:23,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
12,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
13,Совершил посадку в 01:15,Совершил посадку в 01:15,,S7 2014S7 Airlines,Прилетел
14,01:50,Самарканд,,WZ 4480Red Wings,Нет актуальной информации о статусе
15,,,,WZ 4480Red Wings,Нет актуальной информации о статусе
16,01:50,Самарканд,,WZ 4480Red Wings,Прилетел
17,Совершил посадку в 01:50,Совершил посадку в 01:50,,WZ 4480Red Wings,Прилетел
18,01:50,Сочи,,"KC 1560, LY 8874Air Astana, El Al",Прилетел
19,Совершил посадку в 02:02,Совершил посадку в 02:02,,"KC 1560, LY 8874Air Astana, El Al",Прилетел
20,01:50,Сочи,,S7 2050S7 Airlines,Прилетел
21,Совершил посадку в 02:02,Совершил посадку в 02:02,,S7 2050S7 Airlines,Прилетел
22,05:30,Уфа,,EY 8728Etihad Airways,Прилетел
23,Совершил посадку в 05:04,Совершил посадку в 05:04,,EY 8728Etihad Airways,Прилетел
24,05:30,Уфа,,S7 1132S7 Airlines,Прилетел
25,Совершил посадку в 05:04,Совершил посадку в 05:04,,S7 1132S7 Airlines,Прилетел
26,05:30,Уфа,,"SQ 1924, EK 7864, LY 8914Singapore Airlines, Emirates, El Al",Прилетел
