,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 23:33 25 мая,Совершил посадку в 23:33 25 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
2,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:33 25 мая,Совершил посадку в 23:33 25 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
4,00:15,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
5,Совершил посадку в 23:55 25 мая,Совершил посадку в 23:55 25 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
6,00:15,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
7,Совершил посадку в 23:55 25 мая,Совершил посадку в 23:55 25 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
8,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 23:48 25 мая,Совершил посадку в 23:48 25 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
10,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 6
11,Совершил посадку в 23:57 25 мая,Совершил посадку в 23:57 25 мая,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 6
12,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 6
13,Совершил посадку в 23:57 25 мая,Совершил посадку в 23:57 25 мая,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 6
14,00:30,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 00:21,Совершил посадку в 00:21,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
16,00:35,Краснодар,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 00:37,Совершил посадку в 00:37,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 3
18,00:55,Сочи,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 3
19,Совершил посадку в 00:41,Совершил посадку в 00:41,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 3
20,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
21,Совершил посадку в 00:41,Совершил посадку в 00:41,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
22,00:55,Сочи,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 3
23,Совершил посадку в 00:41,Совершил посадку в 00:41,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 3
24,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 6
25,Совершил посадку в 01:22,Совершил посадку в 01:22,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 6
26,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 6
27,Совершил посадку в 01:22,Совершил посадку в 01:22,,KL 905KLM,D,ПрилетелВыдача багажа: лента 6
28,03:15,Дели,,AI 195Air India,F,Смена терминалаПрилетелВыдача багажа: лента 2-3
29,Совершил посадку в 02:27,Совершил посадку в 02:27,,AI 195Air India,F,Смена терминалаПрилетелВыдача багажа: лента 2-3
30,04:05,Санкт-Петербург,,N4 168Nordwind,D,ПрилетелВыдача багажа: лента 4
31,Совершил посадку в 03:46,Совершил посадку в 03:46,,N4 168Nordwind,D,ПрилетелВыдача багажа: лента 4
32,04:10,Кайо-Коко,,N4 522Nordwind,D,ПрилетелВыдача багажа: лента 9
33,Совершил посадку в 05:04,Совершил посадку в 05:04,,N4 522Nordwind,D,ПрилетелВыдача багажа: лента 9
34,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 04:03,Совершил посадку в 04:03,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
36,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
37,Совершил посадку в 04:26,Совершил посадку в 04:26,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
38,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
39,Совершил посадку в 04:26,Совершил посадку в 04:26,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
40,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 5
41,Совершил посадку в 04:32,Совершил посадку в 04:32,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 5
42,05:10,Мурманск,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
43,Совершил посадку в 04:53,Совершил посадку в 04:53,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
44,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
45,Совершил посадку в 04:53,Совершил посадку в 04:53,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
46,05:50,Екатеринбург,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 3
47,Совершил посадку в 05:32,Совершил посадку в 05:32,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 3
48,05:50,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 3
49,Совершил посадку в 05:32,Совершил посадку в 05:32,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 3
50,05:55,Уфа,,KL 2888KLM,B,ПрилетелВыдача багажа: лента 4
51,Совершил посадку в 05:33,Совершил посадку в 05:33,,KL 2888KLM,B,ПрилетелВыдача багажа: лента 4
52,05:55,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
53,Совершил посадку в 05:33,Совершил посадку в 05:33,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
54,06:05,Калининград,,KL 2914KLM,B,ПрилетелВыдача багажа: лента 5
55,Совершил посадку в 05:25,Совершил посадку в 05:25,,KL 2914KLM,B,ПрилетелВыдача багажа: лента 5
56,06:05,Калининград,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 5
57,Совершил посадку в 05:25,Совершил посадку в 05:25,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 5
58,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
59,Совершил посадку в 05:45,Совершил посадку в 05:45,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
60,06:05,Оренбург,,KL 3256KLM,B,ПрилетелВыдача багажа: лента 2
61,Совершил посадку в 05:45,Совершил посадку в 05:45,,KL 3256KLM,B,ПрилетелВыдача багажа: лента 2
62,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
63,Совершил посадку в 05:47,Совершил посадку в 05:47,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
64,06:05,Пермь,,DP 4434Победа,D,ПрилетелВыдача багажа: лента 4
65,Совершил посадку в 06:00,Совершил посадку в 06:00,,DP 4434Победа,D,ПрилетелВыдача багажа: лента 4
66,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 3
67,Совершил посадку в 06:04,Совершил посадку в 06:04,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 3
68,06:10,Новосибирск,,KL 3226KLM,B,ПрилетелВыдача багажа: лента 3
69,Совершил посадку в 06:04,Совершил посадку в 06:04,,KL 3226KLM,B,ПрилетелВыдача багажа: лента 3
70,06:15,Нижний Новгород,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
71,Совершил посадку в 05:52,Совершил посадку в 05:52,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
72,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 4
73,Совершил посадку в 05:54,Совершил посадку в 05:54,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 4
74,06:15,Сургут,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 4
75,Совершил посадку в 05:54,Совершил посадку в 05:54,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 4
76,06:20,Тюмень,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
77,Совершил посадку в 06:10,Совершил посадку в 06:10,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
78,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 2
79,Совершил посадку в 06:03,Совершил посадку в 06:03,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 2
80,06:30,Омск,,"KL 2947, JU 7012KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 6
81,Совершил посадку в 06:07,Совершил посадку в 06:07,,"KL 2947, JU 7012KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 6
82,06:30,Омск,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 6
83,Совершил посадку в 06:07,Совершил посадку в 06:07,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 6
84,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
85,Совершил посадку в 06:24,Совершил посадку в 06:24,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
86,06:35,Майами,,SU 111Аэрофлот,D,ПрилетелВыдача багажа: лента 7
87,Совершил посадку в 06:51,Совершил посадку в 06:51,,SU 111Аэрофлот,D,ПрилетелВыдача багажа: лента 7
88,06:40,Пермь,,KL 3259KLM,B,ПрилетелВыдача багажа: лента 3
89,Совершил посадку в 06:31,Совершил посадку в 06:31,,KL 3259KLM,B,ПрилетелВыдача багажа: лента 3
90,06:40,Пермь,,SU 1395Аэрофлот,B,ПрилетелВыдача багажа: лента 3
91,Совершил посадку в 06:31,Совершил посадку в 06:31,,SU 1395Аэрофлот,B,ПрилетелВыдача багажа: лента 3
92,06:40,Иркутск,,KL 3238KLM,B,ПрилетелВыдача багажа: лента 5
93,Совершил посадку в 07:30,Совершил посадку в 07:30,,KL 3238KLM,B,ПрилетелВыдача багажа: лента 5
94,06:40,Иркутск,,SU 1441Аэрофлот,B,ПрилетелВыдача багажа: лента 5
95,Совершил посадку в 07:30,Совершил посадку в 07:30,,SU 1441Аэрофлот,B,ПрилетелВыдача багажа: лента 5
96,06:45,Нижнекамск,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
97,Совершил посадку в 06:35,Совершил посадку в 06:35,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
98,06:55,Ереван,,SU 1867Аэрофлот,D,ПрилетелВыдача багажа: лента 8
99,Совершил посадку в 06:23,Совершил посадку в 06:23,,SU 1867Аэрофлот,D,ПрилетелВыдача багажа: лента 8
100,07:00,Оренбург,,N4 730Nordwind,D,ПрилетелВыдача багажа: лента 2
101,Совершил посадку в 06:55,Совершил посадку в 06:55,,N4 730Nordwind,D,ПрилетелВыдача багажа: лента 2
102,07:05,Ташкент,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 9
103,Совершил посадку в 06:38,Совершил посадку в 06:38,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 9
104,07:10,Нижневартовск,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 6
105,Совершил посадку в 07:01,Совершил посадку в 07:01,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 6
106,07:10,Красноярск,,"KL 3271, AZ 5653KLM, Alitalia",B,ПрилетелВыдача багажа: лента 5
107,Совершил посадку в 07:12,Совершил посадку в 07:12,,"KL 3271, AZ 5653KLM, Alitalia",B,ПрилетелВыдача багажа: лента 5
108,07:10,Красноярск,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 5
109,Совершил посадку в 07:12,Совершил посадку в 07:12,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 5
110,07:15,Санкт-Петербург,,"AZ 4366, JU 7029Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
111,Совершил посадку в 06:47,Совершил посадку в 06:47,,"AZ 4366, JU 7029Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
112,07:15,Санкт-Петербург,,SU 33Аэрофлот,B,ПрилетелВыдача багажа: лента 1
113,Совершил посадку в 06:47,Совершил посадку в 06:47,,SU 33Аэрофлот,B,ПрилетелВыдача багажа: лента 1
114,07:20,Самара,,"SU 1217, JU 7058, KL 2877Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 2
115,Совершил посадку в 07:03,Совершил посадку в 07:03,,"SU 1217, JU 7058, KL 2877Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 2
116,07:30,Екатеринбург,,KL 3240KLM,B,ПрилетелВыдача багажа: лента 6
117,Совершил посадку в 07:18,Совершил посадку в 07:18,,KL 3240KLM,B,ПрилетелВыдача багажа: лента 6
118,07:30,Екатеринбург,,"SU 1407, JU 7066Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 6
119,Совершил посадку в 07:18,Совершил посадку в 07:18,,"SU 1407, JU 7066Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 6
120,07:30,Воронеж,,"FV 6468, SU 6468Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
121,Совершил посадку в 07:20,Совершил посадку в 07:20,,"FV 6468, SU 6468Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
122,07:35,Барнаул,,"KL 3227, AZ 5667KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
123,Совершил посадку в 07:23,Совершил посадку в 07:23,,"KL 3227, AZ 5667KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
124,07:35,Барнаул,,SU 1431Аэрофлот,B,ПрилетелВыдача багажа: лента 2
125,Совершил посадку в 07:23,Совершил посадку в 07:23,,SU 1431Аэрофлот,B,ПрилетелВыдача багажа: лента 2
126,07:40,Нижний Новгород,,N4 398Nordwind,D,ПрилетелВыдача багажа: лента 1
127,Совершил посадку в 07:33,Совершил посадку в 07:33,,N4 398Nordwind,D,ПрилетелВыдача багажа: лента 1
128,07:45,Ростов-на-Дону,,"KL 2952, JU 7050KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
129,Совершил посадку в 07:27,Совершил посадку в 07:27,,"KL 2952, JU 7050KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
130,07:45,Ростов-на-Дону,,SU 1165Аэрофлот,B,ПрилетелВыдача багажа: лента 2
131,Совершил посадку в 07:27,Совершил посадку в 07:27,,SU 1165Аэрофлот,B,ПрилетелВыдача багажа: лента 2
132,07:50,Волгоград,,SU 1185Аэрофлот,B,ПрилетелВыдача багажа: лента 4
133,Совершил посадку в 07:21,Совершил посадку в 07:21,,SU 1185Аэрофлот,B,ПрилетелВыдача багажа: лента 4
134,07:50,Волгоград,,"KL 3273, JU 7018KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 4
