,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Мурманск,,SU 1317Аэрофлот,B,Нет актуальной информации о статусе
1,,,,SU 1317Аэрофлот,B,Нет актуальной информации о статусе
2,00:15 7 мая,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:35 6 мая,Совершил посадку в 23:35 6 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
4,00:15 7 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 23:35 6 мая,Совершил посадку в 23:35 6 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
6,00:20 7 мая,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:47 6 мая,Совершил посадку в 23:47 6 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
8,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 00:10,Совершил посадку в 00:10,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 1
10,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
11,Совершил посадку в 00:10,Совершил посадку в 00:10,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
12,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
13,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
14,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 00:32,Совершил посадку в 00:32,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
16,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 00:32,Совершил посадку в 00:32,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
18,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 01:14,Совершил посадку в 01:14,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 9
20,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
21,Совершил посадку в 01:14,Совершил посадку в 01:14,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
