,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 00:29,Совершил посадку в 00:29,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 9
2,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 10
3,Совершил посадку в 01:28,Совершил посадку в 01:28,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 10
4,02:00,Сочи,,FV 5604Россия,ПрилетелВыдача багажа: лента 7
5,Совершил посадку в 01:40,Совершил посадку в 01:40,,FV 5604Россия,ПрилетелВыдача багажа: лента 7
6,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 8
7,Совершил посадку в 02:04,Совершил посадку в 02:04,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 8
8,03:05,Белгород,,МП 9672Меридиан,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 04:28,Совершил посадку в 04:28,,МП 9672Меридиан,ПрилетелВыдача багажа: лента 9
10,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 10
11,Совершил посадку в 03:04,Совершил посадку в 03:04,,DP 403Победа,ПрилетелВыдача багажа: лента 10
12,03:50,Москва,,"EO 173, N4 173Pegas Fly, Nordwind",ПрилетелВыдача багажа: лента 7
13,Совершил посадку в 03:46,Совершил посадку в 03:46,,"EO 173, N4 173Pegas Fly, Nordwind",ПрилетелВыдача багажа: лента 7
14,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 03:55,Совершил посадку в 03:55,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
16,04:00,Красноярск,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 8
17,Совершил посадку в 04:02,Совершил посадку в 04:02,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 8
18,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 10
19,Совершил посадку в 03:50,Совершил посадку в 03:50,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 10
20,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 10
21,Совершил посадку в 03:50,Совершил посадку в 03:50,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 10
22,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 7
23,Совершил посадку в 04:14,Совершил посадку в 04:14,,DP 405Победа,ПрилетелВыдача багажа: лента 7
24,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 8
25,Совершил посадку в 04:32,Совершил посадку в 04:32,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 8
26,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 7
27,Совершил посадку в 04:51,Совершил посадку в 04:51,,DP 515Победа,ПрилетелВыдача багажа: лента 7
28,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
29,Совершил посадку в 04:48,Совершил посадку в 04:48,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
30,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 7
31,Совершил посадку в 04:38,Совершил посадку в 04:38,,DP 339Победа,ПрилетелВыдача багажа: лента 7
32,05:20,Ростов-на-Дону,,A4 213Азимут,ПрилетелВыдача багажа: лента 9
33,Совершил посадку в 04:55,Совершил посадку в 04:55,,A4 213Азимут,ПрилетелВыдача багажа: лента 9
34,05:20,Москва,,"S7 1171, EK 7863, B2 171, EY 8718S7 Airlines, Emirates, Белавиа, Etihad Airways",ПрилетелВыдача багажа: лента 8
35,Совершил посадку в 05:09,Совершил посадку в 05:09,,"S7 1171, EK 7863, B2 171, EY 8718S7 Airlines, Emirates, Белавиа, Etihad Airways",ПрилетелВыдача багажа: лента 8
36,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 10
37,Совершил посадку в 05:47,Совершил посадку в 05:47,,DP 564Победа,ПрилетелВыдача багажа: лента 10
38,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
39,Совершил посадку в 09:23,Совершил посадку в 09:23,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
40,10:20,Душанбе,,U6 8954Уральские авиалинии,"ПрилетелВыдача багажа: лента 1,2"
41,Совершил посадку в 10:45,Совершил посадку в 10:45,,U6 8954Уральские авиалинии,"ПрилетелВыдача багажа: лента 1,2"
42,10:30,Сочи,,FV 5614Россия,ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 10:17,Совершил посадку в 10:17,,FV 5614Россия,ПрилетелВыдача багажа: лента 9
44,10:30,Ханты-Мансийск,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
45,Совершил посадку в 10:20,Совершил посадку в 10:20,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
46,11:10,Москва,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
47,Совершил посадку в 10:51,Совершил посадку в 10:51,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
48,13:55,Москва,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
49,Совершил посадку в 13:21,Совершил посадку в 13:21,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
50,14:15,Москва,,U6 261Уральские авиалинии,ПрилетелВыдача багажа: лента 9
51,Совершил посадку в 13:59,Совершил посадку в 13:59,,U6 261Уральские авиалинии,ПрилетелВыдача багажа: лента 9
52,14:30,Благовещенск,,U6 9100Уральские авиалинии,ПрилетелВыдача багажа: лента 10
53,Совершил посадку в 14:46,Совершил посадку в 14:46,,U6 9100Уральские авиалинии,ПрилетелВыдача багажа: лента 10
54,14:45,Новосибирск,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 8
55,Совершил посадку в 14:53,Совершил посадку в 14:53,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 8
56,16:05,Советский,,UT 336ЮТэйр,ПрилетелВыдача багажа: лента 7
57,Совершил посадку в 15:42,Совершил посадку в 15:42,,UT 336ЮТэйр,ПрилетелВыдача багажа: лента 7
58,17:00,Ереван,,"EO 1978, N4 1978Pegas Fly, Nordwind","ПрилетелВыдача багажа: лента 8,9"
59,Совершил посадку в 16:59,Совершил посадку в 16:59,,"EO 1978, N4 1978Pegas Fly, Nordwind","ПрилетелВыдача багажа: лента 8,9"
60,17:30,Самарканд,,WZ 4468Red Wings,ПрилетелВыдача багажа: лента 2
61,Совершил посадку в 17:18,Совершил посадку в 17:18,,WZ 4468Red Wings,ПрилетелВыдача багажа: лента 2
62,17:35,Москва,,U6 269Уральские авиалинии,ПрилетелВыдача багажа: лента 10
63,Совершил посадку в 18:11,Совершил посадку в 18:11,,U6 269Уральские авиалинии,ПрилетелВыдача багажа: лента 10
64,17:50,Москва,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
65,Совершил посадку в 17:27,Совершил посадку в 17:27,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
66,18:10,Омск,,WZ 1072Red Wings,ПрилетелВыдача багажа: лента 7
67,Совершил посадку в 17:45,Совершил посадку в 17:45,,WZ 1072Red Wings,ПрилетелВыдача багажа: лента 7
68,18:15,Москва,,DP 407Победа,ПрилетелВыдача багажа: лента 7
69,Совершил посадку в 18:07,Совершил посадку в 18:07,,DP 407Победа,ПрилетелВыдача багажа: лента 7
70,18:25,Краснодар,,7R 812РусЛайн,ПрилетелВыдача багажа: лента 7
71,Совершил посадку в 18:14,Совершил посадку в 18:14,,7R 812РусЛайн,ПрилетелВыдача багажа: лента 7
72,18:25,Дубай,,U6 738Уральские авиалинии,ПрилетелВыдача багажа: лента 2
73,Совершил посадку в 20:26,Совершил посадку в 20:26,,U6 738Уральские авиалинии,ПрилетелВыдача багажа: лента 2
74,19:20,Москва,,"S7 1175, B2 165, QR 5681, EK 7865, SQ 1921S7 Airlines, Белавиа, Qatar Airways, Emirates, Singapore Airlines",ПрилетелВыдача багажа: лента 9
75,Совершил посадку в 19:05,Совершил посадку в 19:05,,"S7 1175, B2 165, QR 5681, EK 7865, SQ 1921S7 Airlines, Белавиа, Qatar Airways, Emirates, Singapore Airlines",ПрилетелВыдача багажа: лента 9
76,19:25,Владивосток,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 8
77,Совершил посадку в 19:37,Совершил посадку в 19:37,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 8
78,19:30,Ташкент,,HY 3703Узбекистон Хаво Йуллари,
79,Отменен,Отменен,,HY 3703Узбекистон Хаво Йуллари,
80,20:00,Уфа,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
81,Совершил посадку в 19:28,Совершил посадку в 19:28,,UT 106ЮТэйр,ПрилетелВыдача багажа: лента 7
82,20:20,Санкт-Петербург,,DP 581Победа,ПрилетелВыдача багажа: лента 7
83,Совершил посадку в 20:14,Совершил посадку в 20:14,,DP 581Победа,ПрилетелВыдача багажа: лента 7
84,20:20,Ереван,,U6 8250Уральские авиалинии,ПрилетелВыдача багажа: лента 8
