,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:35,Саратов,,WZ 1048Red Wings,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 00:11,Совершил посадку в 00:11,,WZ 1048Red Wings,ПрилетелВыдача багажа: лента 9
2,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 7
3,Совершил посадку в 00:27,Совершил посадку в 00:27,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 7
4,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 01:23,Совершил посадку в 01:23,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
6,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 02:04,Совершил посадку в 02:04,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
8,02:15,Сочи,,FV 5604Россия,ПрилетелВыдача багажа: лента 10
9,Совершил посадку в 02:23,Совершил посадку в 02:23,,FV 5604Россия,ПрилетелВыдача багажа: лента 10
10,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
11,Совершил посадку в 02:57,Совершил посадку в 02:57,,DP 403Победа,ПрилетелВыдача багажа: лента 7
12,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 03:35,Совершил посадку в 03:35,,N4 173Nordwind,ПрилетелВыдача багажа: лента 8
14,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 8
15,Совершил посадку в 03:52,Совершил посадку в 03:52,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 8
16,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 10
17,Совершил посадку в 03:44,Совершил посадку в 03:44,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 10
18,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 10
19,Совершил посадку в 03:44,Совершил посадку в 03:44,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 10
20,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 7
21,Совершил посадку в 04:00,Совершил посадку в 04:00,,DP 405Победа,ПрилетелВыдача багажа: лента 7
22,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 04:16,Совершил посадку в 04:16,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 9
24,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 8
25,Совершил посадку в 04:39,Совершил посадку в 04:39,,DP 515Победа,ПрилетелВыдача багажа: лента 8
26,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 7
27,Совершил посадку в 04:53,Совершил посадку в 04:53,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 7
28,05:05,Сочи,,КЛ 142Nordwind,ПрилетелВыдача багажа: лента 8
29,Совершил посадку в 04:55,Совершил посадку в 04:55,,КЛ 142Nordwind,ПрилетелВыдача багажа: лента 8
30,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 10
31,Совершил посадку в 05:17,Совершил посадку в 05:17,,DP 339Победа,ПрилетелВыдача багажа: лента 10
32,05:20,Москва,,"S7 1171, B2 171, EK 7863, EY 8718S7 Airlines, Белавиа, Emirates, Etihad Airways",ПрилетелВыдача багажа: лента 10
33,Совершил посадку в 04:45,Совершил посадку в 04:45,,"S7 1171, B2 171, EK 7863, EY 8718S7 Airlines, Белавиа, Emirates, Etihad Airways",ПрилетелВыдача багажа: лента 10
34,05:25,Ростов-на-Дону,,A4 213Азимут,ПрилетелВыдача багажа: лента 7
35,Совершил посадку в 05:08,Совершил посадку в 05:08,,A4 213Азимут,ПрилетелВыдача багажа: лента 7
36,06:00,Самара,,UT 9833ЮТэйр,ПрилетелВыдача багажа: лента 9
37,Совершил посадку в 05:15,Совершил посадку в 05:15,,UT 9833ЮТэйр,ПрилетелВыдача багажа: лента 9
38,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 7
39,Совершил посадку в 05:53,Совершил посадку в 05:53,,DP 564Победа,ПрилетелВыдача багажа: лента 7
40,06:25,Москва,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 8
41,Совершил посадку в 05:51,Совершил посадку в 05:51,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 8
42,06:25,Санкт-Петербург,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 06:02,Совершил посадку в 06:02,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 9
44,08:40,Новокузнецк,,WZ 1092Red Wings,ПрилетелВыдача багажа: лента 10
45,Совершил посадку в 08:26,Совершил посадку в 08:26,,WZ 1092Red Wings,ПрилетелВыдача багажа: лента 10
46,09:15,Барнаул,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
47,Совершил посадку в 08:47,Совершил посадку в 08:47,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
48,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
49,Совершил посадку в 09:40,Совершил посадку в 09:40,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
50,10:30,Ханты-Мансийск,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
51,Совершил посадку в 10:30,Совершил посадку в 10:30,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
52,10:50,Сочи,,WZ 827Red Wings,ПрилетелВыдача багажа: лента 8
53,Совершил посадку в 10:23,Совершил посадку в 10:23,,WZ 827Red Wings,ПрилетелВыдача багажа: лента 8
