,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 22 мая,Анапа,,UT 462ЮТэйр,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:15 23 мая,Совершил посадку в 00:15 23 мая,,UT 462ЮТэйр,ПрилетелВыдача багажа: лента А05
2,00:00,Сыктывкар,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А04
3,Совершил посадку в 23:36 22 мая,Совершил посадку в 23:36 22 мая,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А04
4,00:00,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 23:36 22 мая,Совершил посадку в 23:36 22 мая,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А04
6,00:00,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
7,Совершил посадку в 23:44 22 мая,Совершил посадку в 23:44 22 мая,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
8,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
9,Совершил посадку в 23:44 22 мая,Совершил посадку в 23:44 22 мая,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
10,00:05,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
11,Совершил посадку в 23:58 22 мая,Совершил посадку в 23:58 22 мая,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
12,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 00:01,Совершил посадку в 00:01,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
14,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А05
15,Совершил посадку в 03:11,Совершил посадку в 03:11,,DP 188Победа,ПрилетелВыдача багажа: лента А05
16,03:20,Каир,,4G 102Газпромавиа,ПрилетелВыдача багажа: лента А12
17,Совершил посадку в 05:53,Совершил посадку в 05:53,,4G 102Газпромавиа,ПрилетелВыдача багажа: лента А12
18,03:40,Бухара,,UT 9810ЮТэйр,ПрилетелВыдача багажа: лента А10
19,Совершил посадку в 03:27,Совершил посадку в 03:27,,UT 9810ЮТэйр,ПрилетелВыдача багажа: лента А10
20,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
