,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,22:30 22 июня,Сочи,,"EO 226, N4 226Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
1,Совершил посадку в 11:42 23 июня,Совершил посадку в 11:42 23 июня,,"EO 226, N4 226Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
2,23:35 22 июня,Сочи,,DP 6942Победа,D,ПрилетелВыдача багажа: лента 1
3,Совершил посадку в 00:02 23 июня,Совершил посадку в 00:02 23 июня,,DP 6942Победа,D,ПрилетелВыдача багажа: лента 1
4,23:45 22 июня,Архангельск,,"FV 6994, SU 6994Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
5,Совершил посадку в 01:06 23 июня,Совершил посадку в 01:06 23 июня,,"FV 6994, SU 6994Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
6,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 23:49 22 июня,Совершил посадку в 23:49 22 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
8,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
9,Совершил посадку в 23:50 22 июня,Совершил посадку в 23:50 22 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
10,00:05,Сочи,,FV 5612Россия,D,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 00:41,Совершил посадку в 00:41,,FV 5612Россия,D,ПрилетелВыдача багажа: лента 2
12,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 23:39 22 июня,Совершил посадку в 23:39 22 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 3
14,00:10,Геленджик,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 6
15,Совершил посадку в 23:45 22 июня,Совершил посадку в 23:45 22 июня,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 6
16,00:10,Анталья,,XC 8521Corendon Airlines,D,
17,Отменен,Отменен,,XC 8521Corendon Airlines,D,
18,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 23:41 22 июня,Совершил посадку в 23:41 22 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 2
20,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
21,Совершил посадку в 23:43 22 июня,Совершил посадку в 23:43 22 июня,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
22,00:25,Санкт-Петербург,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
23,Совершил посадку в 23:58 22 июня,Совершил посадку в 23:58 22 июня,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
24,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 7
25,Совершил посадку в 23:59 22 июня,Совершил посадку в 23:59 22 июня,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 7
26,00:30,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
27,Совершил посадку в 00:22,Совершил посадку в 00:22,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
28,00:40,Сочи,,"SU 1131, JU 7041, KL 2859Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 2
29,Совершил посадку в 00:29,Совершил посадку в 00:29,,"SU 1131, JU 7041, KL 2859Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 2
30,00:50,Сочи,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
31,Совершил посадку в 00:26,Совершил посадку в 00:26,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
32,01:05,Краснодар,,N4 310Nordwind,D,ПрилетелВыдача багажа: лента 1
33,Совершил посадку в 03:08,Совершил посадку в 03:08,,N4 310Nordwind,D,ПрилетелВыдача багажа: лента 1
34,01:10,Санкт-Петербург,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 1
35,Совершил посадку в 00:55,Совершил посадку в 00:55,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 1
36,01:20,Екатеринбург,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
37,Совершил посадку в 01:00,Совершил посадку в 01:00,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
38,01:20,Калининград,,FV 5908Россия,D,ПрилетелВыдача багажа: лента 1
39,Совершил посадку в 13:27,Совершил посадку в 13:27,,FV 5908Россия,D,ПрилетелВыдача багажа: лента 1
40,01:30,Симферополь,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
41,Совершил посадку в 00:59,Совершил посадку в 00:59,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
42,01:30,Амстердам,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 6
43,Совершил посадку в 01:26,Совершил посадку в 01:26,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 6
44,01:35,Симферополь,,FV 5586Россия,D,ПрилетелВыдача багажа: лента 4
45,Совершил посадку в 01:16,Совершил посадку в 01:16,,FV 5586Россия,D,ПрилетелВыдача багажа: лента 4
46,03:15,Дели,,AI 195Air India,F,Смена терминалаПрилетелВыдача багажа: лента 1-2
47,Совершил посадку в 02:43,Совершил посадку в 02:43,,AI 195Air India,F,Смена терминалаПрилетелВыдача багажа: лента 1-2
48,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
49,Совершил посадку в 03:56,Совершил посадку в 03:56,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
50,04:40,Сочи,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 3
51,Совершил посадку в 04:15,Совершил посадку в 04:15,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 3
52,04:55,Минеральные Воды,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
53,Совершил посадку в 04:25,Совершил посадку в 04:25,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
54,05:00,Екатеринбург,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 3
