,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:25 14 мая,Франкфурт-на-Майне,,LH 1452Lufthansa,Прилетел
1,Совершил посадку в 00:07 15 мая,Совершил посадку в 00:07 15 мая,,LH 1452Lufthansa,Прилетел
2,23:55 14 мая,Санкт-Петербург,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
3,Совершил посадку в 00:15 15 мая,Совершил посадку в 00:15 15 мая,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
4,00:20,Краснодар,,S7 2078S7 Airlines,Прилетел
5,Совершил посадку в 00:16,Совершил посадку в 00:16,,S7 2078S7 Airlines,Прилетел
6,00:20,Краснодар,,LY 8910El Al,Прилетел
7,Совершил посадку в 00:16,Совершил посадку в 00:16,,LY 8910El Al,Прилетел
8,00:20,Ростов-на-Дону,,5N 272Smartavia,Прилетел
9,Совершил посадку в 00:19,Совершил посадку в 00:19,,5N 272Smartavia,Прилетел
10,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
11,Совершил посадку в 00:23,Совершил посадку в 00:23,,S7 2108S7 Airlines,Прилетел
12,00:20,Анапа,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
13,Совершил посадку в 00:23,Совершил посадку в 00:23,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
14,00:35,Калининград,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
15,Совершил посадку в 00:29,Совершил посадку в 00:29,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
16,01:50,Сочи,,KC 1560Air Astana,Прилетел
17,Совершил посадку в 01:32,Совершил посадку в 01:32,,KC 1560Air Astana,Прилетел
18,01:50,Сочи,,S7 2050S7 Airlines,Прилетел
19,Совершил посадку в 01:32,Совершил посадку в 01:32,,S7 2050S7 Airlines,Прилетел
20,01:50,Сочи,,LY 8874El Al,Прилетел
21,Совершил посадку в 01:32,Совершил посадку в 01:32,,LY 8874El Al,Прилетел
22,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
23,Совершил посадку в 02:25,Совершил посадку в 02:25,,S7 2014S7 Airlines,Прилетел
24,01:55,Симферополь,,U6 48Уральские авиалинии,Нет актуальной информации о статусе
25,,,,U6 48Уральские авиалинии,Нет актуальной информации о статусе
26,03:05,Санкт-Петербург,,U6 192Уральские авиалинии,Прилетел
27,Совершил посадку в 03:46,Совершил посадку в 03:46,,U6 192Уральские авиалинии,Прилетел
28,05:30,Уфа,,"SQ 1924, LY 8914, EY 8728, EK 7864Singapore Airlines, El Al, Etihad Airways, Emirates",Прилетел
