,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,17:45 14 мая,Минеральные Воды,,"EO 184, N4 184Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 00:06 15 мая,Совершил посадку в 00:06 15 мая,,"EO 184, N4 184Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
2,00:05 15 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
3,Совершил посадку в 23:46 14 мая,Совершил посадку в 23:46 14 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
4,00:05 15 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
5,Совершил посадку в 23:46 14 мая,Совершил посадку в 23:46 14 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
6,00:15 15 мая,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
7,Совершил посадку в 23:33 14 мая,Совершил посадку в 23:33 14 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
8,00:15 15 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
9,Совершил посадку в 23:33 14 мая,Совершил посадку в 23:33 14 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
10,00:20 15 мая,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:54 14 мая,Совершил посадку в 23:54 14 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
12,00:25 15 мая,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 23:59 14 мая,Совершил посадку в 23:59 14 мая,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
14,00:25 15 мая,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 23:59 14 мая,Совершил посадку в 23:59 14 мая,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
16,00:35,Ростов-на-Дону,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
17,Совершил посадку в 00:24,Совершил посадку в 00:24,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
18,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 00:29,Совершил посадку в 00:29,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
20,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
21,Совершил посадку в 00:29,Совершил посадку в 00:29,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
22,01:55,Минеральные Воды,,N4 164Nordwind,D,ПрилетелВыдача багажа: лента 1
23,Совершил посадку в 01:45,Совершил посадку в 01:45,,N4 164Nordwind,D,ПрилетелВыдача багажа: лента 1
24,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
25,Совершил посадку в 04:20,Совершил посадку в 04:20,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
26,04:40,Казань,,RL 9906Royal Flight,D,ПрилетелВыдача багажа: лента 1
27,Совершил посадку в 04:48,Совершил посадку в 04:48,,RL 9906Royal Flight,D,ПрилетелВыдача багажа: лента 1
28,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 2
29,Совершил посадку в 04:23,Совершил посадку в 04:23,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 2
30,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
31,Совершил посадку в 04:23,Совершил посадку в 04:23,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 2
32,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
33,Совершил посадку в 04:19,Совершил посадку в 04:19,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
34,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 04:54,Совершил посадку в 04:54,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
36,05:10,Мурманск,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
37,Совершил посадку в 04:54,Совершил посадку в 04:54,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
38,05:10,Краснодар,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 2
39,Совершил посадку в 05:06,Совершил посадку в 05:06,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 2
40,05:10,Ханой,,VN 63Vietnam Airlines,D,Нет актуальной информации о статусе
41,,,,VN 63Vietnam Airlines,D,Нет актуальной информации о статусе
42,05:35,Дели,,SU 233Аэрофлот,F,ПрилетелВыдача багажа: лента 2-3
43,Совершил посадку в 04:42,Совершил посадку в 04:42,,SU 233Аэрофлот,F,ПрилетелВыдача багажа: лента 2-3
44,05:45,Челябинск,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 3
45,Совершил посадку в 05:26,Совершил посадку в 05:26,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 3
46,05:45,Екатеринбург,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 5
47,Совершил посадку в 05:40,Совершил посадку в 05:40,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 5
48,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 5
49,Совершил посадку в 05:40,Совершил посадку в 05:40,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 5
50,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 1
51,Совершил посадку в 05:34,Совершил посадку в 05:34,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 1
52,05:50,Уфа,,KL 2888KLM,B,ПрилетелВыдача багажа: лента 1
