,Время,Направление,Unnamed: 2,Рейс,Статус
0,22:25 29 июня,Сочи,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 02:23 30 июня,Совершил посадку в 02:23 30 июня,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 9
2,22:55 29 июня,Петропавловск-Камчатский,,U6 6110Уральские авиалинии,ПрилетелВыдача багажа: лента 7
3,Совершил посадку в 12:29 30 июня,Совершил посадку в 12:29 30 июня,,U6 6110Уральские авиалинии,ПрилетелВыдача багажа: лента 7
4,00:10,Сочи,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 23:53 29 июня,Совершил посадку в 23:53 29 июня,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 8
6,00:10,Махачкала,,WZ 1046Red Wings,ПрилетелВыдача багажа: лента 10
7,Совершил посадку в 00:01,Совершил посадку в 00:01,,WZ 1046Red Wings,ПрилетелВыдача багажа: лента 10
8,00:30,Анталья,,N4 1842ЦNordwind,Нет актуальной информации о статусе
9,,,,N4 1842ЦNordwind,Нет актуальной информации о статусе
10,00:35,Анталья,,U6 1576Уральские авиалинии,
11,Отменен,Отменен,,U6 1576Уральские авиалинии,
12,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 7
13,Совершил посадку в 02:57,Совершил посадку в 02:57,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 7
14,00:50,Симферополь,,WZ 727Red Wings,ПрилетелВыдача багажа: лента 8
15,Совершил посадку в 00:47,Совершил посадку в 00:47,,WZ 727Red Wings,ПрилетелВыдача багажа: лента 8
16,01:05,Анталья,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 01:06,Совершил посадку в 01:06,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
18,01:55,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 01:32,Совершил посадку в 01:32,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 9
20,02:00,Анталья,,RL 8072Royal Flight,ПрилетелВыдача багажа: лента 3
21,Совершил посадку в 14:20,Совершил посадку в 14:20,,RL 8072Royal Flight,ПрилетелВыдача багажа: лента 3
22,02:15,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",
23,Отменен,Отменен,,"U6 265, B2 465Уральские авиалинии, Белавиа",
24,02:20,Калининград,,7R 878РусЛайн,
25,Отменен,Отменен,,7R 878РусЛайн,
26,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 03:09,Совершил посадку в 03:09,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
28,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
29,Совершил посадку в 03:20,Совершил посадку в 03:20,,DP 403Победа,ПрилетелВыдача багажа: лента 7
30,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 10
31,Совершил посадку в 04:22,Совершил посадку в 04:22,,N4 173Nordwind,ПрилетелВыдача багажа: лента 10
32,04:00,Красноярск,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 7
