,Время,Направление,Unnamed: 2,Рейс,Статус
0,01:50 4 июля,Сочи,,"KC 1560, LY 8874, AT 9004, S7 2050Air Astana, El Al, Royal Air Maroc, S7 Airlines",Прилетел
1,Совершил посадку в 03:14 5 июля,Совершил посадку в 03:14 5 июля,,"KC 1560, LY 8874, AT 9004, S7 2050Air Astana, El Al, Royal Air Maroc, S7 Airlines",Прилетел
2,02:05 4 июля,Самарканд,,Y7 9866Нордстар,Прилетел
3,Совершил посадку в 02:25 5 июля,Совершил посадку в 02:25 5 июля,,Y7 9866Нордстар,Прилетел
4,21:50 4 июля,Белгород,,"S7 1248, EY 8621, KC 1568, YC 4226S7 Airlines, Etihad Airways, Air Astana, Ямал",Прилетел
5,Совершил посадку в 00:10 5 июля,Совершил посадку в 00:10 5 июля,,"S7 1248, EY 8621, KC 1568, YC 4226S7 Airlines, Etihad Airways, Air Astana, Ямал",Прилетел
6,22:50 4 июля,Сочи,,U6 280Уральские авиалинии,Прилетел
7,Совершил посадку в 00:03 5 июля,Совершил посадку в 00:03 5 июля,,U6 280Уральские авиалинии,Прилетел
8,23:30 4 июля,Воронеж,,"S7 1118, EK 7847, KC 1448, AT 9048S7 Airlines, Emirates, Air Astana, Royal Air Maroc",Прилетел
9,Совершил посадку в 00:24 5 июля,Совершил посадку в 00:24 5 июля,,"S7 1118, EK 7847, KC 1448, AT 9048S7 Airlines, Emirates, Air Astana, Royal Air Maroc",Прилетел
10,23:35 4 июля,Краснодар,,S7 2088S7 Airlines,Прилетел
11,Совершил посадку в 04:38 5 июля,Совершил посадку в 04:38 5 июля,,S7 2088S7 Airlines,Прилетел
12,23:40 4 июля,Симферополь,,U6 2842Уральские авиалинии,Прилетел
13,Совершил посадку в 00:14 5 июля,Совершил посадку в 00:14 5 июля,,U6 2842Уральские авиалинии,Прилетел
14,23:45 4 июля,Калининград,,U6 74Уральские авиалинии,Прилетел
15,Совершил посадку в 00:08 5 июля,Совершил посадку в 00:08 5 июля,,U6 74Уральские авиалинии,Прилетел
16,23:50 4 июля,Калининград,,"WZ 102, 5N 6102Red Wings, Smartavia",Прилетел
17,Совершил посадку в 00:08 5 июля,Совершил посадку в 00:08 5 июля,,"WZ 102, 5N 6102Red Wings, Smartavia",Прилетел
18,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
19,Совершил посадку в 00:16,Совершил посадку в 00:16,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
20,00:20,Анапа,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
21,Совершил посадку в 00:34,Совершил посадку в 00:34,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
22,00:35,Тиват,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
23,,,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
24,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
25,Совершил посадку в 00:40,Совершил посадку в 00:40,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
26,00:40,Ларнака,,CY 486Cyprus Airways,
27,Отменен,Отменен,,CY 486Cyprus Airways,
28,01:05,Анапа,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
29,Совершил посадку в 00:48,Совершил посадку в 00:48,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
30,01:05,Навои,,WZ 4492Red Wings,Прилетел
31,Совершил посадку в 01:12,Совершил посадку в 01:12,,WZ 4492Red Wings,Прилетел
32,01:10,Касабланка,,"S7 3776, AT 9000S7 Airlines, Royal Air Maroc",Прилетел
33,Совершил посадку в 01:03,Совершил посадку в 01:03,,"S7 3776, AT 9000S7 Airlines, Royal Air Maroc",Прилетел
34,01:10,Сочи,,"5N 552, WZ 5552Smartavia, Red Wings",Прилетел
35,Совершил посадку в 01:18,Совершил посадку в 01:18,,"5N 552, WZ 5552Smartavia, Red Wings",Прилетел
36,01:15,Вена,,OS 605Austrian,Прилетел
37,Совершил посадку в 01:09,Совершил посадку в 01:09,,OS 605Austrian,Прилетел
38,01:25,Симферополь,,IO 556ИрАэро,Прилетел
39,Совершил посадку в 01:05,Совершил посадку в 01:05,,IO 556ИрАэро,Прилетел
40,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
41,Совершил посадку в 01:39,Совершил посадку в 01:39,,S7 2014S7 Airlines,Прилетел
42,01:50,Анталья,,PC 1580Pegasus,Прилетел
43,Совершил посадку в 01:56,Совершил посадку в 01:56,,PC 1580Pegasus,Прилетел
44,01:55,Симферополь,,U6 48Уральские авиалинии,Прилетел
45,Совершил посадку в 02:04,Совершил посадку в 02:04,,U6 48Уральские авиалинии,Прилетел
46,02:00,Нур-Султан (Астана),,"KC 8730, S7 4794Air Astana, S7 Airlines",Прилетел
47,Совершил посадку в 02:16,Совершил посадку в 02:16,,"KC 8730, S7 4794Air Astana, S7 Airlines",Прилетел
48,02:50,Афины,,"A3 882, S7 4314Aegean Airlines, S7 Airlines",Прилетел
49,Совершил посадку в 03:03,Совершил посадку в 03:03,,"A3 882, S7 4314Aegean Airlines, S7 Airlines",Прилетел
50,03:10,Даламан,,PC 1576Pegasus,Прилетел
51,Совершил посадку в 03:00,Совершил посадку в 03:00,,PC 1576Pegasus,Прилетел
52,03:20,Тирана,,U6 3550Уральские авиалинии,Прилетел
53,Совершил посадку в 04:11,Совершил посадку в 04:11,,U6 3550Уральские авиалинии,Прилетел
54,05:30,Уфа,,"S7 1132, AT 9022, LY 8914, SQ 1924, EK 7864, EY 8728S7 Airlines, Royal Air Maroc, El Al, Singapore Airlines, Emirates, Etihad Airways",Прилетел
55,Совершил посадку в 05:11,Совершил посадку в 05:11,,"S7 1132, AT 9022, LY 8914, SQ 1924, EK 7864, EY 8728S7 Airlines, Royal Air Maroc, El Al, Singapore Airlines, Emirates, Etihad Airways",Прилетел
56,06:15,Нижний Новгород,,"S7 1100, AT 9030, A3 3556, EY 8630S7 Airlines, Royal Air Maroc, Aegean Airlines, Etihad Airways",Прилетел
57,Совершил посадку в 06:04,Совершил посадку в 06:04,,"S7 1100, AT 9030, A3 3556, EY 8630S7 Airlines, Royal Air Maroc, Aegean Airlines, Etihad Airways",Прилетел
58,06:20,Самара,,"S7 1080, EY 8652, AT 9014, KC 1438, B2 180, LY 8930, A3 3540S7 Airlines, Etihad Airways, Royal Air Maroc, Air Astana, Белавиа, El Al, Aegean Airlines",Прилетел
59,Совершил посадку в 06:03,Совершил посадку в 06:03,,"S7 1080, EY 8652, AT 9014, KC 1438, B2 180, LY 8930, A3 3540S7 Airlines, Etihad Airways, Royal Air Maroc, Air Astana, Белавиа, El Al, Aegean Airlines",Прилетел
60,06:20,Симферополь,,U6 8Уральские авиалинии,Прилетел
61,Совершил посадку в 06:34,Совершил посадку в 06:34,,U6 8Уральские авиалинии,Прилетел
62,06:35,Казань,,"S7 1060, EY 8657, A3 3512, B2 160, KC 1440, LY 8968, AT 9046S7 Airlines, Etihad Airways, Aegean Airlines, Белавиа, Air Astana, El Al, Royal Air Maroc",Прилетел
63,Совершил посадку в 06:09,Совершил посадку в 06:09,,"S7 1060, EY 8657, A3 3512, B2 160, KC 1440, LY 8968, AT 9046S7 Airlines, Etihad Airways, Aegean Airlines, Белавиа, Air Astana, El Al, Royal Air Maroc",Прилетел
64,06:35,Симферополь,,"5N 260, WZ 5260Smartavia, Red Wings",Прилетел
65,Совершил посадку в 06:29,Совершил посадку в 06:29,,"5N 260, WZ 5260Smartavia, Red Wings",Прилетел
66,06:35,Бишкек,,U6 8804Уральские авиалинии,Нет актуальной информации о статусе
67,,,,U6 8804Уральские авиалинии,Нет актуальной информации о статусе
