,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,21:50 30 мар,Ижевск,,"FV 6380, SU 6380Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
1,Совершил посадку в 02:52 31 мар,Совершил посадку в 02:52 31 мар,,"FV 6380, SU 6380Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
2,00:05 31 мар,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:46 30 мар,Совершил посадку в 23:46 30 мар,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
4,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
5,,,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
6,00:15 31 мар,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 23:49 30 мар,Совершил посадку в 23:49 30 мар,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
8,00:20 31 мар,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
9,Совершил посадку в 23:42 30 мар,Совершил посадку в 23:42 30 мар,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
10,00:20,Челябинск,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
11,,,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
12,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 00:37,Совершил посадку в 00:37,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 8
14,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 00:56,Совершил посадку в 00:56,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
16,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 4
17,Совершил посадку в 00:51,Совершил посадку в 00:51,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 4
18,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 01:09,Совершил посадку в 01:09,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
20,02:00,Санкт-Петербург,,SU 7205Аэрофлот,D,ПрилетелВыдача багажа: лента 2
21,Совершил посадку в 01:29,Совершил посадку в 01:29,,SU 7205Аэрофлот,D,ПрилетелВыдача багажа: лента 2
22,02:20,Кисони,,RL 7600Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
23,Совершил посадку в 02:47,Совершил посадку в 02:47,,RL 7600Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
24,04:05,Стамбул,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 6
25,Совершил посадку в 03:48,Совершил посадку в 03:48,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 6
26,04:15,Братислава,,SU 7305Аэрофлот,D,ПрилетелВыдача багажа: лента 9
27,Совершил посадку в 05:07,Совершил посадку в 05:07,,SU 7305Аэрофлот,D,ПрилетелВыдача багажа: лента 9
28,04:20,Ижевск,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
29,,,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
30,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
31,Совершил посадку в 04:06,Совершил посадку в 04:06,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
32,04:35,Сыктывкар,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
33,,,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
34,04:45,Махачкала,,SU 1057Аэрофлот,B,
35,Отменен,Отменен,,SU 1057Аэрофлот,B,
36,04:50,Архангельск,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
37,,,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
38,04:50,Ростов-на-Дону,,SU 1675Аэрофлот,B,Нет актуальной информации о статусе
39,,,,SU 1675Аэрофлот,B,Нет актуальной информации о статусе
40,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 1
41,Совершил посадку в 04:49,Совершил посадку в 04:49,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 1
42,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 3
43,Совершил посадку в 05:03,Совершил посадку в 05:03,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 3
44,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
45,Совершил посадку в 04:56,Совершил посадку в 04:56,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
46,05:25,Магнитогорск,,"EO 340, N4 340Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
47,Совершил посадку в 05:01,Совершил посадку в 05:01,,"EO 340, N4 340Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
48,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 1
49,Совершил посадку в 05:25,Совершил посадку в 05:25,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 1
50,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
51,Совершил посадку в 05:37,Совершил посадку в 05:37,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
52,06:00,Стамбул,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 6
53,Совершил посадку в 05:33,Совершил посадку в 05:33,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 6
54,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
55,Совершил посадку в 05:43,Совершил посадку в 05:43,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
56,06:05,Челябинск,,SU 1425Аэрофлот,B,Нет актуальной информации о статусе
57,,,,SU 1425Аэрофлот,B,Нет актуальной информации о статусе
58,06:05,Оренбург,,SU 1245Аэрофлот,B,
59,Отменен,Отменен,,SU 1245Аэрофлот,B,
60,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 6
61,Совершил посадку в 05:51,Совершил посадку в 05:51,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 6
62,06:15,Нижний Новгород,,"FV 6352, SU 6352Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
63,Совершил посадку в 05:45,Совершил посадку в 05:45,,"FV 6352, SU 6352Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
64,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 5
65,Совершил посадку в 06:04,Совершил посадку в 06:04,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 5
66,06:20,Тюмень,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
67,Совершил посадку в 06:06,Совершил посадку в 06:06,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
68,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 1
69,Совершил посадку в 06:02,Совершил посадку в 06:02,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 1
70,06:30,Омск,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 2
71,Совершил посадку в 06:00,Совершил посадку в 06:00,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 2
72,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
73,Совершил посадку в 06:11,Совершил посадку в 06:11,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
74,06:30,Магнитогорск,,SU 1429Аэрофлот,B,Нет актуальной информации о статусе
75,,,,SU 1429Аэрофлот,B,Нет актуальной информации о статусе
76,06:35,Орск,,"EO 564, N4 564Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
77,Совершил посадку в 12:31,Совершил посадку в 12:31,,"EO 564, N4 564Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
78,06:45,Нижнекамск,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
79,Совершил посадку в 06:26,Совершил посадку в 06:26,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
80,06:45,Нижнекамск,,SU 1251Аэрофлот,B,Нет актуальной информации о статусе
81,,,,SU 1251Аэрофлот,B,Нет актуальной информации о статусе
82,07:00,Ульяновск,,SU 1389Аэрофлот,B,ПрилетелВыдача багажа: лента 6
83,Совершил посадку в 06:30,Совершил посадку в 06:30,,SU 1389Аэрофлот,B,ПрилетелВыдача багажа: лента 6
84,07:00,Оренбург,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
85,Совершил посадку в 06:40,Совершил посадку в 06:40,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
86,07:05,Ташкент,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 6
87,Совершил посадку в 06:55,Совершил посадку в 06:55,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 6
88,07:10,Нижневартовск,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 1
89,Совершил посадку в 06:43,Совершил посадку в 06:43,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 1
90,07:10,Красноярск,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 5
91,Совершил посадку в 07:06,Совершил посадку в 07:06,,SU 1481Аэрофлот,B,ПрилетелВыдача багажа: лента 5
92,07:15,Санкт-Петербург,,SU 33Аэрофлот,B,ПрилетелВыдача багажа: лента 3
93,Совершил посадку в 06:54,Совершил посадку в 06:54,,SU 33Аэрофлот,B,ПрилетелВыдача багажа: лента 3
94,07:20,Самара,,SU 1217Аэрофлот,B,ПрилетелВыдача багажа: лента 4
95,Совершил посадку в 06:58,Совершил посадку в 06:58,,SU 1217Аэрофлот,B,ПрилетелВыдача багажа: лента 4
96,07:25,Ош,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 8
97,Совершил посадку в 07:28,Совершил посадку в 07:28,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 8
98,07:30,Воронеж,,SU 1353Аэрофлот,B,Нет актуальной информации о статусе
99,,,,SU 1353Аэрофлот,B,Нет актуальной информации о статусе
100,07:30,Екатеринбург,,SU 1407Аэрофлот,B,ПрилетелВыдача багажа: лента 1
101,Совершил посадку в 07:31,Совершил посадку в 07:31,,SU 1407Аэрофлот,B,ПрилетелВыдача багажа: лента 1
102,07:35,Барнаул,,SU 1431Аэрофлот,B,ПрилетелВыдача багажа: лента 3
103,Совершил посадку в 07:16,Совершил посадку в 07:16,,SU 1431Аэрофлот,B,ПрилетелВыдача багажа: лента 3
