,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,23:05 28 мая,Краснодар,,SU 1107Аэрофлот,B,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 00:50 29 мая,Совершил посадку в 00:50 29 мая,,SU 1107Аэрофлот,B,ПрилетелВыдача багажа: лента 2
2,23:05 28 мая,Краснодар,,KL 2889KLM,B,ПрилетелВыдача багажа: лента 2
3,Совершил посадку в 00:50 29 мая,Совершил посадку в 00:50 29 мая,,KL 2889KLM,B,ПрилетелВыдача багажа: лента 2
4,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
5,Совершил посадку в 23:46 28 мая,Совершил посадку в 23:46 28 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
6,00:05,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
7,Совершил посадку в 23:46 28 мая,Совершил посадку в 23:46 28 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
8,00:15,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:59 28 мая,Совершил посадку в 23:59 28 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
10,00:15,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 23:59 28 мая,Совершил посадку в 23:59 28 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
12,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
13,Совершил посадку в 23:42 28 мая,Совершил посадку в 23:42 28 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
14,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 00:18,Совершил посадку в 00:18,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
16,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
17,Совершил посадку в 00:18,Совершил посадку в 00:18,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
18,00:35,Ростов-на-Дону,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
19,Совершил посадку в 00:26,Совершил посадку в 00:26,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
20,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
21,Совершил посадку в 00:42,Совершил посадку в 00:42,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
