,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
23,Совершил посадку в 23:57 24 июня,Совершил посадку в 23:57 24 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 1
24,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
25,Совершил посадку в 23:49 24 июня,Совершил посадку в 23:49 24 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
26,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
27,Совершил посадку в 23:51 24 июня,Совершил посадку в 23:51 24 июня,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
28,00:25,Санкт-Петербург,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 4
29,Совершил посадку в 00:05,Совершил посадку в 00:05,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 4
30,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
31,Совершил посадку в 00:07,Совершил посадку в 00:07,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
32,00:40,Сочи,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
33,Совершил посадку в 00:10,Совершил посадку в 00:10,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
34,00:40,Казань,,SU 1267Аэрофлот,B,ПрилетелВыдача багажа: лента 2
35,Совершил посадку в 01:51,Совершил посадку в 01:51,,SU 1267Аэрофлот,B,ПрилетелВыдача багажа: лента 2
36,00:50,Сочи,,"SU 1119, KL 3197, AZ 5552Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
37,Совершил посадку в 00:22,Совершил посадку в 00:22,,"SU 1119, KL 3197, AZ 5552Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
38,01:10,Санкт-Петербург,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 4
39,Совершил посадку в 01:00,Совершил посадку в 01:00,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 4
40,01:20,Екатеринбург,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
41,Совершил посадку в 00:49,Совершил посадку в 00:49,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
42,01:30,Амстердам,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 6
43,Совершил посадку в 01:18,Совершил посадку в 01:18,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 6
44,01:30,Симферополь,,"FV 6156, SU 6156Россия, Аэрофлот",B,Нет актуальной информации о статусе
45,,,,"FV 6156, SU 6156Россия, Аэрофлот",B,Нет актуальной информации о статусе
46,02:40,Симферополь,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
47,Совершил посадку в 02:57,Совершил посадку в 02:57,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
48,03:20,Монастир,,FV 5744Россия,D,ПрилетелВыдача багажа: лента 8-9
49,Совершил посадку в 03:22,Совершил посадку в 03:22,,FV 5744Россия,D,ПрилетелВыдача багажа: лента 8-9
50,03:30,Симферополь,,SU 1661Аэрофлот,B,ПрилетелВыдача багажа: лента 3
51,Совершил посадку в 03:04,Совершил посадку в 03:04,,SU 1661Аэрофлот,B,ПрилетелВыдача багажа: лента 3
52,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
53,Совершил посадку в 04:01,Совершил посадку в 04:01,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
54,04:40,Сочи,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 6
55,Совершил посадку в 04:27,Совершил посадку в 04:27,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 6
56,04:55,Минеральные Воды,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 04:33,Совершил посадку в 04:33,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
58,05:00,Екатеринбург,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 2
59,Совершил посадку в 04:23,Совершил посадку в 04:23,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 2
60,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 5
61,Совершил посадку в 04:39,Совершил посадку в 04:39,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 5
62,05:10,Мурманск,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
63,Совершил посадку в 04:44,Совершил посадку в 04:44,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
64,05:10,Санкт-Петербург,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 6
65,Совершил посадку в 04:53,Совершил посадку в 04:53,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 6
66,05:15,Анапа,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 2
67,Совершил посадку в 04:48,Совершил посадку в 04:48,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 2
68,05:15,Краснодар,,KL 2902KLM,B,ПрилетелВыдача багажа: лента 3
69,Совершил посадку в 04:50,Совершил посадку в 04:50,,KL 2902KLM,B,ПрилетелВыдача багажа: лента 3
70,05:15,Краснодар,,"SU 1113, AZ 3941Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 3
71,Совершил посадку в 04:50,Совершил посадку в 04:50,,"SU 1113, AZ 3941Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 3
72,05:20,Симферополь,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 1
73,Совершил посадку в 04:37,Совершил посадку в 04:37,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 1
74,05:25,Магнитогорск,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 1
75,Совершил посадку в 08:44,Совершил посадку в 08:44,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 1
76,05:45,Челябинск,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 2
77,Совершил посадку в 05:26,Совершил посадку в 05:26,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 2
78,05:50,Екатеринбург,,"SU 1409, KL 2874Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
79,Совершил посадку в 05:16,Совершил посадку в 05:16,,"SU 1409, KL 2874Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
80,06:00,Кишинёв,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 9
81,Совершил посадку в 05:42,Совершил посадку в 05:42,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 9
82,06:05,Оренбург,,"SU 1245, KL 3256Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
83,Совершил посадку в 05:29,Совершил посадку в 05:29,,"SU 1245, KL 3256Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
84,06:05,Калининград,,"SU 1009, KL 2914Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
85,Совершил посадку в 05:34,Совершил посадку в 05:34,,"SU 1009, KL 2914Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
86,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
87,Совершил посадку в 06:17,Совершил посадку в 06:17,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
88,06:05,Пермь,,DP 6516Победа,D,ПрилетелВыдача багажа: лента 1
89,Совершил посадку в 14:33,Совершил посадку в 14:33,,DP 6516Победа,D,ПрилетелВыдача багажа: лента 1
90,06:10,Новосибирск,,"SU 1549, KL 3226Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 1
91,Совершил посадку в 05:32,Совершил посадку в 05:32,,"SU 1549, KL 3226Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 1
92,06:15,Нижний Новгород,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 2
93,Совершил посадку в 05:40,Совершил посадку в 05:40,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 2
94,06:15,Сургут,,"SU 1511, AZ 5674Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 4
95,Совершил посадку в 05:48,Совершил посадку в 05:48,,"SU 1511, AZ 5674Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 4
96,06:15,Самара,,"FV 6072, SU 6072Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
97,Совершил посадку в 05:53,Совершил посадку в 05:53,,"FV 6072, SU 6072Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
98,06:20,Тюмень,,SU 1503Аэрофлот,B,ПрилетелВыдача багажа: лента 3
99,Совершил посадку в 05:45,Совершил посадку в 05:45,,SU 1503Аэрофлот,B,ПрилетелВыдача багажа: лента 3
100,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 4
101,Совершил посадку в 06:03,Совершил посадку в 06:03,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 4
102,06:30,Омск,,"SU 1763, JU 7012, KL 2947Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 6
103,Совершил посадку в 06:10,Совершил посадку в 06:10,,"SU 1763, JU 7012, KL 2947Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 6
104,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
105,Совершил посадку в 07:02,Совершил посадку в 07:02,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
106,06:40,Иркутск,,"SU 1441, KL 3238Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
107,Совершил посадку в 09:35 24 июня,Совершил посадку в 09:35 24 июня,,"SU 1441, KL 3238Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
108,06:40,Анапа,,SU 1577Аэрофлот,B,ПрилетелВыдача багажа: лента 3
109,Совершил посадку в 06:23,Совершил посадку в 06:23,,SU 1577Аэрофлот,B,ПрилетелВыдача багажа: лента 3
110,06:40,Пермь,,"SU 1395, KL 3259Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
111,Совершил посадку в 06:37,Совершил посадку в 06:37,,"SU 1395, KL 3259Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
112,06:45,Нижнекамск,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
113,Совершил посадку в 06:13,Совершил посадку в 06:13,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
114,06:55,Ульяновск,,"FV 6078, SU 6078Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
115,Совершил посадку в 06:21,Совершил посадку в 06:21,,"FV 6078, SU 6078Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
116,07:00,Оренбург,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
117,Совершил посадку в 08:44,Совершил посадку в 08:44,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
118,07:05,Нур-Султан (Астана),,SU 1957Аэрофлот,D,ПрилетелВыдача багажа: лента 7
119,Совершил посадку в 06:40,Совершил посадку в 06:40,,SU 1957Аэрофлот,D,ПрилетелВыдача багажа: лента 7
120,07:05,Тегеран,,SU 513Аэрофлот,D,ПрилетелВыдача багажа: лента 6
121,Совершил посадку в 07:00,Совершил посадку в 07:00,,SU 513Аэрофлот,D,ПрилетелВыдача багажа: лента 6
122,07:05,Ташкент,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 9
123,Совершил посадку в 07:44,Совершил посадку в 07:44,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 9
124,07:10,Красноярск,,"SU 1481, AZ 5653, KL 3271Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 5
125,Совершил посадку в 06:30,Совершил посадку в 06:30,,"SU 1481, AZ 5653, KL 3271Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 5
126,07:10,Нижневартовск,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 5
127,Совершил посадку в 06:44,Совершил посадку в 06:44,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 5
128,07:15,Санкт-Петербург,,"SU 33, JU 7029, AZ 4366Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 6
129,Совершил посадку в 06:54,Совершил посадку в 06:54,,"SU 33, JU 7029, AZ 4366Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 6
130,07:20,Самара,,"SU 1217, KL 2877, JU 7058Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 1
131,Совершил посадку в 06:56,Совершил посадку в 06:56,,"SU 1217, KL 2877, JU 7058Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 1
132,07:25,Симферополь,,SU 1633Аэрофлот,B,ПрилетелВыдача багажа: лента 6
133,Совершил посадку в 07:12,Совершил посадку в 07:12,,SU 1633Аэрофлот,B,ПрилетелВыдача багажа: лента 6
134,07:25,Ош,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 8
135,Совершил посадку в 07:17,Совершил посадку в 07:17,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 8
136,07:30,Екатеринбург,,"SU 1407, KL 3240, JU 7066Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 4
137,Совершил посадку в 07:09,Совершил посадку в 07:09,,"SU 1407, KL 3240, JU 7066Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 4
138,07:30,Воронеж,,"FV 6468, SU 6468Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
139,Совершил посадку в 07:15,Совершил посадку в 07:15,,"FV 6468, SU 6468Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
140,07:30,Ярославль,,SU 1343Аэрофлот,B,ПрилетелВыдача багажа: лента 4
141,Совершил посадку в 07:22,Совершил посадку в 07:22,,SU 1343Аэрофлот,B,ПрилетелВыдача багажа: лента 4
142,07:35,Екатеринбург,,U6 9739Уральские авиалинии,D,ПрилетелВыдача багажа: лента 4
143,Совершил посадку в 06:49,Совершил посадку в 06:49,,U6 9739Уральские авиалинии,D,ПрилетелВыдача багажа: лента 4
144,07:35,Барнаул,,"SU 1431, KL 3227, AZ 5667Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
145,Совершил посадку в 06:52,Совершил посадку в 06:52,,"SU 1431, KL 3227, AZ 5667Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
146,07:35,Анапа,,ФВ 5516Россия,D,ПрилетелВыдача багажа: лента 1
147,Совершил посадку в 07:51,Совершил посадку в 07:51,,ФВ 5516Россия,D,ПрилетелВыдача багажа: лента 1
148,07:40,Бишкек,,"SU 1983, KL 2924Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 9
149,Совершил посадку в 07:07,Совершил посадку в 07:07,,"SU 1983, KL 2924Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 9
150,07:45,Ростов-на-Дону,,"SU 1165, KL 2952, JU 7050Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
151,Совершил посадку в 07:27,Совершил посадку в 07:27,,"SU 1165, KL 2952, JU 7050Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
152,07:50,Волгоград,,"SU 1185, KL 3273, JU 7018Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
153,Совершил посадку в 07:25,Совершил посадку в 07:25,,"SU 1185, KL 3273, JU 7018Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
154,07:50,Омск,,N4 542Nordwind,D,ПрилетелВыдача багажа: лента 2
155,Совершил посадку в 08:32,Совершил посадку в 08:32,,N4 542Nordwind,D,ПрилетелВыдача багажа: лента 2
156,07:55,Архангельск,,SU 1335Аэрофлот,B,ПрилетелВыдача багажа: лента 2
157,Совершил посадку в 07:29,Совершил посадку в 07:29,,SU 1335Аэрофлот,B,ПрилетелВыдача багажа: лента 2
158,08:00,Челябинск,,SU 1533Аэрофлот,B,ПрилетелВыдача багажа: лента 3
159,Совершил посадку в 07:38,Совершил посадку в 07:38,,SU 1533Аэрофлот,B,ПрилетелВыдача багажа: лента 3
160,08:00,Варадеро,,RL 574Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
161,Совершил посадку в 08:46,Совершил посадку в 08:46,,RL 574Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
162,08:10,Уфа,,SU 5013Аэрофлот,D,ПрилетелВыдача багажа: лента 3
163,Совершил посадку в 07:49,Совершил посадку в 07:49,,SU 5013Аэрофлот,D,ПрилетелВыдача багажа: лента 3
164,08:10,Ханты-Мансийск,,SU 1383Аэрофлот,B,ПрилетелВыдача багажа: лента 1
165,Совершил посадку в 07:55,Совершил посадку в 07:55,,SU 1383Аэрофлот,B,ПрилетелВыдача багажа: лента 1
166,08:15,Уфа,,DP 6502Победа,D,ПрилетелВыдача багажа: лента 3
167,Совершил посадку в 07:49,Совершил посадку в 07:49,,DP 6502Победа,D,ПрилетелВыдача багажа: лента 3
168,08:15,Бухара,,SU 1877Аэрофлот,D,ПрилетелВыдача багажа: лента 6
169,Совершил посадку в 07:59,Совершил посадку в 07:59,,SU 1877Аэрофлот,D,ПрилетелВыдача багажа: лента 6
170,08:20,Тюмень,,SU 1509Аэрофлот,B,ПрилетелВыдача багажа: лента 6
171,Совершил посадку в 07:56,Совершил посадку в 07:56,,SU 1509Аэрофлот,B,ПрилетелВыдача багажа: лента 6
172,08:25,Белгород,,"FV 6504, SU 6504Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
173,Совершил посадку в 08:07,Совершил посадку в 08:07,,"FV 6504, SU 6504Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
174,08:30,Краснодар,,"SU 1275, JU 7051, KL 3210Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 5
175,Совершил посадку в 08:13,Совершил посадку в 08:13,,"SU 1275, JU 7051, KL 3210Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 5
176,08:30,Санкт-Петербург,,"SU 47, JU 7034Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 5
177,Совершил посадку в 08:22,Совершил посадку в 08:22,,"SU 47, JU 7034Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 5
178,08:35,Новокузнецк,,SU 1459Аэрофлот,B,ПрилетелВыдача багажа: лента 2
179,Совершил посадку в 08:04,Совершил посадку в 08:04,,SU 1459Аэрофлот,B,ПрилетелВыдача багажа: лента 2
180,08:35,Казань,,"SU 1199, KL 3176, JU 7062Аэрофлот, KLM, Air Serbia",D,Смена терминалаПрилетелВыдача багажа: лента 4
181,Совершил посадку в 08:15,Совершил посадку в 08:15,,"SU 1199, KL 3176, JU 7062Аэрофлот, KLM, Air Serbia",D,Смена терминалаПрилетелВыдача багажа: лента 4
182,08:35,Омск,,"SU 1639, JU 7013, KL 3230Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 1
183,Совершил посадку в 08:28,Совершил посадку в 08:28,,"SU 1639, JU 7013, KL 3230Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 1
184,08:40,Астрахань,,SU 1173Аэрофлот,B,ПрилетелВыдача багажа: лента 2
185,Совершил посадку в 08:23,Совершил посадку в 08:23,,SU 1173Аэрофлот,B,ПрилетелВыдача багажа: лента 2
186,08:45,Кемерово,,"SU 1451, KL 3301, AZ 3791Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
187,Совершил посадку в 08:10,Совершил посадку в 08:10,,"SU 1451, KL 3301, AZ 3791Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
188,08:45,Сочи,,"SU 1141, JU 7044, KL 3231Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 4
189,Совершил посадку в 08:31,Совершил посадку в 08:31,,"SU 1141, JU 7044, KL 3231Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 4
190,08:50,Томск,,"SU 1531, KL 3307Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
191,Совершил посадку в 08:25,Совершил посадку в 08:25,,"SU 1531, KL 3307Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
192,08:55,Екатеринбург,,"SU 1437, JU 7026, LO 4476, KL 2872Аэрофлот, Air Serbia, Lot, KLM",B,ПрилетелВыдача багажа: лента 3
193,Совершил посадку в 08:29,Совершил посадку в 08:29,,"SU 1437, JU 7026, LO 4476, KL 2872Аэрофлот, Air Serbia, Lot, KLM",B,ПрилетелВыдача багажа: лента 3
194,08:55,Самарканд,,SU 1879Аэрофлот,D,ПрилетелВыдача багажа: лента 7
195,Совершил посадку в 08:49,Совершил посадку в 08:49,,SU 1879Аэрофлот,D,ПрилетелВыдача багажа: лента 7
196,09:00,Душанбе,,SU 7105Аэрофлот,D,ПрилетелВыдача багажа: лента 6
197,Совершил посадку в 08:54,Совершил посадку в 08:54,,SU 7105Аэрофлот,D,ПрилетелВыдача багажа: лента 6
198,09:05,Ижевск,,"FV 6382, SU 6382Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
199,Совершил посадку в 08:37,Совершил посадку в 08:37,,"FV 6382, SU 6382Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
200,09:10,Минск,,B2 975Белавиа,F,ПрилетелВыдача багажа: лента 1
201,Совершил посадку в 10:08,Совершил посадку в 10:08,,B2 975Белавиа,F,ПрилетелВыдача багажа: лента 1
202,09:15,Череповец,,D2 151Северсталь,D,ПрилетелВыдача багажа: лента 4
203,Совершил посадку в 09:05,Совершил посадку в 09:05,,D2 151Северсталь,D,ПрилетелВыдача багажа: лента 4
204,09:25,Нижний Новгород,,"FV 6254, SU 6254Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
205,Совершил посадку в 09:00,Совершил посадку в 09:00,,"FV 6254, SU 6254Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
206,09:25,Горно-Алтайск,,DP 6552Победа,D,ПрилетелВыдача багажа: лента 3
207,Совершил посадку в 09:21,Совершил посадку в 09:21,,DP 6552Победа,D,ПрилетелВыдача багажа: лента 3
208,09:30,Сургут,,"SU 1513, AZ 5672Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 2
209,Совершил посадку в 09:48,Совершил посадку в 09:48,,"SU 1513, AZ 5672Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 2
210,09:35,Минеральные Воды,,"SU 1301, KL 3286Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 1
211,Совершил посадку в 09:09,Совершил посадку в 09:09,,"SU 1301, KL 3286Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 1
212,09:35,Санкт-Петербург,,SU 3Аэрофлот,B,ПрилетелВыдача багажа: лента 2
213,Совершил посадку в 09:19,Совершил посадку в 09:19,,SU 3Аэрофлот,B,ПрилетелВыдача багажа: лента 2
214,09:40,Новый Уренгой,,N4 232Nordwind,D,Нет актуальной информации о статусе
215,,,,N4 232Nordwind,D,Нет актуальной информации о статусе
216,09:45,Волгоград,,"FV 6426, SU 6426Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
217,Совершил посадку в 09:24,Совершил посадку в 09:24,,"FV 6426, SU 6426Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
218,09:45,Горно-Алтайск,,N4 718Nordwind,D,ПрилетелВыдача багажа: лента 3
219,Совершил посадку в 12:02,Совершил посадку в 12:02,,N4 718Nordwind,D,ПрилетелВыдача багажа: лента 3
220,09:55,Хабаровск,,N4 306Nordwind,D,ПрилетелВыдача багажа: лента 1
