,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,23:30 17 апр,Франкфурт-на-Майне,,SU 2657Аэрофлот,D,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 00:10 18 апр,Совершил посадку в 00:10 18 апр,,SU 2657Аэрофлот,D,ПрилетелВыдача багажа: лента 9
2,23:55 17 апр,Сочи,,N4 226Nordwind,D,ПрилетелВыдача багажа: лента 1
3,Совершил посадку в 00:00 18 апр,Совершил посадку в 00:00 18 апр,,N4 226Nordwind,D,ПрилетелВыдача багажа: лента 1
4,00:05 18 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
5,Совершил посадку в 23:48 17 апр,Совершил посадку в 23:48 17 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
6,00:10 18 апр,Анталья,,N4 6620Nordwind,D,ПрилетелВыдача багажа: лента 6-7
7,Совершил посадку в 23:31 17 апр,Совершил посадку в 23:31 17 апр,,N4 6620Nordwind,D,ПрилетелВыдача багажа: лента 6-7
8,00:15 18 апр,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:57 17 апр,Совершил посадку в 23:57 17 апр,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
10,00:15,Шарджа,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 9
11,Совершил посадку в 00:32,Совершил посадку в 00:32,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 9
12,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,
13,Отменен,Отменен,,"FV 6262, SU 6262Россия, Аэрофлот",B,
14,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 00:04,Совершил посадку в 00:04,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
16,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 00:04,Совершил посадку в 00:04,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
18,00:45,Барселона,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 6
19,Совершил посадку в 00:22,Совершил посадку в 00:22,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 6
20,00:45,Белград,,JU 7075Air Serbia,D,ПрилетелВыдача багажа: лента 7
21,Совершил посадку в 00:27,Совершил посадку в 00:27,,JU 7075Air Serbia,D,ПрилетелВыдача багажа: лента 7
22,00:45,Белград,,SU 2097Аэрофлот,D,ПрилетелВыдача багажа: лента 7
23,Совершил посадку в 00:27,Совершил посадку в 00:27,,SU 2097Аэрофлот,D,ПрилетелВыдача багажа: лента 7
