,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,23:55 8 июня,Уфа,,DP 6504Победа,D,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 00:16 9 июня,Совершил посадку в 00:16 9 июня,,DP 6504Победа,D,ПрилетелВыдача багажа: лента 3
2,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
3,Совершил посадку в 23:42 8 июня,Совершил посадку в 23:42 8 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
4,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 23:50 8 июня,Совершил посадку в 23:50 8 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
6,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 00:01,Совершил посадку в 00:01,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 7
8,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 5
9,Совершил посадку в 23:48 8 июня,Совершил посадку в 23:48 8 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 5
10,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:44 8 июня,Совершил посадку в 23:44 8 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
12,00:20,Челябинск,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 23:54 8 июня,Совершил посадку в 23:54 8 июня,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 4
14,00:25,Санкт-Петербург,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 00:02,Совершил посадку в 00:02,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 2
16,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
17,Совершил посадку в 00:06,Совершил посадку в 00:06,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
18,00:30,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 01:24,Совершил посадку в 01:24,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 2
20,00:40,Сочи,,"SU 1131, JU 7041, KL 2859Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 1
21,Совершил посадку в 23:59 8 июня,Совершил посадку в 23:59 8 июня,,"SU 1131, JU 7041, KL 2859Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 1
22,00:50,Сочи,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 2
23,Совершил посадку в 00:58,Совершил посадку в 00:58,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 2
