,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 1
1,Совершил посадку в 23:37 10 июня,Совершил посадку в 23:37 10 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 1
2,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:54 10 июня,Совершил посадку в 23:54 10 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
4,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 6
5,Совершил посадку в 23:43 10 июня,Совершил посадку в 23:43 10 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 6
6,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
7,Совершил посадку в 23:46 10 июня,Совершил посадку в 23:46 10 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
8,00:20,Челябинск,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 5
9,Совершил посадку в 23:50 10 июня,Совершил посадку в 23:50 10 июня,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 5
10,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 7
11,Совершил посадку в 23:59 10 июня,Совершил посадку в 23:59 10 июня,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 7
12,00:25,Санкт-Петербург,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
13,Совершил посадку в 00:12,Совершил посадку в 00:12,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
14,00:25,Салоники,,SU 2125Аэрофлот,D,
15,Отменен,Отменен,,SU 2125Аэрофлот,D,
16,00:35,Казань,,SU 1267Аэрофлот,B,ПрилетелВыдача багажа: лента 1
17,Совершил посадку в 00:14,Совершил посадку в 00:14,,SU 1267Аэрофлот,B,ПрилетелВыдача багажа: лента 1
