,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:55 26 мая,Санкт-Петербург,,DP 212Победа,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:15 27 мая,Совершил посадку в 00:15 27 мая,,DP 212Победа,ПрилетелВыдача багажа: лента А05
2,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
3,Совершил посадку в 23:45 26 мая,Совершил посадку в 23:45 26 мая,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
4,00:00,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 23:45 26 мая,Совершил посадку в 23:45 26 мая,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А04
6,00:00,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А05
7,Совершил посадку в 23:51 26 мая,Совершил посадку в 23:51 26 мая,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А05
8,00:00,Сыктывкар,,UT 376ЮТэйр,Нет актуальной информации о статусе
9,,,,UT 376ЮТэйр,Нет актуальной информации о статусе
10,00:05,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
11,Совершил посадку в 23:48 26 мая,Совершил посадку в 23:48 26 мая,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
12,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 00:09,Совершил посадку в 00:09,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
14,00:55,Ереван,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
15,Совершил посадку в 00:56,Совершил посадку в 00:56,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
16,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 02:45,Совершил посадку в 02:45,,DP 188Победа,ПрилетелВыдача багажа: лента А04
18,02:55,Душанбе,,UT 6804ЮТэйр,Нет актуальной информации о статусе
19,,,,UT 6804ЮТэйр,Нет актуальной информации о статусе
20,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
21,Совершил посадку в 03:14,Совершил посадку в 03:14,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
22,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А04
23,Совершил посадку в 05:18,Совершил посадку в 05:18,,DP 420Победа,ПрилетелВыдача багажа: лента А04
24,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
25,Совершил посадку в 05:23,Совершил посадку в 05:23,,DP 472Победа,ПрилетелВыдача багажа: лента А06
26,05:45,Мурманск,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 11:20,Совершил посадку в 11:20,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А05
28,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А05
29,Совершил посадку в 05:53,Совершил посадку в 05:53,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А05
30,06:05,Самара,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
31,Совершил посадку в 05:53,Совершил посадку в 05:53,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
32,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
33,Совершил посадку в 06:51,Совершил посадку в 06:51,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
34,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А07
35,Совершил посадку в 06:00,Совершил посадку в 06:00,,DP 434Победа,ПрилетелВыдача багажа: лента А07
36,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А08
37,Совершил посадку в 06:17,Совершил посадку в 06:17,,DP 414Победа,ПрилетелВыдача багажа: лента А08
38,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А04
39,Совершил посадку в 06:42,Совершил посадку в 06:42,,DP 496Победа,ПрилетелВыдача багажа: лента А04
40,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
41,Совершил посадку в 07:09,Совершил посадку в 07:09,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
42,07:00,Новосибирск,,DP 1444Победа,ПрилетелВыдача багажа: лента А06
43,Совершил посадку в 07:55,Совершил посадку в 07:55,,DP 1444Победа,ПрилетелВыдача багажа: лента А06
44,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
45,Совершил посадку в 06:59,Совершил посадку в 06:59,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
