,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:00,Минеральные Воды,,DP 170Победа,ПрилетелВыдача багажа: лента А08
1,Совершил посадку в 23:30 2 июля,Совершил посадку в 23:30 2 июля,,DP 170Победа,ПрилетелВыдача багажа: лента А08
2,00:00,Сыктывкар,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
3,Совершил посадку в 23:44 2 июля,Совершил посадку в 23:44 2 июля,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
4,00:00,Самара,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А08
5,Совершил посадку в 00:04,Совершил посадку в 00:04,,"UT 358, 7R 4358, TK 9007ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А08
6,00:05,Дубай,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А09
7,Совершил посадку в 23:47 2 июля,Совершил посадку в 23:47 2 июля,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А09
8,00:10,Бухара,,R3 9764Якутия,ПрилетелВыдача багажа: лента А10
9,Совершил посадку в 01:18,Совершил посадку в 01:18,,R3 9764Якутия,ПрилетелВыдача багажа: лента А10
10,00:15,Йошкар-Ола,,"7R 196, UT 4196РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
11,Совершил посадку в 23:58 2 июля,Совершил посадку в 23:58 2 июля,,"7R 196, UT 4196РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
12,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 00:10,Совершил посадку в 00:10,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
14,00:50,Геленджик,,7R 152РусЛайн,ПрилетелВыдача багажа: лента А04
15,Совершил посадку в 03:17,Совершил посадку в 03:17,,7R 152РусЛайн,ПрилетелВыдача багажа: лента А04
16,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
17,Совершил посадку в 01:15,Совершил посадку в 01:15,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
18,01:05,Анталья,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А11
19,Совершил посадку в 00:38,Совершил посадку в 00:38,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А11
20,01:25,Анталья,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А11
21,Совершил посадку в 01:21,Совершил посадку в 01:21,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А11
22,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
23,Совершил посадку в 01:24,Совершил посадку в 01:24,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
24,01:55,Грозный,,"UT 556, 7R 4556ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
25,Совершил посадку в 17:52 2 июля,Совершил посадку в 17:52 2 июля,,"UT 556, 7R 4556ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
26,02:25,Анталья,,TK 3136Turkish Airlines,ПрилетелВыдача багажа: лента А11
27,Совершил посадку в 02:02,Совершил посадку в 02:02,,TK 3136Turkish Airlines,ПрилетелВыдача багажа: лента А11
28,02:55,Анкара,,TK 7698AnadoluJet,ПрилетелВыдача багажа: лента А12
29,Совершил посадку в 02:41,Совершил посадку в 02:41,,TK 7698AnadoluJet,ПрилетелВыдача багажа: лента А12
30,03:05,Даламан,,TK 4007Turkish Airlines,ПрилетелВыдача багажа: лента А10
31,Совершил посадку в 02:36,Совершил посадку в 02:36,,TK 4007Turkish Airlines,ПрилетелВыдача багажа: лента А10
32,03:10,Монастир,,BJ 892Nouvelair Tunisie,Нет актуальной информации о статусе
33,,,,BJ 892Nouvelair Tunisie,Нет актуальной информации о статусе
34,03:15,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 02:59,Совершил посадку в 02:59,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
36,03:20,Анапа,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А05
37,Совершил посадку в 04:16,Совершил посадку в 04:16,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А05
38,03:40,Краснодар,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
39,Совершил посадку в 05:04,Совершил посадку в 05:04,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
40,04:30,Сочи,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А06
41,Совершил посадку в 04:04,Совершил посадку в 04:04,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А06
42,04:30,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
43,Совершил посадку в 04:21,Совершил посадку в 04:21,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
44,04:50,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А13
45,Совершил посадку в 04:23,Совершил посадку в 04:23,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А13
46,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А05
47,Совершил посадку в 05:12,Совершил посадку в 05:12,,DP 472Победа,ПрилетелВыдача багажа: лента А05
48,05:45,Мурманск,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
49,Совершил посадку в 05:14,Совершил посадку в 05:14,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
50,06:00,Кайо-Коко,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
51,Совершил посадку в 05:46,Совершил посадку в 05:46,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
52,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А07
53,Совершил посадку в 05:56,Совершил посадку в 05:56,,DP 414Победа,ПрилетелВыдача багажа: лента А07
54,06:20,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А04
55,Совершил посадку в 06:15,Совершил посадку в 06:15,,DP 434Победа,ПрилетелВыдача багажа: лента А04
56,06:20,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
57,Совершил посадку в 06:44,Совершил посадку в 06:44,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
58,06:30,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А08
59,Совершил посадку в 06:07,Совершил посадку в 06:07,,DP 406Победа,ПрилетелВыдача багажа: лента А08
60,06:40,Сочи,,DP 126Победа,ПрилетелВыдача багажа: лента А06
61,Совершил посадку в 06:17,Совершил посадку в 06:17,,DP 126Победа,ПрилетелВыдача багажа: лента А06
62,06:50,Кисони,,ZF 8808Azur Air,Нет актуальной информации о статусе
63,,,,ZF 8808Azur Air,Нет актуальной информации о статусе
64,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А05
65,Совершил посадку в 06:34,Совершил посадку в 06:34,,DP 496Победа,ПрилетелВыдача багажа: лента А05
66,07:05,Белгород,,7R 156РусЛайн,Нет актуальной информации о статусе
67,,,,7R 156РусЛайн,Нет актуальной информации о статусе
68,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А06
69,Совершил посадку в 06:56,Совершил посадку в 06:56,,DP 450Победа,ПрилетелВыдача багажа: лента А06
70,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А07
71,Совершил посадку в 06:49,Совершил посадку в 06:49,,DP 436Победа,ПрилетелВыдача багажа: лента А07
72,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А08
73,Совершил посадку в 07:00,Совершил посадку в 07:00,,DP 260Победа,ПрилетелВыдача багажа: лента А08
74,07:20,Красноярск,,DP 418Победа,ПрилетелВыдача багажа: лента А05
75,Совершил посадку в 08:14,Совершил посадку в 08:14,,DP 418Победа,ПрилетелВыдача багажа: лента А05
76,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
77,Совершил посадку в 07:11,Совершил посадку в 07:11,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
78,07:50,Курган,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
79,Совершил посадку в 07:25,Совершил посадку в 07:25,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
80,07:50,Саратов,,7R 480РусЛайн,Нет актуальной информации о статусе
81,,,,7R 480РусЛайн,Нет актуальной информации о статусе
82,07:55,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А07
83,Совершил посадку в 07:27,Совершил посадку в 07:27,,DP 404Победа,ПрилетелВыдача багажа: лента А07
84,07:55,Пенза,,7R 176РусЛайн,Нет актуальной информации о статусе
85,,,,7R 176РусЛайн,Нет актуальной информации о статусе
86,08:00,Тюмень,,"UT 454, TK 9000, 7R 4454ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
87,Совершил посадку в 08:27,Совершил посадку в 08:27,,"UT 454, TK 9000, 7R 4454ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
88,08:05,Красноярск,,"UT 572, TK 9027, 7R 4572ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
89,Совершил посадку в 08:03,Совершил посадку в 08:03,,"UT 572, TK 9027, 7R 4572ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
90,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А08
91,Совершил посадку в 07:40,Совершил посадку в 07:40,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А08
92,08:15,Сургут,,"UT 248, TK 9031, 7R 4248ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
93,Совершил посадку в 08:50,Совершил посадку в 08:50,,"UT 248, TK 9031, 7R 4248ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
94,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А04
95,Совершил посадку в 07:57,Совершил посадку в 07:57,,DP 204Победа,ПрилетелВыдача багажа: лента А04
96,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А08
97,Совершил посадку в 08:47,Совершил посадку в 08:47,,DP 446Победа,ПрилетелВыдача багажа: лента А08
98,08:25,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А05
99,Совершил посадку в 07:49,Совершил посадку в 07:49,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А05
100,08:40,Томск,,DP 464Победа,ПрилетелВыдача багажа: лента А07
101,Совершил посадку в 08:43,Совершил посадку в 08:43,,DP 464Победа,ПрилетелВыдача багажа: лента А07
102,08:50,Курск,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
103,Совершил посадку в 08:21,Совершил посадку в 08:21,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
104,08:50,Махачкала,,"UT 560, 7R 4560, TK 9160ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
105,Совершил посадку в 08:33,Совершил посадку в 08:33,,"UT 560, 7R 4560, TK 9160ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
106,09:00,Анапа,,R3 770Якутия,ПрилетелВыдача багажа: лента А04
107,Совершил посадку в 08:31,Совершил посадку в 08:31,,R3 770Якутия,ПрилетелВыдача багажа: лента А04
108,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А06
109,Совершил посадку в 08:38,Совершил посадку в 08:38,,DP 160Победа,ПрилетелВыдача багажа: лента А06
110,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А05
111,Совершил посадку в 09:15,Совершил посадку в 09:15,,DP 206Победа,ПрилетелВыдача багажа: лента А05
112,09:05,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А08
113,Совершил посадку в 09:34,Совершил посадку в 09:34,,DP 444Победа,ПрилетелВыдача багажа: лента А08
114,09:10,Ханты-Мансийск,,"UT 352, 7R 4352, TK 9013ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А08
115,Совершил посадку в 08:35,Совершил посадку в 08:35,,"UT 352, 7R 4352, TK 9013ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А08
116,09:15,Андижан,,ZF 5018Azur Air,ПрилетелВыдача багажа: лента А10
117,Совершил посадку в 09:05,Совершил посадку в 09:05,,ZF 5018Azur Air,ПрилетелВыдача багажа: лента А10
118,09:20,Иркутск,,DP 454Победа,ПрилетелВыдача багажа: лента А05
119,Совершил посадку в 08:56,Совершил посадку в 08:56,,DP 454Победа,ПрилетелВыдача багажа: лента А05
120,09:20,Псков,,A4 302Азимут,ПрилетелВыдача багажа: лента А04
121,Совершил посадку в 09:00,Совершил посадку в 09:00,,A4 302Азимут,ПрилетелВыдача багажа: лента А04
122,09:20,Горно-Алтайск,,DP 474Победа,ПрилетелВыдача багажа: лента А06
123,Совершил посадку в 09:21,Совершил посадку в 09:21,,DP 474Победа,ПрилетелВыдача багажа: лента А06
124,09:25,Ростов-на-Дону,,A4 201Азимут,ПрилетелВыдача багажа: лента А07
125,Совершил посадку в 09:08,Совершил посадку в 09:08,,A4 201Азимут,ПрилетелВыдача багажа: лента А07
126,09:25,Улан-Удэ,,DP 426Победа,ПрилетелВыдача багажа: лента А07
127,Совершил посадку в 09:19,Совершил посадку в 09:19,,DP 426Победа,ПрилетелВыдача багажа: лента А07
128,09:35,Санкт-Петербург,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
