,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:55 1 мая,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 00:19 2 мая,Совершил посадку в 00:19 2 мая,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
2,06:55 1 мая,Виктория,,SU 245Аэрофлот,D,ПрилетелВыдача багажа: лента 7
3,Совершил посадку в 06:19 2 мая,Совершил посадку в 06:19 2 мая,,SU 245Аэрофлот,D,ПрилетелВыдача багажа: лента 7
4,12:40 1 мая,Сочи,,FV 5510Россия,D,ПрилетелВыдача багажа: лента 1
5,Совершил посадку в 00:00 2 мая,Совершил посадку в 00:00 2 мая,,FV 5510Россия,D,ПрилетелВыдача багажа: лента 1
6,23:40 1 мая,Шарджа,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 00:34 2 мая,Совершил посадку в 00:34 2 мая,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 7
8,00:05 2 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
9,Совершил посадку в 23:37 1 мая,Совершил посадку в 23:37 1 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
10,00:05 2 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
11,Совершил посадку в 23:37 1 мая,Совершил посадку в 23:37 1 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
12,00:15 2 мая,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 23:40 1 мая,Совершил посадку в 23:40 1 мая,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
14,00:15 2 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 23:40 1 мая,Совершил посадку в 23:40 1 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
16,00:15 2 мая,Сочи,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 23:40 1 мая,Совершил посадку в 23:40 1 мая,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
18,00:20 2 мая,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 23:58 1 мая,Совершил посадку в 23:58 1 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
20,00:25 2 мая,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 5
21,Совершил посадку в 23:52 1 мая,Совершил посадку в 23:52 1 мая,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 5
22,00:25 2 мая,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 5
23,Совершил посадку в 23:52 1 мая,Совершил посадку в 23:52 1 мая,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 5
24,00:45,Барселона,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 6
25,Совершил посадку в 00:11,Совершил посадку в 00:11,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 6
26,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 5
27,Совершил посадку в 01:00,Совершил посадку в 01:00,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 5
28,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 5
29,Совершил посадку в 01:00,Совершил посадку в 01:00,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 5
30,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 4
31,Совершил посадку в 00:56,Совершил посадку в 00:56,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 4
32,01:10,Санкт-Петербург,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
33,Совершил посадку в 00:56,Совершил посадку в 00:56,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
34,01:15,Белград,,JU 7075Air Serbia,D,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 00:45,Совершил посадку в 00:45,,JU 7075Air Serbia,D,ПрилетелВыдача багажа: лента 6
36,01:15,Белград,,SU 2097Аэрофлот,D,ПрилетелВыдача багажа: лента 6
37,Совершил посадку в 00:45,Совершил посадку в 00:45,,SU 2097Аэрофлот,D,ПрилетелВыдача багажа: лента 6
38,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
39,Совершил посадку в 01:05,Совершил посадку в 01:05,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
40,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
