,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,11:10 28 мар,Нью-Йорк,,SU 103Аэрофлот,D,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 10:37 29 мар,Совершил посадку в 10:37 29 мар,,SU 103Аэрофлот,D,ПрилетелВыдача багажа: лента 9
2,14:15 28 мар,Владивосток,,SU 1773Аэрофлот,B,
3,Отменен,Отменен,,SU 1773Аэрофлот,B,
4,20:25 28 мар,Краснодар,,SU 1105Аэрофлот,B,ПрилетелВыдача багажа: лента 1
5,Совершил посадку в 03:13 29 мар,Совершил посадку в 03:13 29 мар,,SU 1105Аэрофлот,B,ПрилетелВыдача багажа: лента 1
6,00:05 29 мар,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
7,Совершил посадку в 23:45 28 мар,Совершил посадку в 23:45 28 мар,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
8,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
9,,,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
10,00:15 29 мар,Сочи,,SU 1741Аэрофлот,B,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 23:49 28 мар,Совершил посадку в 23:49 28 мар,,SU 1741Аэрофлот,B,ПрилетелВыдача багажа: лента 2
12,00:20,Челябинск,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
13,,,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
14,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
15,Совершил посадку в 00:54,Совершил посадку в 00:54,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
16,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 6
17,Совершил посадку в 00:37,Совершил посадку в 00:37,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 6
18,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
19,Совершил посадку в 00:50,Совершил посадку в 00:50,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
20,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 2
21,Совершил посадку в 00:59,Совершил посадку в 00:59,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 2
22,01:20,Сочи,,FV 5508Россия,D,ПрилетелВыдача багажа: лента 1
23,Совершил посадку в 01:18,Совершил посадку в 01:18,,FV 5508Россия,D,ПрилетелВыдача багажа: лента 1
24,01:30,Амстердам,,KL 905KLM,D,Нет актуальной информации о статусе
25,,,,KL 905KLM,D,Нет актуальной информации о статусе
26,01:45,Анталья,,N4 1880Nordwind,D,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 02:12,Совершил посадку в 02:12,,N4 1880Nordwind,D,ПрилетелВыдача багажа: лента 8
28,03:45,Стокгольм,,SU 7169Аэрофлот,D,ПрилетелВыдача багажа: лента 7
29,Совершил посадку в 02:51,Совершил посадку в 02:51,,SU 7169Аэрофлот,D,ПрилетелВыдача багажа: лента 7
30,04:05,Стамбул,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 7
31,Совершил посадку в 03:43,Совершил посадку в 03:43,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 7
32,04:20,Ижевск,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
33,,,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
34,04:35,Сыктывкар,,"FV 6410, SU 6410Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
35,Совершил посадку в 04:11,Совершил посадку в 04:11,,"FV 6410, SU 6410Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
