,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 17 мая,Санкт-Петербург,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 01:20 18 мая,Совершил посадку в 01:20 18 мая,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 9
2,00:00 18 мая,Белгород,,WZ 1082Red Wings,ПрилетелВыдача багажа: лента 10
3,Совершил посадку в 23:31 17 мая,Совершил посадку в 23:31 17 мая,,WZ 1082Red Wings,ПрилетелВыдача багажа: лента 10
4,00:00,Сочи,,ZF 8408Azur Air,ПрилетелВыдача багажа: лента 9
5,Совершил посадку в 00:16,Совершил посадку в 00:16,,ZF 8408Azur Air,ПрилетелВыдача багажа: лента 9
6,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
7,Совершил посадку в 00:30,Совершил посадку в 00:30,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
8,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
9,Совершил посадку в 01:25,Совершил посадку в 01:25,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
10,01:55,Сочи,,ZF 348Azur Air,ПрилетелВыдача багажа: лента 9
11,Совершил посадку в 01:55,Совершил посадку в 01:55,,ZF 348Azur Air,ПрилетелВыдача багажа: лента 9
12,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 10
13,Совершил посадку в 02:18,Совершил посадку в 02:18,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 10
14,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 8
15,Совершил посадку в 03:13,Совершил посадку в 03:13,,DP 403Победа,ПрилетелВыдача багажа: лента 8
16,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 03:41,Совершил посадку в 03:41,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 9
18,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 03:41,Совершил посадку в 03:41,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 9
20,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 10
21,Совершил посадку в 04:00,Совершил посадку в 04:00,,DP 405Победа,ПрилетелВыдача багажа: лента 10
22,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 04:32,Совершил посадку в 04:32,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 8
24,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 04:58,Совершил посадку в 04:58,,DP 515Победа,ПрилетелВыдача багажа: лента 9
26,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
27,Совершил посадку в 04:47,Совершил посадку в 04:47,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
28,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 8
29,Совершил посадку в 04:49,Совершил посадку в 04:49,,DP 339Победа,ПрилетелВыдача багажа: лента 8
30,05:05,Сочи,,N4 142Nordwind,ПрилетелВыдача багажа: лента 8
31,Совершил посадку в 04:56,Совершил посадку в 04:56,,N4 142Nordwind,ПрилетелВыдача багажа: лента 8
32,05:20,Москва,,"S7 1171, EK 7863, EY 8718, B2 171S7 Airlines, Emirates, Etihad Airways, Белавиа",ПрилетелВыдача багажа: лента 10
33,Совершил посадку в 04:53,Совершил посадку в 04:53,,"S7 1171, EK 7863, EY 8718, B2 171S7 Airlines, Emirates, Etihad Airways, Белавиа",ПрилетелВыдача багажа: лента 10
34,05:20,Симферополь,,EO 132Pegas Fly,ПрилетелВыдача багажа: лента 10
35,Совершил посадку в 05:12,Совершил посадку в 05:12,,EO 132Pegas Fly,ПрилетелВыдача багажа: лента 10
36,05:20,Симферополь,,N4 132Nordwind,ПрилетелВыдача багажа: лента 10
37,Совершил посадку в 05:12,Совершил посадку в 05:12,,N4 132Nordwind,ПрилетелВыдача багажа: лента 10
38,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 9
39,Совершил посадку в 06:30,Совершил посадку в 06:30,,DP 564Победа,ПрилетелВыдача багажа: лента 9
40,06:25,Москва,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 10
41,Совершил посадку в 05:56,Совершил посадку в 05:56,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 10
42,06:45,Ханты-Мансийск,,WZ 1006Red Wings,ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 06:08,Совершил посадку в 06:08,,WZ 1006Red Wings,ПрилетелВыдача багажа: лента 9
44,06:50,Москва,,4G 909Газпромавиа,ПрилетелВыдача багажа: лента 8
45,Совершил посадку в 06:34,Совершил посадку в 06:34,,4G 909Газпромавиа,ПрилетелВыдача багажа: лента 8
46,07:00,Москва,,4G 419Газпромавиа,ПрилетелВыдача багажа: лента 10
47,Совершил посадку в 06:49,Совершил посадку в 06:49,,4G 419Газпромавиа,ПрилетелВыдача багажа: лента 10
48,09:05,Симферополь,,WZ 727Red Wings,ПрилетелВыдача багажа: лента 8
49,Совершил посадку в 08:36,Совершил посадку в 08:36,,WZ 727Red Wings,ПрилетелВыдача багажа: лента 8
50,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
51,Совершил посадку в 10:05,Совершил посадку в 10:05,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
52,10:30,Барнаул,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
53,Совершил посадку в 10:00,Совершил посадку в 10:00,,WZ 1076Red Wings,ПрилетелВыдача багажа: лента 9
54,11:10,Москва,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
55,Совершил посадку в 10:47,Совершил посадку в 10:47,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
56,12:10,Надым,,YC 212Ямал,ПрилетелВыдача багажа: лента 9
57,Совершил посадку в 11:54,Совершил посадку в 11:54,,YC 212Ямал,ПрилетелВыдача багажа: лента 9
58,12:10,Чита,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 8
59,Совершил посадку в 12:31,Совершил посадку в 12:31,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 8
60,12:20,Москва,,DP 407Победа,ПрилетелВыдача багажа: лента 10
61,Совершил посадку в 12:36,Совершил посадку в 12:36,,DP 407Победа,ПрилетелВыдача багажа: лента 10
62,13:00,Горно-Алтайск,,CIG 9831Сириус Аэро,Прилетел
63,Совершил посадку в 13:03,Совершил посадку в 13:03,,CIG 9831Сириус Аэро,Прилетел
64,13:00,Владивосток,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 8
65,Совершил посадку в 13:06,Совершил посадку в 13:06,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 8
66,13:05,Норильск,,Y7 917Нордстар,ПрилетелВыдача багажа: лента 9
67,Совершил посадку в 12:49,Совершил посадку в 12:49,,Y7 917Нордстар,ПрилетелВыдача багажа: лента 9
68,13:10,Надым,,4G 312Газпромавиа,ПрилетелВыдача багажа: лента 10
69,Совершил посадку в 12:52,Совершил посадку в 12:52,,4G 312Газпромавиа,ПрилетелВыдача багажа: лента 10
70,13:25,Урай,,UT 261ЮТэйр,ПрилетелВыдача багажа: лента 7
71,Совершил посадку в 12:59,Совершил посадку в 12:59,,UT 261ЮТэйр,ПрилетелВыдача багажа: лента 7
72,13:40,Сочи,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 8
73,Совершил посадку в 13:32,Совершил посадку в 13:32,,U6 220Уральские авиалинии,ПрилетелВыдача багажа: лента 8
74,13:55,Москва,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
75,Совершил посадку в 13:30,Совершил посадку в 13:30,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
76,14:00,Благовещенск,,U6 300Уральские авиалинии,ПрилетелВыдача багажа: лента 10
77,Совершил посадку в 13:41,Совершил посадку в 13:41,,U6 300Уральские авиалинии,ПрилетелВыдача багажа: лента 10
78,14:05,Ямбург,,4G 314Газпромавиа,ПрилетелВыдача багажа: лента 8
79,Совершил посадку в 13:48,Совершил посадку в 13:48,,4G 314Газпромавиа,ПрилетелВыдача багажа: лента 8
80,14:15,Москва,,U6 261Уральские авиалинии,ПрилетелВыдача багажа: лента 9
81,Совершил посадку в 14:12,Совершил посадку в 14:12,,U6 261Уральские авиалинии,ПрилетелВыдача багажа: лента 9
82,14:40,Самара,,UT 282ЮТэйр,ПрилетелВыдача багажа: лента 7
