,Время,Направление,Unnamed: 2,Рейс,Статус
0,22:40 12 июня,Омск,,WZ 1072Red Wings,ПрилетелВыдача багажа: лента 10
1,Совершил посадку в 00:47 13 июня,Совершил посадку в 00:47 13 июня,,WZ 1072Red Wings,ПрилетелВыдача багажа: лента 10
2,00:05,Анапа,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 23:45 12 июня,Совершил посадку в 23:45 12 июня,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 9
4,00:30,Анталья,,N4 1842Nordwind,Нет актуальной информации о статусе
5,,,,N4 1842Nordwind,Нет актуальной информации о статусе
6,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
7,Совершил посадку в 00:30,Совершил посадку в 00:30,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
8,01:55,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 7
9,Совершил посадку в 01:23,Совершил посадку в 01:23,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 7
10,02:10,Геленджик,,WZ 1058Red Wings,
11,Отменен,Отменен,,WZ 1058Red Wings,
12,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 9
13,Совершил посадку в 03:12,Совершил посадку в 03:12,,DP 403Победа,ПрилетелВыдача багажа: лента 9
14,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 10
15,Совершил посадку в 03:15,Совершил посадку в 03:15,,DP 6541Победа,ПрилетелВыдача багажа: лента 10
16,03:35,Симферополь,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 7
17,Совершил посадку в 03:31,Совершил посадку в 03:31,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 7
18,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 8
