,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
222,12:00,Сочи,,SU 1121Аэрофлот,B,ПрилетелВыдача багажа: лента 1
223,Совершил посадку в 11:47,Совершил посадку в 11:47,,SU 1121Аэрофлот,B,ПрилетелВыдача багажа: лента 1
224,12:00,Сочи,,JU 7089Air Serbia,B,ПрилетелВыдача багажа: лента 1
225,Совершил посадку в 11:47,Совершил посадку в 11:47,,JU 7089Air Serbia,B,ПрилетелВыдача багажа: лента 1
226,12:05,Красноярск,,SU 1483Аэрофлот,B,ПрилетелВыдача багажа: лента 6
227,Совершил посадку в 11:50,Совершил посадку в 11:50,,SU 1483Аэрофлот,B,ПрилетелВыдача багажа: лента 6
228,12:10,Санкт-Петербург,,SU 11Аэрофлот,B,ПрилетелВыдача багажа: лента 2
229,Совершил посадку в 11:52,Совершил посадку в 11:52,,SU 11Аэрофлот,B,ПрилетелВыдача багажа: лента 2
230,12:20,Воронеж,,"FV 6466, SU 6466Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
231,Совершил посадку в 12:04,Совершил посадку в 12:04,,"FV 6466, SU 6466Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
232,12:20,Воронеж,,SU 1351Аэрофлот,B,Нет актуальной информации о статусе
233,,,,SU 1351Аэрофлот,B,Нет актуальной информации о статусе
234,12:25,Казань,,SU 1269Аэрофлот,B,ПрилетелВыдача багажа: лента 2
235,Совершил посадку в 12:13,Совершил посадку в 12:13,,SU 1269Аэрофлот,B,ПрилетелВыдача багажа: лента 2
236,12:25,Южно-Сахалинск,,"FV 6284, SU 6284Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
237,Совершил посадку в 12:15,Совершил посадку в 12:15,,"FV 6284, SU 6284Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
238,12:30,Ростов-на-Дону,,SU 1159Аэрофлот,B,ПрилетелВыдача багажа: лента 3
239,Совершил посадку в 12:05,Совершил посадку в 12:05,,SU 1159Аэрофлот,B,ПрилетелВыдача багажа: лента 3
240,12:30,Хабаровск,,"FV 6288, SU 6288Россия, Аэрофлот",B,
241,Отменен,Отменен,,"FV 6288, SU 6288Россия, Аэрофлот",B,
242,12:35,Пермь,,SU 1201Аэрофлот,B,ПрилетелВыдача багажа: лента 1
243,Совершил посадку в 12:25,Совершил посадку в 12:25,,SU 1201Аэрофлот,B,ПрилетелВыдача багажа: лента 1
244,12:40,Екатеринбург,,SU 1411Аэрофлот,B,ПрилетелВыдача багажа: лента 2
245,Совершил посадку в 12:21,Совершил посадку в 12:21,,SU 1411Аэрофлот,B,ПрилетелВыдача багажа: лента 2
246,12:40,Петропавловск-Камчатский,,SU 1731Аэрофлот,B,ПрилетелВыдача багажа: лента 5
247,Совершил посадку в 12:34,Совершил посадку в 12:34,,SU 1731Аэрофлот,B,ПрилетелВыдача багажа: лента 5
248,12:45,Ижевск,,"FV 6378, SU 6378Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
249,Совершил посадку в 12:19,Совершил посадку в 12:19,,"FV 6378, SU 6378Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
250,12:45,Челябинск,,"FV 6258, SU 6258Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
251,Совершил посадку в 12:27,Совершил посадку в 12:27,,"FV 6258, SU 6258Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
252,12:45,Челябинск,,SU 1421Аэрофлот,B,Нет актуальной информации о статусе
253,,,,SU 1421Аэрофлот,B,Нет актуальной информации о статусе
254,12:50,Уфа,,SU 1439Аэрофлот,B,ПрилетелВыдача багажа: лента 3
255,Совершил посадку в 12:23,Совершил посадку в 12:23,,SU 1439Аэрофлот,B,ПрилетелВыдача багажа: лента 3
256,12:55,Краснодар,,SU 1285Аэрофлот,B,ПрилетелВыдача багажа: лента 4
