,Время,Направление,Unnamed: 2,Рейс,Статус
0,12:55 11 апр,Якутск,,"S7 3006, QR 5772S7 Airlines, Qatar Airways",Прилетел
1,Совершил посадку в 09:00 12 апр,Совершил посадку в 09:00 12 апр,,"S7 3006, QR 5772S7 Airlines, Qatar Airways",Прилетел
2,20:50 11 апр,Сочи,,IO 606ИрАэро,Прилетел
3,Совершил посадку в 00:11 12 апр,Совершил посадку в 00:11 12 апр,,IO 606ИрАэро,Прилетел
4,23:15 11 апр,Краснодар,,U6 9440Уральские авиалинии,Прилетел
5,Совершил посадку в 00:07 12 апр,Совершил посадку в 00:07 12 апр,,U6 9440Уральские авиалинии,Прилетел
6,23:40 11 апр,Симферополь,,U6 2842Уральские авиалинии,Прилетел
7,Совершил посадку в 00:33 12 апр,Совершил посадку в 00:33 12 апр,,U6 2842Уральские авиалинии,Прилетел
8,23:55 11 апр,Санкт-Петербург,,"S7 1020, EK 7816, A3 3522S7 Airlines, Emirates, Aegean Airlines",Прилетел
9,Совершил посадку в 00:12 12 апр,Совершил посадку в 00:12 12 апр,,"S7 1020, EK 7816, A3 3522S7 Airlines, Emirates, Aegean Airlines",Прилетел
10,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
11,Совершил посадку в 00:07,Совершил посадку в 00:07,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
12,00:45,Сочи,,S7 2064S7 Airlines,Прилетел
13,Совершил посадку в 00:42,Совершил посадку в 00:42,,S7 2064S7 Airlines,Прилетел
14,01:45,Франкфурт-на-Майне,,LH 1452Lufthansa,Прилетел
15,Совершил посадку в 01:43,Совершил посадку в 01:43,,LH 1452Lufthansa,Прилетел
16,05:20,Екатеринбург,,WZ 422Red Wings,
17,Отменен,Отменен,,WZ 422Red Wings,
18,05:30,Уфа,,"S7 1132, TP 8151, SQ 1924, LY 8914, EY 8728, EK 7864, AT 9022S7 Airlines, Tap, Singapore Airlines, El Al, Etihad Airways, Emirates, Royal Air Maroc",Прилетел
19,Совершил посадку в 05:11,Совершил посадку в 05:11,,"S7 1132, TP 8151, SQ 1924, LY 8914, EY 8728, EK 7864, AT 9022S7 Airlines, Tap, Singapore Airlines, El Al, Etihad Airways, Emirates, Royal Air Maroc",Прилетел
20,05:35,Новосибирск,,6R 543Алроса,Прилетел
21,Совершил посадку в 05:37,Совершил посадку в 05:37,,6R 543Алроса,Прилетел
22,06:15,Нижний Новгород,,"S7 1100, A3 3556, EY 8630S7 Airlines, Aegean Airlines, Etihad Airways",Прилетел
23,Совершил посадку в 05:54,Совершил посадку в 05:54,,"S7 1100, A3 3556, EY 8630S7 Airlines, Aegean Airlines, Etihad Airways",Прилетел
