,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 5 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 23:33 4 мая,Совершил посадку в 23:33 4 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
2,00:05 5 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
3,Совершил посадку в 23:33 4 мая,Совершил посадку в 23:33 4 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
4,00:15 5 мая,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 1
5,Совершил посадку в 23:38 4 мая,Совершил посадку в 23:38 4 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 1
6,00:15 5 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 23:38 4 мая,Совершил посадку в 23:38 4 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
8,00:20 5 мая,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:54 4 мая,Совершил посадку в 23:54 4 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
10,00:25,Санкт-Петербург,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 00:02,Совершил посадку в 00:02,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 4
12,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 00:02,Совершил посадку в 00:02,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
14,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 00:02,Совершил посадку в 00:02,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
16,00:30,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 1
17,Совершил посадку в 00:06,Совершил посадку в 00:06,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 1
18,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
19,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
20,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 5
21,Совершил посадку в 00:35,Совершил посадку в 00:35,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 5
22,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 5
23,Совершил посадку в 00:35,Совершил посадку в 00:35,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 5
24,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
25,Совершил посадку в 01:14,Совершил посадку в 01:14,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
26,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 01:14,Совершил посадку в 01:14,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
28,02:20,Кисони,,RL 7600Royal Flight,D,Нет актуальной информации о статусе
29,,,,RL 7600Royal Flight,D,Нет актуальной информации о статусе
30,04:05,Ижевск,,SU 1775Аэрофлот,B,ПрилетелВыдача багажа: лента 6
31,Совершил посадку в 03:35,Совершил посадку в 03:35,,SU 1775Аэрофлот,B,ПрилетелВыдача багажа: лента 6
32,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
33,Совершил посадку в 04:11,Совершил посадку в 04:11,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
34,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
35,Совершил посадку в 04:26,Совершил посадку в 04:26,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
36,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
37,Совершил посадку в 04:26,Совершил посадку в 04:26,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
38,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 2
39,Совершил посадку в 04:31,Совершил посадку в 04:31,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 2
40,05:10,Мурманск,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
41,Совершил посадку в 05:07,Совершил посадку в 05:07,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
42,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
43,Совершил посадку в 05:07,Совершил посадку в 05:07,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
44,05:45,Екатеринбург,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 6
45,Совершил посадку в 05:35,Совершил посадку в 05:35,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 6
46,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 6
47,Совершил посадку в 05:35,Совершил посадку в 05:35,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 6
48,05:50,Уфа,,KL 2888KLM,B,ПрилетелВыдача багажа: лента 4
49,Совершил посадку в 05:33,Совершил посадку в 05:33,,KL 2888KLM,B,ПрилетелВыдача багажа: лента 4
50,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
51,Совершил посадку в 05:33,Совершил посадку в 05:33,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
52,06:05,Калининград,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 5
53,Совершил посадку в 05:28,Совершил посадку в 05:28,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 5
54,06:05,Калининград,,KL 2914KLM,B,ПрилетелВыдача багажа: лента 5
55,Совершил посадку в 05:28,Совершил посадку в 05:28,,KL 2914KLM,B,ПрилетелВыдача багажа: лента 5
56,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 05:37,Совершил посадку в 05:37,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
58,06:05,Оренбург,,KL 3256KLM,B,ПрилетелВыдача багажа: лента 2
59,Совершил посадку в 05:37,Совершил посадку в 05:37,,KL 3256KLM,B,ПрилетелВыдача багажа: лента 2
60,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
61,Совершил посадку в 05:40,Совершил посадку в 05:40,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
62,06:10,Новосибирск,,KL 3226KLM,B,ПрилетелВыдача багажа: лента 4
63,Совершил посадку в 05:47,Совершил посадку в 05:47,,KL 3226KLM,B,ПрилетелВыдача багажа: лента 4
64,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 4
65,Совершил посадку в 05:47,Совершил посадку в 05:47,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 4
66,06:15,Нижний Новгород,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
67,Совершил посадку в 05:42,Совершил посадку в 05:42,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
68,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 6
69,Совершил посадку в 06:02,Совершил посадку в 06:02,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 6
70,06:15,Сургут,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 6
71,Совершил посадку в 06:02,Совершил посадку в 06:02,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 6
72,06:20,Тюмень,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
73,Совершил посадку в 05:51,Совершил посадку в 05:51,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
74,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 2
75,Совершил посадку в 06:03,Совершил посадку в 06:03,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 2
76,06:30,Омск,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 3
77,Совершил посадку в 06:00,Совершил посадку в 06:00,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 3
78,06:30,Омск,,"KL 2947, JU 7012KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
79,Совершил посадку в 06:00,Совершил посадку в 06:00,,"KL 2947, JU 7012KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
80,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
81,Совершил посадку в 06:08,Совершил посадку в 06:08,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
82,06:35,Майами,,SU 111Аэрофлот,D,ПрилетелВыдача багажа: лента 8
83,Совершил посадку в 06:24,Совершил посадку в 06:24,,SU 111Аэрофлот,D,ПрилетелВыдача багажа: лента 8
84,06:40,Пермь,,KL 3259KLM,B,ПрилетелВыдача багажа: лента 4
85,Совершил посадку в 06:31,Совершил посадку в 06:31,,KL 3259KLM,B,ПрилетелВыдача багажа: лента 4
86,06:40,Пермь,,SU 1395Аэрофлот,B,ПрилетелВыдача багажа: лента 4
87,Совершил посадку в 06:31,Совершил посадку в 06:31,,SU 1395Аэрофлот,B,ПрилетелВыдача багажа: лента 4
88,06:45,Нижнекамск,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
89,Совершил посадку в 06:34,Совершил посадку в 06:34,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
90,06:55,Ереван,,SU 1867Аэрофлот,D,ПрилетелВыдача багажа: лента 7
91,Совершил посадку в 06:27,Совершил посадку в 06:27,,SU 1867Аэрофлот,D,ПрилетелВыдача багажа: лента 7
92,06:55,Ульяновск,,SU 1289Аэрофлот,B,ПрилетелВыдача багажа: лента 3
93,Совершил посадку в 06:38,Совершил посадку в 06:38,,SU 1289Аэрофлот,B,ПрилетелВыдача багажа: лента 3
