,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:05 5 июня,Махачкала,,"UT 448, 7R 4448ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
1,Совершил посадку в 00:33 6 июня,Совершил посадку в 00:33 6 июня,,"UT 448, 7R 4448ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
2,23:55 5 июня,Киров,,DP 276Победа,ПрилетелВыдача багажа: лента А08
3,Совершил посадку в 00:01 6 июня,Совершил посадку в 00:01 6 июня,,DP 276Победа,ПрилетелВыдача багажа: лента А08
4,00:00,Сыктывкар,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 23:24 5 июня,Совершил посадку в 23:24 5 июня,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А04
6,00:00,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А04
7,Совершил посадку в 23:24 5 июня,Совершил посадку в 23:24 5 июня,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А04
8,00:00,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
9,Совершил посадку в 23:38 5 июня,Совершил посадку в 23:38 5 июня,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
10,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
11,Совершил посадку в 23:38 5 июня,Совершил посадку в 23:38 5 июня,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
12,00:05,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А11
13,Совершил посадку в 00:09,Совершил посадку в 00:09,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А11
14,00:15,Анталья,,EO 1818Pegas Fly,Нет актуальной информации о статусе
15,,,,EO 1818Pegas Fly,Нет актуальной информации о статусе
16,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 00:12,Совершил посадку в 00:12,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
18,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
19,Совершил посадку в 00:34,Совершил посадку в 00:34,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
20,01:00,Бухара,,F7 6116I Fly,ПрилетелВыдача багажа: лента А10
21,Совершил посадку в 02:21,Совершил посадку в 02:21,,F7 6116I Fly,ПрилетелВыдача багажа: лента А10
22,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",Нет актуальной информации о статусе
23,,,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",Нет актуальной информации о статусе
24,02:55,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А05
25,Совершил посадку в 02:55,Совершил посадку в 02:55,,DP 188Победа,ПрилетелВыдача багажа: лента А05
26,03:20,Анапа,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А04
27,Совершил посадку в 03:02,Совершил посадку в 03:02,,UT 458ЮТэйр,ПрилетелВыдача багажа: лента А04
28,03:40,Краснодар,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
29,Совершил посадку в 03:29,Совершил посадку в 03:29,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
30,04:10,Монастир,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
31,,,,BJ 888Nouvelair Tunisie,Нет актуальной информации о статусе
32,04:30,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
33,Совершил посадку в 04:05,Совершил посадку в 04:05,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
34,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 05:08,Совершил посадку в 05:08,,DP 420Победа,ПрилетелВыдача багажа: лента А05
36,05:25,Монастир,,BJ 832Nouvelair Tunisie,Нет актуальной информации о статусе
37,,,,BJ 832Nouvelair Tunisie,Нет актуальной информации о статусе
38,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
39,Совершил посадку в 05:14,Совершил посадку в 05:14,,DP 472Победа,ПрилетелВыдача багажа: лента А06
40,06:10,Канкун,,ZF 112Azur Air,ПрилетелВыдача багажа: лента А10
41,Совершил посадку в 06:21,Совершил посадку в 06:21,,ZF 112Azur Air,ПрилетелВыдача багажа: лента А10
42,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
43,Совершил посадку в 06:26,Совершил посадку в 06:26,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
44,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
45,Совершил посадку в 05:51,Совершил посадку в 05:51,,DP 434Победа,ПрилетелВыдача багажа: лента А05
46,06:30,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А06
47,Совершил посадку в 06:00,Совершил посадку в 06:00,,DP 406Победа,ПрилетелВыдача багажа: лента А06
48,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А04
49,Совершил посадку в 06:28,Совершил посадку в 06:28,,DP 496Победа,ПрилетелВыдача багажа: лента А04
50,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А05
51,Совершил посадку в 06:49,Совершил посадку в 06:49,,DP 450Победа,ПрилетелВыдача багажа: лента А05
52,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А07
53,Совершил посадку в 06:44,Совершил посадку в 06:44,,DP 436Победа,ПрилетелВыдача багажа: лента А07
54,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
55,Совершил посадку в 07:06,Совершил посадку в 07:06,,DP 260Победа,ПрилетелВыдача багажа: лента А06
56,07:20,Ташкент,,HY 3611Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
57,Совершил посадку в 07:21,Совершил посадку в 07:21,,HY 3611Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
58,07:20,Красноярск,,DP 418Победа,ПрилетелВыдача багажа: лента А06
59,Совершил посадку в 07:48,Совершил посадку в 07:48,,DP 418Победа,ПрилетелВыдача багажа: лента А06
60,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
61,Совершил посадку в 07:16,Совершил посадку в 07:16,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
62,07:35,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А05
63,Совершил посадку в 07:31,Совершил посадку в 07:31,,DP 414Победа,ПрилетелВыдача багажа: лента А05
64,07:50,Курган,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
65,Совершил посадку в 07:38,Совершил посадку в 07:38,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
66,07:50,Курган,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
67,Совершил посадку в 07:38,Совершил посадку в 07:38,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
68,07:55,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А08
69,Совершил посадку в 07:36,Совершил посадку в 07:36,,DP 404Победа,ПрилетелВыдача багажа: лента А08
70,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А06
71,Совершил посадку в 07:56,Совершил посадку в 07:56,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А06
72,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
73,Совершил посадку в 07:56,Совершил посадку в 07:56,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
74,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
75,Совершил посадку в 09:28,Совершил посадку в 09:28,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
76,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А06
77,Совершил посадку в 09:28,Совершил посадку в 09:28,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А06
78,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
79,Совершил посадку в 07:44,Совершил посадку в 07:44,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
80,08:10,Уфа,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
81,Совершил посадку в 07:58,Совершил посадку в 07:58,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
82,08:10,Уфа,,TK 9049Turkish Airlines,ПрилетелВыдача багажа: лента А07
83,Совершил посадку в 07:58,Совершил посадку в 07:58,,TK 9049Turkish Airlines,ПрилетелВыдача багажа: лента А07
84,08:15,Сургут,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
85,Совершил посадку в 08:12,Совершил посадку в 08:12,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
86,08:15,Сургут,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А06
87,Совершил посадку в 08:12,Совершил посадку в 08:12,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А06
88,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А07
89,Совершил посадку в 08:15,Совершил посадку в 08:15,,DP 204Победа,ПрилетелВыдача багажа: лента А07
90,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А08
91,Совершил посадку в 08:19,Совершил посадку в 08:19,,DP 446Победа,ПрилетелВыдача багажа: лента А08
92,08:50,Махачкала,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
93,Совершил посадку в 08:30,Совершил посадку в 08:30,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
94,08:50,Махачкала,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А04
95,Совершил посадку в 08:30,Совершил посадку в 08:30,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А04
96,08:55,Псков,,A4 302Азимут,ПрилетелВыдача багажа: лента А07
97,Совершил посадку в 08:42,Совершил посадку в 08:42,,A4 302Азимут,ПрилетелВыдача багажа: лента А07
98,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А05
99,Совершил посадку в 08:48,Совершил посадку в 08:48,,DP 160Победа,ПрилетелВыдача багажа: лента А05
100,09:05,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А06
101,Совершил посадку в 08:44,Совершил посадку в 08:44,,DP 444Победа,ПрилетелВыдача багажа: лента А06
102,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А04
103,Совершил посадку в 08:50,Совершил посадку в 08:50,,DP 206Победа,ПрилетелВыдача багажа: лента А04
104,09:10,Ханты-Мансийск,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А05
105,Совершил посадку в 08:35,Совершил посадку в 08:35,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А05
106,09:10,Ханты-Мансийск,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
107,Совершил посадку в 08:35,Совершил посадку в 08:35,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
108,09:20,Иркутск,,DP 454Победа,ПрилетелВыдача багажа: лента А06
109,Совершил посадку в 08:57,Совершил посадку в 08:57,,DP 454Победа,ПрилетелВыдача багажа: лента А06
110,09:25,Ростов-на-Дону,,A4 201Азимут,ПрилетелВыдача багажа: лента А05
111,Совершил посадку в 09:05,Совершил посадку в 09:05,,A4 201Азимут,ПрилетелВыдача багажа: лента А05
112,09:30,Тегеран,,W5 84Mahan Airlines,Нет актуальной информации о статусе
113,,,,W5 84Mahan Airlines,Нет актуальной информации о статусе
114,09:35,Санкт-Петербург,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А07
115,Совершил посадку в 09:19,Совершил посадку в 09:19,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А07
116,09:40,Санкт-Петербург,,"UT 490, 7R 4490ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
117,Совершил посадку в 09:15,Совершил посадку в 09:15,,"UT 490, 7R 4490ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
118,09:40,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
119,Совершил посадку в 09:31,Совершил посадку в 09:31,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
120,09:40,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А04
121,Совершил посадку в 09:31,Совершил посадку в 09:31,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А04
122,09:50,Когалым,,TK 9021Turkish Airlines,ПрилетелВыдача багажа: лента А08
123,Совершил посадку в 09:12,Совершил посадку в 09:12,,TK 9021Turkish Airlines,ПрилетелВыдача багажа: лента А08
124,09:50,Когалым,,UT 446ЮТэйр,ПрилетелВыдача багажа: лента А08
125,Совершил посадку в 09:12,Совершил посадку в 09:12,,UT 446ЮТэйр,ПрилетелВыдача багажа: лента А08
126,09:50,Минеральные Воды,,UT 324ЮТэйр,ПрилетелВыдача багажа: лента А05
127,Совершил посадку в 09:26,Совершил посадку в 09:26,,UT 324ЮТэйр,ПрилетелВыдача багажа: лента А05
128,09:55,Новый Уренгой,,UT 242ЮТэйр,ПрилетелВыдача багажа: лента А06
129,Совершил посадку в 09:23,Совершил посадку в 09:23,,UT 242ЮТэйр,ПрилетелВыдача багажа: лента А06
130,10:00,Анапа,,DP 148Победа,ПрилетелВыдача багажа: лента А07
131,Совершил посадку в 09:50,Совершил посадку в 09:50,,DP 148Победа,ПрилетелВыдача багажа: лента А07
132,10:05,Курск,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
133,Совершил посадку в 09:46,Совершил посадку в 09:46,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
134,10:10,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
135,Совершил посадку в 09:42,Совершил посадку в 09:42,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
136,10:10,Анапа,,UT 500ЮТэйр,ПрилетелВыдача багажа: лента А08
137,Совершил посадку в 09:55,Совершил посадку в 09:55,,UT 500ЮТэйр,ПрилетелВыдача багажа: лента А08
138,10:20,Ташкент,,HY 3603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
139,Совершил посадку в 10:11,Совершил посадку в 10:11,,HY 3603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
140,10:35,Санкт-Петербург,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
141,Совершил посадку в 10:23,Совершил посадку в 10:23,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
142,10:50,Якутск,,R3 473Якутия,ПрилетелВыдача багажа: лента А06
143,Совершил посадку в 10:30,Совершил посадку в 10:30,,R3 473Якутия,ПрилетелВыдача багажа: лента А06
144,11:05,Сочи,,DP 124Победа,ПрилетелВыдача багажа: лента А06
145,Совершил посадку в 10:57,Совершил посадку в 10:57,,DP 124Победа,ПрилетелВыдача багажа: лента А06
146,11:10,Махачкала,,R3 762Якутия,ПрилетелВыдача багажа: лента А05
147,Совершил посадку в 10:45,Совершил посадку в 10:45,,R3 762Якутия,ПрилетелВыдача багажа: лента А05
148,11:30,Ереван,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
149,Совершил посадку в 11:38,Совершил посадку в 11:38,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
150,11:35,Казань,,DP 286Победа,ПрилетелВыдача багажа: лента А08
151,Совершил посадку в 11:23,Совершил посадку в 11:23,,DP 286Победа,ПрилетелВыдача багажа: лента А08
