,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 23:44 14 июня,Совершил посадку в 23:44 14 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
2,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 6
3,Совершил посадку в 23:48 14 июня,Совершил посадку в 23:48 14 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 6
4,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 7
5,Совершил посадку в 00:02,Совершил посадку в 00:02,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 7
6,00:10,Геленджик,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:50 14 июня,Совершил посадку в 23:50 14 июня,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 4
9,Совершил посадку в 23:52 14 июня,Совершил посадку в 23:52 14 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 4
10,00:10,Сочи,,FV 5508Россия,D,ПрилетелВыдача багажа: лента 1
11,Совершил посадку в 23:55 14 июня,Совершил посадку в 23:55 14 июня,,FV 5508Россия,D,ПрилетелВыдача багажа: лента 1
12,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 23:46 14 июня,Совершил посадку в 23:46 14 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 3
14,00:20,Челябинск,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 23:54 14 июня,Совершил посадку в 23:54 14 июня,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 1
16,00:25,Санкт-Петербург,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 5
17,Совершил посадку в 00:06,Совершил посадку в 00:06,,"SU 31, AZ 4361, JU 7028Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 5
18,00:40,Сочи,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 4
19,Совершил посадку в 00:10,Совершил посадку в 00:10,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 4
20,00:40,Минеральные Воды,,N4 164Nordwind,D,ПрилетелВыдача багажа: лента 4
21,Совершил посадку в 00:31,Совершил посадку в 00:31,,N4 164Nordwind,D,ПрилетелВыдача багажа: лента 4
22,00:50,Сочи,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
23,Совершил посадку в 00:23,Совершил посадку в 00:23,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
24,01:10,Санкт-Петербург,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 2
25,Совершил посадку в 00:58,Совершил посадку в 00:58,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 2
26,01:20,Екатеринбург,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
27,Совершил посадку в 00:52,Совершил посадку в 00:52,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
28,01:30,Симферополь,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
