,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:00 6 апр,Сочи,,ФВ 5604Россия,ПрилетелВыдача багажа: лента 10
1,Совершил посадку в 02:05 7 апр,Совершил посадку в 02:05 7 апр,,ФВ 5604Россия,ПрилетелВыдача багажа: лента 10
2,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 00:45,Совершил посадку в 00:45,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
4,01:20,Анталья,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 01:06,Совершил посадку в 01:06,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 3
6,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 10
7,Совершил посадку в 01:26,Совершил посадку в 01:26,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 10
8,02:15,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 7
9,Совершил посадку в 02:10,Совершил посадку в 02:10,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 7
10,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 8
11,Совершил посадку в 03:11,Совершил посадку в 03:11,,DP 403Победа,ПрилетелВыдача багажа: лента 8
12,04:00,Москва,,"U6 271, B2 471Уральские авиалинии, Белавиа",
13,Отменен,Отменен,,"U6 271, B2 471Уральские авиалинии, Белавиа",
14,04:00,Красноярск,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 11:37,Совершил посадку в 11:37,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 9
16,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 7
17,Совершил посадку в 03:49,Совершил посадку в 03:49,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 7
18,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 7
19,Совершил посадку в 03:49,Совершил посадку в 03:49,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 7
20,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 8
21,Совершил посадку в 04:01,Совершил посадку в 04:01,,DP 405Победа,ПрилетелВыдача багажа: лента 8
22,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 04:29,Совершил посадку в 04:29,,DP 515Победа,ПрилетелВыдача багажа: лента 9
24,04:50,Анталья,,N4 1842Nordwind,ПрилетелВыдача багажа: лента 2
25,Совершил посадку в 08:50,Совершил посадку в 08:50,,N4 1842Nordwind,ПрилетелВыдача багажа: лента 2
26,04:50,Анталья,,EO 1842Pegas Fly,ПрилетелВыдача багажа: лента 2
27,Совершил посадку в 08:50,Совершил посадку в 08:50,,EO 1842Pegas Fly,ПрилетелВыдача багажа: лента 2
28,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
29,Совершил посадку в 04:44,Совершил посадку в 04:44,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
30,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 7
31,Совершил посадку в 04:58,Совершил посадку в 04:58,,DP 339Победа,ПрилетелВыдача багажа: лента 7
32,05:20,Москва,,"S7 1171, LY 8921, QR 5679, EK 7863, EY 8718, B2 171S7 Airlines, El Al, Qatar Airways, Emirates, Etihad Airways, Белавиа",ПрилетелВыдача багажа: лента 8
33,Совершил посадку в 04:52,Совершил посадку в 04:52,,"S7 1171, LY 8921, QR 5679, EK 7863, EY 8718, B2 171S7 Airlines, El Al, Qatar Airways, Emirates, Etihad Airways, Белавиа",ПрилетелВыдача багажа: лента 8
34,05:20,Ростов-на-Дону,,A4 213Азимут,ПрилетелВыдача багажа: лента 9
35,Совершил посадку в 05:09,Совершил посадку в 05:09,,A4 213Азимут,ПрилетелВыдача багажа: лента 9
36,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 10
37,Совершил посадку в 06:14,Совершил посадку в 06:14,,DP 564Победа,ПрилетелВыдача багажа: лента 10
38,07:00,Худжанд,,U6 2956Уральские авиалинии,Нет актуальной информации о статусе
39,,,,U6 2956Уральские авиалинии,Нет актуальной информации о статусе
40,07:20,Душанбе,,U6 2954Уральские авиалинии,Нет актуальной информации о статусе
41,,,,U6 2954Уральские авиалинии,Нет актуальной информации о статусе
42,07:35,Бишкек,,U6 2986Уральские авиалинии,Нет актуальной информации о статусе
43,,,,U6 2986Уральские авиалинии,Нет актуальной информации о статусе
44,08:05,Ош,,U6 2904Уральские авиалинии,Нет актуальной информации о статусе
45,,,,U6 2904Уральские авиалинии,Нет актуальной информации о статусе
46,09:45,Сургут,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
47,Совершил посадку в 09:21,Совершил посадку в 09:21,,UT 111ЮТэйр,ПрилетелВыдача багажа: лента 7
48,10:20,Душанбе,,U6 8954Уральские авиалинии,ПрилетелВыдача багажа: лента 1
49,Совершил посадку в 10:20,Совершил посадку в 10:20,,U6 8954Уральские авиалинии,ПрилетелВыдача багажа: лента 1
50,10:30,Ханты-Мансийск,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
51,Совершил посадку в 15:40,Совершил посадку в 15:40,,UT 301ЮТэйр,ПрилетелВыдача багажа: лента 7
52,11:10,Москва,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
53,Совершил посадку в 10:52,Совершил посадку в 10:52,,"SU 1410, JU 7068Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 8
54,11:10,Бухара,,WZ 4494Red Wings,
55,Отменен,Отменен,,WZ 4494Red Wings,
56,12:00,Ташкент,,7R 5586РусЛайн,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 12:41,Совершил посадку в 12:41,,7R 5586РусЛайн,ПрилетелВыдача багажа: лента 2
58,13:55,Москва,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
59,Совершил посадку в 13:30,Совершил посадку в 13:30,,"SU 1416, JU 7107Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 9
60,14:15,Москва,,"U6 261, B2 461Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
61,Совершил посадку в 14:11,Совершил посадку в 14:11,,"U6 261, B2 461Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
62,14:45,Новосибирск,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 7
63,Совершил посадку в 14:33,Совершил посадку в 14:33,,S7 5017S7 Airlines,ПрилетелВыдача багажа: лента 7
64,15:10,Дубай,,"FZ 901, EK 2306Flydubai, Emirates",Нет актуальной информации о статусе
65,,,,"FZ 901, EK 2306Flydubai, Emirates",Нет актуальной информации о статусе
66,16:05,Советский,,UT 336ЮТэйр,ПрилетелВыдача багажа: лента 7
67,Совершил посадку в 15:34,Совершил посадку в 15:34,,UT 336ЮТэйр,ПрилетелВыдача багажа: лента 7
68,17:35,Москва,,"U6 269, B2 469Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
69,Совершил посадку в 17:21,Совершил посадку в 17:21,,"U6 269, B2 469Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
70,17:50,Москва,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
71,Совершил посадку в 17:29,Совершил посадку в 17:29,,"SU 1412, JU 7064Аэрофлот, Air Serbia",ПрилетелВыдача багажа: лента 10
72,18:00 7 апр,Уфа,,U6 108Уральские авиалинии,ПрилетелВыдача багажа: лента 9
73,Совершил посадку в 00:02 8 апр,Совершил посадку в 00:02 8 апр,,U6 108Уральские авиалинии,ПрилетелВыдача багажа: лента 9
74,18:10,Омск,,WZ 1072Red Wings,ПрилетелВыдача багажа: лента 7
75,Совершил посадку в 17:37,Совершил посадку в 17:37,,WZ 1072Red Wings,ПрилетелВыдача багажа: лента 7
76,18:15,Москва,,DP 407Победа,ПрилетелВыдача багажа: лента 8
77,Совершил посадку в 18:10,Совершил посадку в 18:10,,DP 407Победа,ПрилетелВыдача багажа: лента 8
78,19:20,Москва,,"S7 1175, LY 8943, B2 165, EY 8720, EK 7865, QR 5681, A3 3550, SQ 1921, TP 8142S7 Airlines, El Al, Белавиа, Etihad Airways, Emirates, Qatar Airways, Aegean Airlines, Singapore Airlines, Tap",ПрилетелВыдача багажа: лента 10
79,Совершил посадку в 19:06,Совершил посадку в 19:06,,"S7 1175, LY 8943, B2 165, EY 8720, EK 7865, QR 5681, A3 3550, SQ 1921, TP 8142S7 Airlines, El Al, Белавиа, Etihad Airways, Emirates, Qatar Airways, Aegean Airlines, Singapore Airlines, Tap",ПрилетелВыдача багажа: лента 10
80,19:25,Владивосток,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 9
81,Совершил посадку в 19:14,Совершил посадку в 19:14,,U6 366Уральские авиалинии,ПрилетелВыдача багажа: лента 9
82,19:50,Москва,,SU 1404Аэрофлот,ПрилетелВыдача багажа: лента 8
83,Совершил посадку в 19:29,Совершил посадку в 19:29,,SU 1404Аэрофлот,ПрилетелВыдача багажа: лента 8
