,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 9 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 23:50 8 мая,Совершил посадку в 23:50 8 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
2,00:05 9 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:50 8 мая,Совершил посадку в 23:50 8 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
4,00:15,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
5,Совершил посадку в 00:11,Совершил посадку в 00:11,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
6,00:15,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 00:11,Совершил посадку в 00:11,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:20 9 мая,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 23:51 8 мая,Совершил посадку в 23:51 8 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
10,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 5
11,Совершил посадку в 00:08,Совершил посадку в 00:08,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 5
12,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 5
13,Совершил посадку в 00:08,Совершил посадку в 00:08,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 5
14,00:25,Санкт-Петербург,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 5
15,Совершил посадку в 00:08,Совершил посадку в 00:08,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 5
16,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
17,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
18,00:45,Барселона,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 8
19,Совершил посадку в 00:19,Совершил посадку в 00:19,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 8
20,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
21,Совершил посадку в 00:33,Совершил посадку в 00:33,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 3
22,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
23,Совершил посадку в 00:33,Совершил посадку в 00:33,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 3
24,01:00 9 мая,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 23:48 8 мая,Совершил посадку в 23:48 8 мая,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
26,01:15,Белград,,JU 7075Air Serbia,D,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 01:00,Совершил посадку в 01:00,,JU 7075Air Serbia,D,ПрилетелВыдача багажа: лента 8
28,01:15,Белград,,SU 2097Аэрофлот,D,ПрилетелВыдача багажа: лента 8
29,Совершил посадку в 01:00,Совершил посадку в 01:00,,SU 2097Аэрофлот,D,ПрилетелВыдача багажа: лента 8
30,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
31,Совершил посадку в 01:13,Совершил посадку в 01:13,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
32,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
33,Совершил посадку в 01:13,Совершил посадку в 01:13,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
34,02:15,Сочи,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 1
35,Совершил посадку в 02:06,Совершил посадку в 02:06,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 1
36,02:30,Ереван,,SU 1863Аэрофлот,D,ПрилетелВыдача багажа: лента 9
37,Совершил посадку в 01:47,Совершил посадку в 01:47,,SU 1863Аэрофлот,D,ПрилетелВыдача багажа: лента 9
38,02:30,Ереван,,KL 2959KLM,D,ПрилетелВыдача багажа: лента 9
39,Совершил посадку в 01:47,Совершил посадку в 01:47,,KL 2959KLM,D,ПрилетелВыдача багажа: лента 9
40,03:15,Дели,,AI 195Air India,F,ПрилетелВыдача багажа: лента 2
