,Время,Направление,Unnamed: 2,Рейс,Статус
0,09:10 29 апр,Норильск,,S7 2582S7 Airlines,Прилетел
1,Совершил посадку в 11:53 30 апр,Совершил посадку в 11:53 30 апр,,S7 2582S7 Airlines,Прилетел
2,09:45 29 апр,Норильск,,Y7 106Нордстар,Прилетел
3,Совершил посадку в 09:04 30 апр,Совершил посадку в 09:04 30 апр,,Y7 106Нордстар,Прилетел
4,23:40 29 апр,Симферополь,,U6 2842Уральские авиалинии,Прилетел
5,Совершил посадку в 00:23 30 апр,Совершил посадку в 00:23 30 апр,,U6 2842Уральские авиалинии,Прилетел
6,23:55 29 апр,Калининград,,U6 74Уральские авиалинии,Прилетел
7,Совершил посадку в 00:20 30 апр,Совершил посадку в 00:20 30 апр,,U6 74Уральские авиалинии,Прилетел
8,00:20,Краснодар,,LY 8910El Al,Прилетел
9,Совершил посадку в 00:18,Совершил посадку в 00:18,,LY 8910El Al,Прилетел
10,00:20,Краснодар,,S7 2078S7 Airlines,Прилетел
11,Совершил посадку в 00:18,Совершил посадку в 00:18,,S7 2078S7 Airlines,Прилетел
12,00:20,Анапа,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
13,Совершил посадку в 00:26,Совершил посадку в 00:26,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
14,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
15,Совершил посадку в 00:26,Совершил посадку в 00:26,,S7 2108S7 Airlines,Прилетел
16,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
17,Совершил посадку в 00:52,Совершил посадку в 00:52,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
18,00:55,Минеральные Воды,,S7 2172S7 Airlines,Прилетел
19,Совершил посадку в 01:31,Совершил посадку в 01:31,,S7 2172S7 Airlines,Прилетел
20,01:45,Франкфурт-на-Майне,,LH 1452Lufthansa,Прилетел
21,Совершил посадку в 01:42,Совершил посадку в 01:42,,LH 1452Lufthansa,Прилетел
22,01:45,Сочи,,U6 378Уральские авиалинии,Прилетел
23,Совершил посадку в 02:22,Совершил посадку в 02:22,,U6 378Уральские авиалинии,Прилетел
24,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
25,Совершил посадку в 02:03,Совершил посадку в 02:03,,S7 2014S7 Airlines,Прилетел
26,01:50,Сочи,,LY 8874El Al,Прилетел
27,Совершил посадку в 02:29,Совершил посадку в 02:29,,LY 8874El Al,Прилетел
28,01:50,Сочи,,S7 2050S7 Airlines,Прилетел
29,Совершил посадку в 02:29,Совершил посадку в 02:29,,S7 2050S7 Airlines,Прилетел
30,01:50,Сочи,,KC 1560Air Astana,Прилетел
31,Совершил посадку в 02:29,Совершил посадку в 02:29,,KC 1560Air Astana,Прилетел
32,01:55,Бухара,,WZ 4432Red Wings,Прилетел
33,Совершил посадку в 02:03,Совершил посадку в 02:03,,WZ 4432Red Wings,Прилетел
34,05:30,Уфа,,"SQ 1924, EY 8728, LY 8914, EK 7864Singapore Airlines, Etihad Airways, El Al, Emirates",Прилетел
35,Совершил посадку в 05:22,Совершил посадку в 05:22,,"SQ 1924, EY 8728, LY 8914, EK 7864Singapore Airlines, Etihad Airways, El Al, Emirates",Прилетел
36,05:30,Уфа,,S7 1132S7 Airlines,Прилетел
37,Совершил посадку в 05:22,Совершил посадку в 05:22,,S7 1132S7 Airlines,Прилетел
38,05:35,Новосибирск,,6R 543Алроса,Прилетел
39,Совершил посадку в 05:41,Совершил посадку в 05:41,,6R 543Алроса,Прилетел
40,06:00,Ош,,U6 8910Уральские авиалинии,Прилетел
