,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
24,00:50,Сочи,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
25,Совершил посадку в 00:41,Совершил посадку в 00:41,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
26,00:55,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
27,Совершил посадку в 23:38 9 июня,Совершил посадку в 23:38 9 июня,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
28,01:10,Санкт-Петербург,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 2
29,Совершил посадку в 01:02,Совершил посадку в 01:02,,"SU 45, JU 7032, AZ 5561Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 2
30,01:20,Самара,,SU 1203Аэрофлот,B,ПрилетелВыдача багажа: лента 4
31,Совершил посадку в 00:48,Совершил посадку в 00:48,,SU 1203Аэрофлот,B,ПрилетелВыдача багажа: лента 4
32,02:15,Симферополь,,FV 5514Россия,D,
33,Отменен,Отменен,,FV 5514Россия,D,
34,02:40,Симферополь,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 02:08,Совершил посадку в 02:08,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
36,04:20,Варадеро,,"EO 354, N4 354Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 6-7
37,Совершил посадку в 04:36,Совершил посадку в 04:36,,"EO 354, N4 354Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 6-7
38,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
39,Совершил посадку в 04:11,Совершил посадку в 04:11,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
40,04:40,Сочи,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 4
41,Совершил посадку в 04:26,Совершил посадку в 04:26,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 4
42,04:55,Минеральные Воды,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
43,Совершил посадку в 04:30,Совершил посадку в 04:30,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
44,05:00,Екатеринбург,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 4
45,Совершил посадку в 04:41,Совершил посадку в 04:41,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 4
46,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 6
47,Совершил посадку в 04:44,Совершил посадку в 04:44,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 6
48,05:10,Санкт-Петербург,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 1
49,Совершил посадку в 04:57,Совершил посадку в 04:57,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 1
50,05:10,Мурманск,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
51,Совершил посадку в 05:00,Совершил посадку в 05:00,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
52,05:15,Краснодар,,KL 2902KLM,D,ПрилетелВыдача багажа: лента 2
53,Совершил посадку в 04:39,Совершил посадку в 04:39,,KL 2902KLM,D,ПрилетелВыдача багажа: лента 2
54,05:15,Краснодар,,"SU 1113, AZ 3941Аэрофлот, Alitalia",D,Смена терминалаПрилетелВыдача багажа: лента 2
55,Совершил посадку в 04:39,Совершил посадку в 04:39,,"SU 1113, AZ 3941Аэрофлот, Alitalia",D,Смена терминалаПрилетелВыдача багажа: лента 2
56,05:15,Анапа,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 3
57,Совершил посадку в 04:53,Совершил посадку в 04:53,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 3
58,05:20,Симферополь,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 4
59,Совершил посадку в 04:49,Совершил посадку в 04:49,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 4
60,05:25,Магнитогорск,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 3
61,Совершил посадку в 04:54,Совершил посадку в 04:54,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 3
62,05:30,Баку,,"SU 1851, KL 2887Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 9
63,Совершил посадку в 04:46,Совершил посадку в 04:46,,"SU 1851, KL 2887Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 9
64,05:45,Челябинск,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 4
65,Совершил посадку в 05:54,Совершил посадку в 05:54,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 4
66,05:50,Екатеринбург,,"SU 1409, KL 2874Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
67,Совершил посадку в 05:33,Совершил посадку в 05:33,,"SU 1409, KL 2874Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
68,05:55,Кишинёв,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 9
69,Совершил посадку в 05:41,Совершил посадку в 05:41,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 9
70,06:05,Калининград,,"SU 1009, KL 2914Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
71,Совершил посадку в 05:31,Совершил посадку в 05:31,,"SU 1009, KL 2914Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
72,06:05,Оренбург,,"SU 1245, KL 3256Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
73,Совершил посадку в 05:36,Совершил посадку в 05:36,,"SU 1245, KL 3256Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
74,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
75,Совершил посадку в 05:58,Совершил посадку в 05:58,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
76,06:05,Пермь,,DP 6516Победа,D,ПрилетелВыдача багажа: лента 1
77,Совершил посадку в 06:00,Совершил посадку в 06:00,,DP 6516Победа,D,ПрилетелВыдача багажа: лента 1
78,06:10,Новосибирск,,"SU 1549, KL 3226Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
79,Совершил посадку в 06:04,Совершил посадку в 06:04,,"SU 1549, KL 3226Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
80,06:15,Самара,,"FV 6072, SU 6072Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
81,Совершил посадку в 05:45,Совершил посадку в 05:45,,"FV 6072, SU 6072Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
82,06:15,Нижний Новгород,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
83,Совершил посадку в 05:53,Совершил посадку в 05:53,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 1
84,06:15,Сургут,,"SU 1511, AZ 5674Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 6
85,Совершил посадку в 05:56,Совершил посадку в 05:56,,"SU 1511, AZ 5674Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 6
86,06:20,Тюмень,,SU 1503Аэрофлот,B,ПрилетелВыдача багажа: лента 4
87,Совершил посадку в 06:06,Совершил посадку в 06:06,,SU 1503Аэрофлот,B,ПрилетелВыдача багажа: лента 4
88,06:25,Бишкек,,"SU 1881, AZ 5665, KL 2937Аэрофлот, Alitalia, KLM",D,ПрилетелВыдача багажа: лента 8
89,Совершил посадку в 05:50,Совершил посадку в 05:50,,"SU 1881, AZ 5665, KL 2937Аэрофлот, Alitalia, KLM",D,ПрилетелВыдача багажа: лента 8
90,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 2
91,Совершил посадку в 06:06,Совершил посадку в 06:06,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 2
92,06:30,Омск,,"SU 1763, JU 7012, KL 2947Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 6
93,Совершил посадку в 06:15,Совершил посадку в 06:15,,"SU 1763, JU 7012, KL 2947Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 6
94,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
95,Совершил посадку в 06:22,Совершил посадку в 06:22,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
96,06:35,Орск,,N4 564Nordwind,D,ПрилетелВыдача багажа: лента 3
97,Совершил посадку в 06:08,Совершил посадку в 06:08,,N4 564Nordwind,D,ПрилетелВыдача багажа: лента 3
98,06:40,Иркутск,,"SU 1441, KL 3238Аэрофлот, KLM",D,Смена терминалаПрилетелВыдача багажа: лента 2
99,Совершил посадку в 06:18,Совершил посадку в 06:18,,"SU 1441, KL 3238Аэрофлот, KLM",D,Смена терминалаПрилетелВыдача багажа: лента 2
100,06:40,Пермь,,"SU 1395, KL 3259Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
101,Совершил посадку в 06:31,Совершил посадку в 06:31,,"SU 1395, KL 3259Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 2
102,06:45,Нижнекамск,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
103,Совершил посадку в 06:29,Совершил посадку в 06:29,,"FV 6248, SU 6248Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
104,06:55,Ульяновск,,"FV 6078, SU 6078Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
105,Совершил посадку в 06:25,Совершил посадку в 06:25,,"FV 6078, SU 6078Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
106,06:55,Пунта Кана,,N4 3518Nordwind,D,Нет актуальной информации о статусе
107,,,,N4 3518Nordwind,D,Нет актуальной информации о статусе
108,06:55,Ташкент,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 8
109,Совершил посадку в 07:07,Совершил посадку в 07:07,,SU 1871Аэрофлот,D,ПрилетелВыдача багажа: лента 8
110,07:00,Оренбург,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
111,Совершил посадку в 06:34,Совершил посадку в 06:34,,"EO 730, N4 730Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
112,07:00,Нур-Султан (Астана),,SU 1957Аэрофлот,D,ПрилетелВыдача багажа: лента 6
113,Совершил посадку в 06:36,Совершил посадку в 06:36,,SU 1957Аэрофлот,D,ПрилетелВыдача багажа: лента 6
114,07:05,Ереван,,"SU 1967, KL 3217Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 9
115,Совершил посадку в 06:39,Совершил посадку в 06:39,,"SU 1967, KL 3217Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 9
116,07:10,Нижневартовск,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 6
117,Совершил посадку в 06:41,Совершил посадку в 06:41,,SU 1647Аэрофлот,B,ПрилетелВыдача багажа: лента 6
118,07:10,Красноярск,,"SU 1481, AZ 5653, KL 3271Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 5
119,Совершил посадку в 07:33,Совершил посадку в 07:33,,"SU 1481, AZ 5653, KL 3271Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 5
120,07:15,Санкт-Петербург,,"SU 33, JU 7029, AZ 4366Аэрофлот, Air Serbia, Alitalia",D,Смена терминалаПрилетелВыдача багажа: лента 3
121,Совершил посадку в 07:02,Совершил посадку в 07:02,,"SU 33, JU 7029, AZ 4366Аэрофлот, Air Serbia, Alitalia",D,Смена терминалаПрилетелВыдача багажа: лента 3
122,07:20,Тегеран,,SU 513Аэрофлот,D,ПрилетелВыдача багажа: лента 7
123,Совершил посадку в 06:55,Совершил посадку в 06:55,,SU 513Аэрофлот,D,ПрилетелВыдача багажа: лента 7
124,07:20,Самара,,"SU 1217, JU 7058, KL 2877Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 4
125,Совершил посадку в 07:04,Совершил посадку в 07:04,,"SU 1217, JU 7058, KL 2877Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 4
126,07:25,Симферополь,,SU 1633Аэрофлот,B,ПрилетелВыдача багажа: лента 5
127,Совершил посадку в 06:52,Совершил посадку в 06:52,,SU 1633Аэрофлот,B,ПрилетелВыдача багажа: лента 5
128,07:25,Ош,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 6
129,Совершил посадку в 07:12,Совершил посадку в 07:12,,SU 1895Аэрофлот,D,ПрилетелВыдача багажа: лента 6
130,07:30,Воронеж,,"FV 6468, SU 6468Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
131,Совершил посадку в 07:14,Совершил посадку в 07:14,,"FV 6468, SU 6468Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
132,07:30,Екатеринбург,,"SU 1407, JU 7066, KL 3240Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 3
133,Совершил посадку в 07:26,Совершил посадку в 07:26,,"SU 1407, JU 7066, KL 3240Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 3
134,07:35,Уфа,,N4 280Nordwind,D,ПрилетелВыдача багажа: лента 1
135,Совершил посадку в 07:09,Совершил посадку в 07:09,,N4 280Nordwind,D,ПрилетелВыдача багажа: лента 1
136,07:35,Барнаул,,"SU 1431, KL 3227, AZ 5667Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
137,Совершил посадку в 07:18,Совершил посадку в 07:18,,"SU 1431, KL 3227, AZ 5667Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
138,07:40,Ярославль,,SU 1343Аэрофлот,B,ПрилетелВыдача багажа: лента 2
139,Совершил посадку в 07:30,Совершил посадку в 07:30,,SU 1343Аэрофлот,B,ПрилетелВыдача багажа: лента 2
140,07:45,Ростов-на-Дону,,"SU 1165, KL 2952, JU 7050Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 6
141,Совершил посадку в 07:16,Совершил посадку в 07:16,,"SU 1165, KL 2952, JU 7050Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 6
142,07:50,Волгоград,,"SU 1185, KL 3273, JU 7018Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 4
143,Совершил посадку в 07:23,Совершил посадку в 07:23,,"SU 1185, KL 3273, JU 7018Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 4
144,07:55,Архангельск,,SU 1335Аэрофлот,D,Смена терминалаПрилетелВыдача багажа: лента 2
145,Совершил посадку в 07:35,Совершил посадку в 07:35,,SU 1335Аэрофлот,D,Смена терминалаПрилетелВыдача багажа: лента 2
146,08:00,Челябинск,,SU 1533Аэрофлот,B,ПрилетелВыдача багажа: лента 4
147,Совершил посадку в 07:51,Совершил посадку в 07:51,,SU 1533Аэрофлот,B,ПрилетелВыдача багажа: лента 4
148,08:10,Ханты-Мансийск,,SU 1383Аэрофлот,B,ПрилетелВыдача багажа: лента 1
149,Совершил посадку в 07:40,Совершил посадку в 07:40,,SU 1383Аэрофлот,B,ПрилетелВыдача багажа: лента 1
150,08:15,Бухара,,SU 1877Аэрофлот,D,ПрилетелВыдача багажа: лента 9
151,Совершил посадку в 07:46,Совершил посадку в 07:46,,SU 1877Аэрофлот,D,ПрилетелВыдача багажа: лента 9
152,08:15,Уфа,,DP 6502Победа,D,ПрилетелВыдача багажа: лента 1
153,Совершил посадку в 08:01,Совершил посадку в 08:01,,DP 6502Победа,D,ПрилетелВыдача багажа: лента 1
154,08:20,Тюмень,,SU 1509Аэрофлот,B,ПрилетелВыдача багажа: лента 3
155,Совершил посадку в 07:56,Совершил посадку в 07:56,,SU 1509Аэрофлот,B,ПрилетелВыдача багажа: лента 3
156,08:25,Белгород,,"FV 6504, SU 6504Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
157,Совершил посадку в 08:11,Совершил посадку в 08:11,,"FV 6504, SU 6504Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
158,08:30,Краснодар,,"SU 1275, KL 3210, JU 7051Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
159,Совершил посадку в 08:06,Совершил посадку в 08:06,,"SU 1275, KL 3210, JU 7051Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
160,08:30,Санкт-Петербург,,"SU 47, JU 7034Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 6
161,Совершил посадку в 08:14,Совершил посадку в 08:14,,"SU 47, JU 7034Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 6
162,08:35,Казань,,"SU 1199, JU 7062, KL 3176Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 5
163,Совершил посадку в 08:09,Совершил посадку в 08:09,,"SU 1199, JU 7062, KL 3176Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 5
164,08:35,Новокузнецк,,SU 1459Аэрофлот,B,ПрилетелВыдача багажа: лента 5
165,Совершил посадку в 08:15,Совершил посадку в 08:15,,SU 1459Аэрофлот,B,ПрилетелВыдача багажа: лента 5
166,08:35,Омск,,"SU 1639, KL 3230, JU 7013Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
167,Совершил посадку в 08:25,Совершил посадку в 08:25,,"SU 1639, KL 3230, JU 7013Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
168,08:40,Астрахань,,SU 1173Аэрофлот,B,ПрилетелВыдача багажа: лента 2
169,Совершил посадку в 08:21,Совершил посадку в 08:21,,SU 1173Аэрофлот,B,ПрилетелВыдача багажа: лента 2
170,08:45,Кемерово,,"SU 1451, KL 3301, AZ 3791Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
171,Совершил посадку в 08:29,Совершил посадку в 08:29,,"SU 1451, KL 3301, AZ 3791Аэрофлот, KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
172,08:45,Сочи,,"SU 1141, JU 7044, KL 3231Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 4
173,Совершил посадку в 08:36,Совершил посадку в 08:36,,"SU 1141, JU 7044, KL 3231Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 4
174,08:50,Томск,,"SU 1531, KL 3307Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
175,Совершил посадку в 08:33,Совершил посадку в 08:33,,"SU 1531, KL 3307Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
176,08:55,Екатеринбург,,"SU 1437, JU 7026, KL 2872, LO 4476Аэрофлот, Air Serbia, KLM, Lot",B,ПрилетелВыдача багажа: лента 3
177,Совершил посадку в 08:42,Совершил посадку в 08:42,,"SU 1437, JU 7026, KL 2872, LO 4476Аэрофлот, Air Serbia, KLM, Lot",B,ПрилетелВыдача багажа: лента 3
178,09:00,Рига,,"BT 424, SU 3973Air Baltic, Аэрофлот",D,ПрилетелВыдача багажа: лента 9
179,Совершил посадку в 09:14,Совершил посадку в 09:14,,"BT 424, SU 3973Air Baltic, Аэрофлот",D,ПрилетелВыдача багажа: лента 9
180,09:05,Ижевск,,"FV 6382, SU 6382Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
181,Совершил посадку в 08:38,Совершил посадку в 08:38,,"FV 6382, SU 6382Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
182,09:15,Череповец,,D2 151Северсталь,D,ПрилетелВыдача багажа: лента 3
183,Совершил посадку в 09:08,Совершил посадку в 09:08,,D2 151Северсталь,D,ПрилетелВыдача багажа: лента 3
184,09:25,Нижний Новгород,,"FV 6254, SU 6254Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
185,Совершил посадку в 09:01,Совершил посадку в 09:01,,"FV 6254, SU 6254Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
186,09:30,Сургут,,"SU 1513, AZ 5672Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 6
187,Совершил посадку в 09:05,Совершил посадку в 09:05,,"SU 1513, AZ 5672Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 6
188,09:35,Минеральные Воды,,"SU 1301, KL 3286Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
189,Совершил посадку в 09:10,Совершил посадку в 09:10,,"SU 1301, KL 3286Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
190,09:35,Санкт-Петербург,,SU 3Аэрофлот,B,ПрилетелВыдача багажа: лента 2
191,Совершил посадку в 09:25,Совершил посадку в 09:25,,SU 3Аэрофлот,B,ПрилетелВыдача багажа: лента 2
192,09:40,Новый Уренгой,,N4 232Nordwind,D,ПрилетелВыдача багажа: лента 4
193,Совершил посадку в 09:24,Совершил посадку в 09:24,,N4 232Nordwind,D,ПрилетелВыдача багажа: лента 4
194,09:45,Волгоград,,"FV 6426, SU 6426Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
195,Совершил посадку в 09:16,Совершил посадку в 09:16,,"FV 6426, SU 6426Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
196,09:55,Симферополь,,FV 5520Россия,D,ПрилетелВыдача багажа: лента 1
197,Совершил посадку в 09:37,Совершил посадку в 09:37,,FV 5520Россия,D,ПрилетелВыдача багажа: лента 1
198,09:55,Самарканд,,SU 1879Аэрофлот,D,ПрилетелВыдача багажа: лента 7
199,Совершил посадку в 09:59,Совершил посадку в 09:59,,SU 1879Аэрофлот,D,ПрилетелВыдача багажа: лента 7
200,10:00,Нижневартовск,,SU 1473Аэрофлот,B,ПрилетелВыдача багажа: лента 4
201,Совершил посадку в 09:44,Совершил посадку в 09:44,,SU 1473Аэрофлот,B,ПрилетелВыдача багажа: лента 4
202,10:05,Краснодар,,"FV 6088, SU 6088Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
203,Совершил посадку в 09:39,Совершил посадку в 09:39,,"FV 6088, SU 6088Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
204,10:05,Красноярск,,N4 294Nordwind,D,ПрилетелВыдача багажа: лента 4
205,Совершил посадку в 10:11,Совершил посадку в 10:11,,N4 294Nordwind,D,ПрилетелВыдача багажа: лента 4
206,10:15,Владивосток,,"SU 1701, AZ 5581, KL 3065Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 6
207,Совершил посадку в 09:55,Совершил посадку в 09:55,,"SU 1701, AZ 5581, KL 3065Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 6
208,10:25,Новосибирск,,"SU 1307, AZ 3951, KL 3209Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 5
209,Совершил посадку в 10:07,Совершил посадку в 10:07,,"SU 1307, AZ 3951, KL 3209Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 5
210,10:30,Астрахань,,N4 214Nordwind,D,ПрилетелВыдача багажа: лента 3
211,Совершил посадку в 10:26,Совершил посадку в 10:26,,N4 214Nordwind,D,ПрилетелВыдача багажа: лента 3
212,10:30,Новый Уренгой,,SU 1523Аэрофлот,B,ПрилетелВыдача багажа: лента 6
213,Совершил посадку в 10:29,Совершил посадку в 10:29,,SU 1523Аэрофлот,B,ПрилетелВыдача багажа: лента 6
214,10:35,Хабаровск,,"SU 1711, KL 3282Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
215,Совершил посадку в 10:17,Совершил посадку в 10:17,,"SU 1711, KL 3282Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
216,10:35,Красноярск,,"SU 1485, AZ 4372, KL 3187Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
217,Совершил посадку в 10:18,Совершил посадку в 10:18,,"SU 1485, AZ 4372, KL 3187Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
218,10:40,Санкт-Петербург,,"SU 7, JU 7000Аэрофлот, Air Serbia",B,ПрилетелВыдача багажа: лента 2
