,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,21:40 2 июля,Стамбул,,N4 704Nordwind,D,ПрилетелВыдача багажа: лента 7
1,Совершил посадку в 00:15 3 июля,Совершил посадку в 00:15 3 июля,,N4 704Nordwind,D,ПрилетелВыдача багажа: лента 7
2,22:30 2 июля,Сочи,,N4 226Nordwind,D,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 01:37 3 июля,Совершил посадку в 01:37 3 июля,,N4 226Nordwind,D,ПрилетелВыдача багажа: лента 3
4,22:35 2 июля,Скопье,,N4 2058Nordwind,D,ПрилетелВыдача багажа: лента 6
5,Совершил посадку в 00:09 3 июля,Совершил посадку в 00:09 3 июля,,N4 2058Nordwind,D,ПрилетелВыдача багажа: лента 6
6,23:00 2 июля,Анталья,,N4 1804Nordwind,D,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 00:40 3 июля,Совершил посадку в 00:40 3 июля,,N4 1804Nordwind,D,ПрилетелВыдача багажа: лента 9
8,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 23:41 2 июля,Совершил посадку в 23:41 2 июля,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
10,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 7
11,Совершил посадку в 23:47 2 июля,Совершил посадку в 23:47 2 июля,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 7
12,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 23:51 2 июля,Совершил посадку в 23:51 2 июля,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 4
14,00:10,Геленджик,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 23:40 2 июля,Совершил посадку в 23:40 2 июля,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 3
16,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 23:50 2 июля,Совершил посадку в 23:50 2 июля,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 2
18,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 5
19,Совершил посадку в 23:45 2 июля,Совершил посадку в 23:45 2 июля,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 5
20,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
21,Совершил посадку в 23:43 2 июля,Совершил посадку в 23:43 2 июля,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
22,00:25,Салоники,,SU 2125Аэрофлот,D,ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 00:02,Совершил посадку в 00:02,,SU 2125Аэрофлот,D,ПрилетелВыдача багажа: лента 9
24,00:25,Санкт-Петербург,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 3
25,Совершил посадку в 00:11,Совершил посадку в 00:11,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 3
26,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 00:12,Совершил посадку в 00:12,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 8
28,00:35,Ростов-на-Дону,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 4
29,Совершил посадку в 00:48,Совершил посадку в 00:48,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 4
30,00:50,Сочи,,"SU 1131, JU 7041, KL 2859Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 1
31,Совершил посадку в 00:32,Совершил посадку в 00:32,,"SU 1131, JU 7041, KL 2859Аэрофлот, Air Serbia, KLM",B,ПрилетелВыдача багажа: лента 1
32,00:50,Сочи,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
33,Совершил посадку в 00:43,Совершил посадку в 00:43,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 3
34,00:55,Анталья,,FV 5682Россия,D,Прилетел
35,Совершил посадку в 00:55,Совершил посадку в 00:55,,FV 5682Россия,D,Прилетел
36,00:55,Симферополь,,N4 634Nordwind,D,ПрилетелВыдача багажа: лента 1
37,Совершил посадку в 05:39,Совершил посадку в 05:39,,N4 634Nordwind,D,ПрилетелВыдача багажа: лента 1
38,01:00,Ларнака,,FV 5710Россия,D,Прилетел
39,Совершил посадку в 01:00,Совершил посадку в 01:00,,FV 5710Россия,D,Прилетел
40,01:10,Санкт-Петербург,,"SU 45, AZ 5561, JU 7032Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 5
41,Совершил посадку в 00:57,Совершил посадку в 00:57,,"SU 45, AZ 5561, JU 7032Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 5
42,01:20,Екатеринбург,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
43,Совершил посадку в 00:50,Совершил посадку в 00:50,,"FV 6400, SU 6400Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
44,01:30,Симферополь,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
45,Совершил посадку в 01:13,Совершил посадку в 01:13,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
46,01:30,Амстердам,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 9
47,Совершил посадку в 01:25,Совершил посадку в 01:25,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 9
48,01:55,Минеральные Воды,,"EO 616, N4 616Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
49,Совершил посадку в 01:51,Совершил посадку в 01:51,,"EO 616, N4 616Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 4
50,01:55,Анталья,,FV 5858Россия,D,ПрилетелВыдача багажа: лента 9
51,Совершил посадку в 01:55,Совершил посадку в 01:55,,FV 5858Россия,D,ПрилетелВыдача багажа: лента 9
52,02:00,Анапа,,SU 1579Аэрофлот,B,ПрилетелВыдача багажа: лента 3
53,Совершил посадку в 01:46,Совершил посадку в 01:46,,SU 1579Аэрофлот,B,ПрилетелВыдача багажа: лента 3
54,02:40,Санкт-Петербург,,N4 9808Nordwind,D,ПрилетелВыдача багажа: лента 1
55,Совершил посадку в 04:02,Совершил посадку в 04:02,,N4 9808Nordwind,D,ПрилетелВыдача багажа: лента 1
56,02:55,Санкт-Петербург,,"FV 6040, SU 6040Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 02:42,Совершил посадку в 02:42,,"FV 6040, SU 6040Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
58,04:15,Доха,,SU 533Аэрофлот,D,
59,Отменен,Отменен,,SU 533Аэрофлот,D,
60,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
61,Совершил посадку в 04:17,Совершил посадку в 04:17,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
62,04:40,Сочи,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 5
63,Совершил посадку в 04:32,Совершил посадку в 04:32,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 5
64,05:00,Екатеринбург,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 4
65,Совершил посадку в 04:25,Совершил посадку в 04:25,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 4
66,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
67,Совершил посадку в 04:51,Совершил посадку в 04:51,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
68,05:10,Санкт-Петербург,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 2
69,Совершил посадку в 06:13,Совершил посадку в 06:13,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 2
70,05:15,Мурманск,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
71,Совершил посадку в 04:54,Совершил посадку в 04:54,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
72,05:15,Анапа,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 1
73,Совершил посадку в 04:57,Совершил посадку в 04:57,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 1
74,05:15,Краснодар,,KL 2902KLM,B,ПрилетелВыдача багажа: лента 3
75,Совершил посадку в 05:02,Совершил посадку в 05:02,,KL 2902KLM,B,ПрилетелВыдача багажа: лента 3
76,05:15,Краснодар,,"SU 1113, AZ 3941Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 3
77,Совершил посадку в 05:02,Совершил посадку в 05:02,,"SU 1113, AZ 3941Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 3
78,05:20,Симферополь,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 6
79,Совершил посадку в 04:43,Совершил посадку в 04:43,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 6
80,05:20,Ханой,,VN 63Vietnam Airlines,D,Нет актуальной информации о статусе
