,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 3 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
1,Совершил посадку в 23:51 2 мая,Совершил посадку в 23:51 2 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
2,00:05 3 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
3,Совершил посадку в 23:51 2 мая,Совершил посадку в 23:51 2 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
4,00:15 3 мая,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 23:44 2 мая,Совершил посадку в 23:44 2 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 3
6,00:15 3 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
7,Совершил посадку в 23:44 2 мая,Совершил посадку в 23:44 2 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
8,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 00:05,Совершил посадку в 00:05,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
10,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 00:01,Совершил посадку в 00:01,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
12,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 00:01,Совершил посадку в 00:01,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
14,00:25,Санкт-Петербург,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 00:01,Совершил посадку в 00:01,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 4
16,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
17,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
18,00:40,Сочи,,N4 226Nordwind,D,ПрилетелВыдача багажа: лента 1
19,Совершил посадку в 00:19,Совершил посадку в 00:19,,N4 226Nordwind,D,ПрилетелВыдача багажа: лента 1
20,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 4
21,Совершил посадку в 00:36,Совершил посадку в 00:36,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 4
22,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
23,Совершил посадку в 00:36,Совершил посадку в 00:36,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 4
24,01:00 3 мая,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 7
25,Совершил посадку в 23:47 2 мая,Совершил посадку в 23:47 2 мая,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 7
26,01:00,Санкт-Петербург,,SU 7335Аэрофлот,D,ПрилетелВыдача багажа: лента 2
27,Совершил посадку в 00:46,Совершил посадку в 00:46,,SU 7335Аэрофлот,D,ПрилетелВыдача багажа: лента 2
28,01:10,Санкт-Петербург,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
29,Совершил посадку в 01:02,Совершил посадку в 01:02,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
30,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 3
31,Совершил посадку в 01:02,Совершил посадку в 01:02,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 3
32,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
33,Совершил посадку в 04:19,Совершил посадку в 04:19,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
34,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 5
35,Совершил посадку в 04:26,Совершил посадку в 04:26,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 5
36,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 5
37,Совершил посадку в 04:26,Совершил посадку в 04:26,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 5
38,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
39,Совершил посадку в 04:30,Совершил посадку в 04:30,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 4
40,05:10,Мурманск,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
41,Совершил посадку в 04:53,Совершил посадку в 04:53,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
42,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
43,Совершил посадку в 04:53,Совершил посадку в 04:53,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
44,05:30,Баку,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 9
45,Совершил посадку в 04:39,Совершил посадку в 04:39,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 9
46,05:35,Дели,,SU 233Аэрофлот,F,ПрилетелВыдача багажа: лента 2-3
