,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,19:50 24 апр,Волгоград,,SU 1183Аэрофлот,B,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 08:10 25 апр,Совершил посадку в 08:10 25 апр,,SU 1183Аэрофлот,B,ПрилетелВыдача багажа: лента 2
2,19:50 24 апр,Волгоград,,JU 7019Air Serbia,B,ПрилетелВыдача багажа: лента 2
3,Совершил посадку в 08:10 25 апр,Совершил посадку в 08:10 25 апр,,JU 7019Air Serbia,B,ПрилетелВыдача багажа: лента 2
4,00:05 25 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
5,Совершил посадку в 23:57 24 апр,Совершил посадку в 23:57 24 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 4
6,00:15 25 апр,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
7,Совершил посадку в 23:35 24 апр,Совершил посадку в 23:35 24 апр,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
8,00:15 25 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
9,Совершил посадку в 23:35 24 апр,Совершил посадку в 23:35 24 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 5
10,00:15 25 апр,Саранск,,SU 7331Аэрофлот,D,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:46 24 апр,Совершил посадку в 23:46 24 апр,,SU 7331Аэрофлот,D,ПрилетелВыдача багажа: лента 4
12,00:20 25 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
13,Совершил посадку в 23:41 24 апр,Совершил посадку в 23:41 24 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
14,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 00:14,Совершил посадку в 00:14,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
16,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 00:14,Совершил посадку в 00:14,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 2
18,00:45,Барселона,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 8
19,Совершил посадку в 00:12,Совершил посадку в 00:12,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 8
20,00:45,Белград,,SU 2097Аэрофлот,D,ПрилетелВыдача багажа: лента 7
