,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,22:30 1 апр,Ростов-на-Дону,,SU 1787Аэрофлот,B,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 14:54 2 апр,Совершил посадку в 14:54 2 апр,,SU 1787Аэрофлот,B,ПрилетелВыдача багажа: лента 2
2,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
3,Совершил посадку в 00:01,Совершил посадку в 00:01,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
4,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
5,,,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
6,00:10 2 апр,Анталья,,N4 6620Nordwind,D,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 23:48 1 апр,Совершил посадку в 23:48 1 апр,,N4 6620Nordwind,D,ПрилетелВыдача багажа: лента 7
8,00:15 2 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
9,Совершил посадку в 23:45 1 апр,Совершил посадку в 23:45 1 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
10,00:20 2 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:57 1 апр,Совершил посадку в 23:57 1 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
12,00:20,Челябинск,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
13,,,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
14,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 00:23,Совершил посадку в 00:23,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
16,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 1
17,Совершил посадку в 00:23,Совершил посадку в 00:23,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 1
18,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 1
19,Совершил посадку в 00:51,Совершил посадку в 00:51,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 1
20,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 6
21,Совершил посадку в 01:09,Совершил посадку в 01:09,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 6
22,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 01:17,Совершил посадку в 01:17,,KL 905KLM,D,ПрилетелВыдача багажа: лента 9
24,02:00,Сочи,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 1
25,Совершил посадку в 02:11,Совершил посадку в 02:11,,FV 5502Россия,D,ПрилетелВыдача багажа: лента 1
26,04:05,Стамбул,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 6
27,Совершил посадку в 03:38,Совершил посадку в 03:38,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 6
28,04:20,Ижевск,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
29,,,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
30,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
31,Совершил посадку в 04:16,Совершил посадку в 04:16,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
32,04:35,Сыктывкар,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
33,,,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
34,04:50,Архангельск,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
35,,,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
36,04:50,Ростов-на-Дону,,SU 1675Аэрофлот,B,ПрилетелВыдача багажа: лента 4
37,Совершил посадку в 07:45,Совершил посадку в 07:45,,SU 1675Аэрофлот,B,ПрилетелВыдача багажа: лента 4
38,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 4
39,Совершил посадку в 04:26,Совершил посадку в 04:26,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 4
40,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 2
41,Совершил посадку в 05:15,Совершил посадку в 05:15,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 2
42,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
43,Совершил посадку в 04:57,Совершил посадку в 04:57,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
44,05:25,Магнитогорск,,EO 340Pegas Fly,D,ПрилетелВыдача багажа: лента 4
45,Совершил посадку в 05:10,Совершил посадку в 05:10,,EO 340Pegas Fly,D,ПрилетелВыдача багажа: лента 4
46,05:25,Магнитогорск,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 4
47,Совершил посадку в 05:10,Совершил посадку в 05:10,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 4
48,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 1
49,Совершил посадку в 05:22,Совершил посадку в 05:22,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 1
50,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
51,Совершил посадку в 05:38,Совершил посадку в 05:38,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 4
52,05:55,Кишинёв,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 7
53,Совершил посадку в 06:02,Совершил посадку в 06:02,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 7
54,06:00,Стамбул,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 6
55,Совершил посадку в 05:31,Совершил посадку в 05:31,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 6
56,06:05,Калининград,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 5
57,Совершил посадку в 05:20,Совершил посадку в 05:20,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 5
58,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
59,Совершил посадку в 05:41,Совершил посадку в 05:41,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
