,Время,Направление,Unnamed: 2,Рейс,Статус
0,22:00 5 мая,Бухара,,ZF 5020Azur Air,ПрилетелВыдача багажа: лента А09
1,Совершил посадку в 00:04 6 мая,Совершил посадку в 00:04 6 мая,,ZF 5020Azur Air,ПрилетелВыдача багажа: лента А09
2,00:00 6 мая,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А08
3,Совершил посадку в 23:53 5 мая,Совершил посадку в 23:53 5 мая,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А08
4,00:00 6 мая,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
5,Совершил посадку в 23:53 5 мая,Совершил посадку в 23:53 5 мая,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
6,00:05 6 мая,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
7,Совершил посадку в 23:50 5 мая,Совершил посадку в 23:50 5 мая,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
8,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
9,Совершил посадку в 00:08,Совершил посадку в 00:08,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
10,00:55,Ереван,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
11,Совершил посадку в 01:49,Совершил посадку в 01:49,,UT 9880ЮТэйр,ПрилетелВыдача багажа: лента А13
12,02:55,Душанбе,,UT 6804ЮТэйр,
13,Отменен,Отменен,,UT 6804ЮТэйр,
14,03:50,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
15,Совершил посадку в 03:21,Совершил посадку в 03:21,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
16,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 05:22,Совершил посадку в 05:22,,DP 420Победа,ПрилетелВыдача багажа: лента А04
18,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А07
19,Совершил посадку в 05:25,Совершил посадку в 05:25,,DP 472Победа,ПрилетелВыдача багажа: лента А07
20,05:45,Мурманск,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
21,Совершил посадку в 05:32,Совершил посадку в 05:32,,UT 578ЮТэйр,ПрилетелВыдача багажа: лента А06
22,06:00,Бухара,,ZF 5020Azur Air,Нет актуальной информации о статусе
23,,,,ZF 5020Azur Air,Нет актуальной информации о статусе
24,06:10,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
25,Совершил посадку в 06:08,Совершил посадку в 06:08,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
26,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А04
27,Совершил посадку в 05:58,Совершил посадку в 05:58,,DP 414Победа,ПрилетелВыдача багажа: лента А04
28,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
29,Совершил посадку в 06:05,Совершил посадку в 06:05,,DP 434Победа,ПрилетелВыдача багажа: лента А05
30,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
31,Совершил посадку в 06:39,Совершил посадку в 06:39,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
32,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А05
33,Совершил посадку в 06:42,Совершил посадку в 06:42,,DP 496Победа,ПрилетелВыдача багажа: лента А05
34,07:00,Новосибирск,,DP 1444Победа,ПрилетелВыдача багажа: лента А07
35,Совершил посадку в 07:24,Совершил посадку в 07:24,,DP 1444Победа,ПрилетелВыдача багажа: лента А07
36,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 06:53,Совершил посадку в 06:53,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
38,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А08
39,Совершил посадку в 06:56,Совершил посадку в 06:56,,DP 450Победа,ПрилетелВыдача багажа: лента А08
40,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А07
41,Совершил посадку в 06:45,Совершил посадку в 06:45,,DP 436Победа,ПрилетелВыдача багажа: лента А07
42,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А05
43,Совершил посадку в 07:00,Совершил посадку в 07:00,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А05
44,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
45,Совершил посадку в 07:00,Совершил посадку в 07:00,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
46,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
47,Совершил посадку в 07:16,Совершил посадку в 07:16,,DP 260Победа,ПрилетелВыдача багажа: лента А06
48,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
49,Совершил посадку в 07:10,Совершил посадку в 07:10,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
50,07:50,Курган,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
51,Совершил посадку в 07:34,Совершил посадку в 07:34,,TK 9043Turkish Airlines,ПрилетелВыдача багажа: лента А05
52,07:50,Курган,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
53,Совершил посадку в 07:34,Совершил посадку в 07:34,,UT 266ЮТэйр,ПрилетелВыдача багажа: лента А05
54,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А08
55,Совершил посадку в 07:29,Совершил посадку в 07:29,,DP 406Победа,ПрилетелВыдача багажа: лента А08
56,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
57,Совершил посадку в 07:55,Совершил посадку в 07:55,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
58,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А06
59,Совершил посадку в 07:55,Совершил посадку в 07:55,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А06
60,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
61,Совершил посадку в 08:08,Совершил посадку в 08:08,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
62,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А06
63,Совершил посадку в 08:08,Совершил посадку в 08:08,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А06
64,08:10,Уфа,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
65,Совершил посадку в 07:48,Совершил посадку в 07:48,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
66,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
67,Совершил посадку в 07:59,Совершил посадку в 07:59,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
68,08:10,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
69,Совершил посадку в 08:24,Совершил посадку в 08:24,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
70,08:15,Сургут,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А08
71,Совершил посадку в 08:13,Совершил посадку в 08:13,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А08
72,08:15,Сургут,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
73,Совершил посадку в 08:13,Совершил посадку в 08:13,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
74,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А05
75,Совершил посадку в 08:27,Совершил посадку в 08:27,,DP 204Победа,ПрилетелВыдача багажа: лента А05
76,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А07
77,Совершил посадку в 08:33,Совершил посадку в 08:33,,DP 446Победа,ПрилетелВыдача багажа: лента А07
78,08:25,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
79,Совершил посадку в 07:52,Совершил посадку в 07:52,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
80,08:30,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А07
81,Совершил посадку в 08:18,Совершил посадку в 08:18,,DP 404Победа,ПрилетелВыдача багажа: лента А07
82,08:35,Якутск,,R3 473Якутия,ПрилетелВыдача багажа: лента А06
83,Совершил посадку в 08:39,Совершил посадку в 08:39,,R3 473Якутия,ПрилетелВыдача багажа: лента А06
84,08:40,Якутск,,R3 9734Якутия,Нет актуальной информации о статусе
85,,,,R3 9734Якутия,Нет актуальной информации о статусе
86,08:50,Курск,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
87,Совершил посадку в 08:20,Совершил посадку в 08:20,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
88,08:50,Махачкала,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
89,Совершил посадку в 08:30,Совершил посадку в 08:30,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
90,08:50,Махачкала,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А05
91,Совершил посадку в 08:30,Совершил посадку в 08:30,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А05
92,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А08
93,Совершил посадку в 08:43,Совершил посадку в 08:43,,DP 160Победа,ПрилетелВыдача багажа: лента А08
94,09:05,Воронеж,,"7R 556, UT 4556РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
95,Совершил посадку в 08:42,Совершил посадку в 08:42,,"7R 556, UT 4556РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
96,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А04
97,Совершил посадку в 08:55,Совершил посадку в 08:55,,DP 206Победа,ПрилетелВыдача багажа: лента А04
98,09:20,Псков,,A4 438Азимут,ПрилетелВыдача багажа: лента А05
99,Совершил посадку в 09:19,Совершил посадку в 09:19,,A4 438Азимут,ПрилетелВыдача багажа: лента А05
100,09:20,Иркутск,,DP 454Победа,ПрилетелВыдача багажа: лента А06
101,Совершил посадку в 09:26,Совершил посадку в 09:26,,DP 454Победа,ПрилетелВыдача багажа: лента А06
102,09:25,Ростов-на-Дону,,A4 201Азимут,ПрилетелВыдача багажа: лента А05
103,Совершил посадку в 09:16,Совершил посадку в 09:16,,A4 201Азимут,ПрилетелВыдача багажа: лента А05
104,09:25,Улан-Удэ,,DP 426Победа,ПрилетелВыдача багажа: лента А06
105,Совершил посадку в 09:47,Совершил посадку в 09:47,,DP 426Победа,ПрилетелВыдача багажа: лента А06
106,09:30,Тегеран,,W5 84Mahan Airlines,ПрилетелВыдача багажа: лента А10
107,Совершил посадку в 09:00,Совершил посадку в 09:00,,W5 84Mahan Airlines,ПрилетелВыдача багажа: лента А10
108,09:30,Кельн,,V8 632Атран,Нет актуальной информации о статусе
109,,,,V8 632Атран,Нет актуальной информации о статусе
110,09:35,Санкт-Петербург,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
111,Совершил посадку в 09:24,Совершил посадку в 09:24,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
112,09:40,Горно-Алтайск,,DP 474Победа,ПрилетелВыдача багажа: лента А08
113,Совершил посадку в 09:37,Совершил посадку в 09:37,,DP 474Победа,ПрилетелВыдача багажа: лента А08
114,09:40,Санкт-Петербург,,"UT 490, 7R 4490ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
115,Совершил посадку в 11:39,Совершил посадку в 11:39,,"UT 490, 7R 4490ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
116,09:50,Когалым,,UT 446ЮТэйр,ПрилетелВыдача багажа: лента А08
117,Совершил посадку в 09:33,Совершил посадку в 09:33,,UT 446ЮТэйр,ПрилетелВыдача багажа: лента А08
118,09:50,Когалым,,TK 9021Turkish Airlines,ПрилетелВыдача багажа: лента А08
119,Совершил посадку в 09:33,Совершил посадку в 09:33,,TK 9021Turkish Airlines,ПрилетелВыдача багажа: лента А08
120,10:20,Сочи,,DP 114Победа,ПрилетелВыдача багажа: лента А05
121,Совершил посадку в 09:59,Совершил посадку в 09:59,,DP 114Победа,ПрилетелВыдача багажа: лента А05
122,10:35,Кайо-Коко,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
123,Совершил посадку в 10:20,Совершил посадку в 10:20,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
124,10:35,Санкт-Петербург,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
125,Совершил посадку в 10:25,Совершил посадку в 10:25,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
126,10:40,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А06
127,Совершил посадку в 10:27,Совершил посадку в 10:27,,DP 188Победа,ПрилетелВыдача багажа: лента А06
128,11:10,Дакка,,ZF 3403Azur Air,ПрилетелВыдача багажа: лента А09
129,Совершил посадку в 11:22,Совершил посадку в 11:22,,ZF 3403Azur Air,ПрилетелВыдача багажа: лента А09
130,11:35,Чебоксары,,DP 460Победа,ПрилетелВыдача багажа: лента А06
131,Совершил посадку в 11:29,Совершил посадку в 11:29,,DP 460Победа,ПрилетелВыдача багажа: лента А06
132,11:40,Казань,,DP 294Победа,ПрилетелВыдача багажа: лента А04
133,Совершил посадку в 11:18,Совершил посадку в 11:18,,DP 294Победа,ПрилетелВыдача багажа: лента А04
134,11:40,Саратов,,DP 476Победа,ПрилетелВыдача багажа: лента А08
135,Совершил посадку в 11:47,Совершил посадку в 11:47,,DP 476Победа,ПрилетелВыдача багажа: лента А08
136,11:50,Казань,,"UT 344, 7R 4344ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
137,Совершил посадку в 11:36,Совершил посадку в 11:36,,"UT 344, 7R 4344ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
138,11:55,Волгоград,,DP 234Победа,ПрилетелВыдача багажа: лента А08
139,Совершил посадку в 11:44,Совершил посадку в 11:44,,DP 234Победа,ПрилетелВыдача багажа: лента А08
140,11:55,Астрахань,,DP 164Победа,ПрилетелВыдача багажа: лента А06
141,Совершил посадку в 11:49,Совершил посадку в 11:49,,DP 164Победа,ПрилетелВыдача багажа: лента А06
142,12:00,Калининград,,"UT 390, 7R 4390ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
143,Совершил посадку в 11:58,Совершил посадку в 11:58,,"UT 390, 7R 4390ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
144,12:00,Калининград,,TK 9077Turkish Airlines,ПрилетелВыдача багажа: лента А04
145,Совершил посадку в 11:58,Совершил посадку в 11:58,,TK 9077Turkish Airlines,ПрилетелВыдача багажа: лента А04
146,12:05,Ульяновск,,DP 486Победа,ПрилетелВыдача багажа: лента А07
147,Совершил посадку в 11:54,Совершил посадку в 11:54,,DP 486Победа,ПрилетелВыдача багажа: лента А07
148,12:10,Калининград,,DP 262Победа,ПрилетелВыдача багажа: лента А07
149,Совершил посадку в 12:14,Совершил посадку в 12:14,,DP 262Победа,ПрилетелВыдача багажа: лента А07
150,12:10,Ургенч,,F7 8832I Fly,ПрилетелВыдача багажа: лента А10
151,Совершил посадку в 12:23,Совершил посадку в 12:23,,F7 8832I Fly,ПрилетелВыдача багажа: лента А10
152,12:30,Махачкала,,R3 762Якутия,ПрилетелВыдача багажа: лента А05
153,Совершил посадку в 12:17,Совершил посадку в 12:17,,R3 762Якутия,ПрилетелВыдача багажа: лента А05
154,12:50,Ставрополь,,DP 186Победа,ПрилетелВыдача багажа: лента А06
155,Совершил посадку в 12:26,Совершил посадку в 12:26,,DP 186Победа,ПрилетелВыдача багажа: лента А06
156,12:50,Сочи,,DP 120Победа,ПрилетелВыдача багажа: лента А08
157,Совершил посадку в 12:33,Совершил посадку в 12:33,,DP 120Победа,ПрилетелВыдача багажа: лента А08
158,13:00,Ереван,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
159,Совершил посадку в 12:54,Совершил посадку в 12:54,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
160,13:00,Нерюнгри,,R3 784Якутия,ПрилетелВыдача багажа: лента А06
