,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
1,Совершил посадку в 23:37 19 июня,Совершил посадку в 23:37 19 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
2,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
3,Совершил посадку в 23:53 19 июня,Совершил посадку в 23:53 19 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
4,00:05,Монастир,,N4 1724Nordwind,D,Нет актуальной информации о статусе
5,,,,N4 1724Nordwind,D,Нет актуальной информации о статусе
6,00:10,Геленджик,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 4
7,Совершил посадку в 23:35 19 июня,Совершил посадку в 23:35 19 июня,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 4
8,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 3
9,Совершил посадку в 23:39 19 июня,Совершил посадку в 23:39 19 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 3
10,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:41 19 июня,Совершил посадку в 23:41 19 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 4
12,00:15,Сплит,,SU 2049Аэрофлот,D,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 00:09,Совершил посадку в 00:09,,SU 2049Аэрофлот,D,ПрилетелВыдача багажа: лента 8
14,00:15,Сочи,,DP 6946Победа,D,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 00:12,Совершил посадку в 00:12,,DP 6946Победа,D,ПрилетелВыдача багажа: лента 3
16,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
17,Совершил посадку в 23:43 19 июня,Совершил посадку в 23:43 19 июня,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
18,00:20,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 23:44 19 июня,Совершил посадку в 23:44 19 июня,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
20,00:25,Санкт-Петербург,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 3
21,Совершил посадку в 00:06,Совершил посадку в 00:06,,"SU 31, JU 7028, AZ 4361Аэрофлот, Air Serbia, Alitalia",B,ПрилетелВыдача багажа: лента 3
22,00:40,Сочи,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
23,Совершил посадку в 00:04 21 июня,Совершил посадку в 00:04 21 июня,,"SU 1131, KL 2859, JU 7041Аэрофлот, KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 5
24,00:45,Белград,,"SU 2097, JU 7075Аэрофлот, Air Serbia",D,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 00:48,Совершил посадку в 00:48,,"SU 2097, JU 7075Аэрофлот, Air Serbia",D,ПрилетелВыдача багажа: лента 9
26,00:50,Барселона,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 6
27,Совершил посадку в 00:16,Совершил посадку в 00:16,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 6
28,00:50,Сочи,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 4
29,Совершил посадку в 00:19,Совершил посадку в 00:19,,"SU 1119, AZ 5552, KL 3197Аэрофлот, Alitalia, KLM",B,ПрилетелВыдача багажа: лента 4
30,00:50,Энфида,,RL 7518Royal Flight,D,ПрилетелВыдача багажа: лента 6-7
31,Совершил посадку в 01:07,Совершил посадку в 01:07,,RL 7518Royal Flight,D,ПрилетелВыдача багажа: лента 6-7
32,00:50,Анапа,,FV 5516Россия,D,ПрилетелВыдача багажа: лента 2
33,Совершил посадку в 06:07,Совершил посадку в 06:07,,FV 5516Россия,D,ПрилетелВыдача багажа: лента 2
34,01:00,Краснодар,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 3
35,Совершил посадку в 00:33,Совершил посадку в 00:33,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 3
36,01:05,Пафос,,SU 2077Аэрофлот,D,Прилетел
37,Совершил посадку в 01:05,Совершил посадку в 01:05,,SU 2077Аэрофлот,D,Прилетел
38,01:10,Санкт-Петербург,,"SU 45, AZ 5561, JU 7032Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
39,Совершил посадку в 00:54,Совершил посадку в 00:54,,"SU 45, AZ 5561, JU 7032Аэрофлот, Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
40,01:30,Симферополь,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
41,Совершил посадку в 00:56,Совершил посадку в 00:56,,"FV 6156, SU 6156Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
42,01:30,Амстердам,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 01:37,Совершил посадку в 01:37,,"KL 905, SU 3206KLM, Аэрофлот",D,ПрилетелВыдача багажа: лента 9
44,01:35,Сочи,,FV 5612Россия,D,ПрилетелВыдача багажа: лента 1
45,Совершил посадку в 01:21,Совершил посадку в 01:21,,FV 5612Россия,D,ПрилетелВыдача багажа: лента 1
46,01:55,Шарджа,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 9
47,Совершил посадку в 02:45,Совершил посадку в 02:45,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 9
48,02:30,Ереван,,"SU 1863, KL 2959Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 7
49,Совершил посадку в 02:00,Совершил посадку в 02:00,,"SU 1863, KL 2959Аэрофлот, KLM",D,ПрилетелВыдача багажа: лента 7
50,02:40,Симферополь,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
51,Совершил посадку в 02:48,Совершил посадку в 02:48,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
52,03:55,Канкун,,N4 356Nordwind,D,ПрилетелВыдача багажа: лента 8-9
53,Совершил посадку в 04:33,Совершил посадку в 04:33,,N4 356Nordwind,D,ПрилетелВыдача багажа: лента 8-9
54,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
55,Совершил посадку в 04:05,Совершил посадку в 04:05,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
56,04:40,Сочи,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 04:13,Совершил посадку в 04:13,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 2
58,04:55,Минеральные Воды,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
59,Совершил посадку в 04:28,Совершил посадку в 04:28,,"SU 1315, KL 3243Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
60,04:55,Дублин,,SU 2591Аэрофлот,D,ПрилетелВыдача багажа: лента 6
61,Совершил посадку в 04:51,Совершил посадку в 04:51,,SU 2591Аэрофлот,D,ПрилетелВыдача багажа: лента 6
62,05:00,Екатеринбург,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 4
63,Совершил посадку в 04:23,Совершил посадку в 04:23,,DP 6542Победа,D,ПрилетелВыдача багажа: лента 4
64,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 6
65,Совершил посадку в 04:41,Совершил посадку в 04:41,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 6
66,05:10,Санкт-Петербург,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 4
67,Совершил посадку в 04:44,Совершил посадку в 04:44,,SU 37Аэрофлот,B,ПрилетелВыдача багажа: лента 4
68,05:10,Мурманск,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
69,Совершил посадку в 04:53,Совершил посадку в 04:53,,"SU 1323, KL 2850Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
70,05:15,Анапа,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 3
71,Совершил посадку в 04:54,Совершил посадку в 04:54,,SU 1145Аэрофлот,B,ПрилетелВыдача багажа: лента 3
72,05:15,Краснодар,,"SU 1113, AZ 3941Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 2
73,Совершил посадку в 05:02,Совершил посадку в 05:02,,"SU 1113, AZ 3941Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 2
74,05:15,Краснодар,,KL 2902KLM,B,ПрилетелВыдача багажа: лента 2
75,Совершил посадку в 05:02,Совершил посадку в 05:02,,KL 2902KLM,B,ПрилетелВыдача багажа: лента 2
76,05:20,Симферополь,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 1
77,Совершил посадку в 04:38,Совершил посадку в 04:38,,SU 1587Аэрофлот,B,ПрилетелВыдача багажа: лента 1
78,05:20,Красноярск,,EO 114Pegas Fly,D,ПрилетелВыдача багажа: лента 3
79,Совершил посадку в 05:00,Совершил посадку в 05:00,,EO 114Pegas Fly,D,ПрилетелВыдача багажа: лента 3
80,05:20,Красноярск,,N4 114Nordwind,D,Нет актуальной информации о статусе
81,,,,N4 114Nordwind,D,Нет актуальной информации о статусе
82,05:30,Баку,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 7
83,Совершил посадку в 04:48,Совершил посадку в 04:48,,SU 1851Аэрофлот,D,ПрилетелВыдача багажа: лента 7
84,05:30,Баку,,KL 2887KLM,D,ПрилетелВыдача багажа: лента 7
85,Совершил посадку в 04:48,Совершил посадку в 04:48,,KL 2887KLM,D,ПрилетелВыдача багажа: лента 7
86,05:45,Челябинск,,"EO 180, N4 180Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
87,Совершил посадку в 05:30,Совершил посадку в 05:30,,"EO 180, N4 180Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
88,05:50,Екатеринбург,,"SU 1409, KL 2874Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
89,Совершил посадку в 05:25,Совершил посадку в 05:25,,"SU 1409, KL 2874Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 5
90,06:00,Кишинёв,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 9
91,Совершил посадку в 05:43,Совершил посадку в 05:43,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 9
92,06:05,Оренбург,,"SU 1245, KL 3256Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
93,Совершил посадку в 05:32,Совершил посадку в 05:32,,"SU 1245, KL 3256Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 4
94,06:05,Калининград,,"SU 1009, KL 2914Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
95,Совершил посадку в 05:35,Совершил посадку в 05:35,,"SU 1009, KL 2914Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 6
96,06:05,Пермь,,DP 6516Победа,D,ПрилетелВыдача багажа: лента 1
97,Совершил посадку в 06:03,Совершил посадку в 06:03,,DP 6516Победа,D,ПрилетелВыдача багажа: лента 1
98,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,
99,Отменен,Отменен,,"FV 6276, SU 6276Россия, Аэрофлот",B,
100,06:10,Новосибирск,,"SU 1549, KL 3226Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
101,Совершил посадку в 05:33,Совершил посадку в 05:33,,"SU 1549, KL 3226Аэрофлот, KLM",B,ПрилетелВыдача багажа: лента 3
102,06:15,Нижний Новгород,,SU 1223Аэрофлот,D,Смена терминалаПрилетелВыдача багажа: лента 4
103,Совершил посадку в 05:39,Совершил посадку в 05:39,,SU 1223Аэрофлот,D,Смена терминалаПрилетелВыдача багажа: лента 4
104,06:15,Сургут,,"SU 1511, AZ 5674Аэрофлот, Alitalia",B,ПрилетелВыдача багажа: лента 5
