,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:25 1 апр,Сургут,,UT 246ЮТэйр,ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:01 2 апр,Совершил посадку в 00:01 2 апр,,UT 246ЮТэйр,ПрилетелВыдача багажа: лента А05
2,23:45 1 апр,Тюмень,,"UT 464, TK 9002ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
3,Совершил посадку в 00:23 2 апр,Совершил посадку в 00:23 2 апр,,"UT 464, TK 9002ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
4,00:05,Дубай,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
5,,,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
6,00:25,Махачкала,,UT 1558ЮТэйр,ПрилетелВыдача багажа: лента А08
7,Совершил посадку в 00:19,Совершил посадку в 00:19,,UT 1558ЮТэйр,ПрилетелВыдача багажа: лента А08
8,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 00:06,Совершил посадку в 00:06,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
10,00:45,Грозный,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А05
11,Совершил посадку в 00:32,Совершил посадку в 00:32,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А05
12,00:45,Минеральные Воды,,UT 1274ЮТэйр,ПрилетелВыдача багажа: лента А06
13,Совершил посадку в 00:36,Совершил посадку в 00:36,,UT 1274ЮТэйр,ПрилетелВыдача багажа: лента А06
14,00:55,Калининград,,R3 776Якутия,ПрилетелВыдача багажа: лента А04
15,Совершил посадку в 01:55,Совершил посадку в 01:55,,R3 776Якутия,ПрилетелВыдача багажа: лента А04
16,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
17,Совершил посадку в 01:20,Совершил посадку в 01:20,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
18,01:50,Благовещенск,,4G 9652Газпромавиа,ПрилетелВыдача багажа: лента А05
19,Совершил посадку в 03:21,Совершил посадку в 03:21,,4G 9652Газпромавиа,ПрилетелВыдача багажа: лента А05
20,02:10,Душанбе,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А10
21,Совершил посадку в 03:14,Совершил посадку в 03:14,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А10
22,05:00,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
23,Совершил посадку в 04:39,Совершил посадку в 04:39,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
24,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
25,Совершил посадку в 05:33,Совершил посадку в 05:33,,DP 420Победа,ПрилетелВыдача багажа: лента А05
26,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А07
27,Совершил посадку в 05:42,Совершил посадку в 05:42,,DP 472Победа,ПрилетелВыдача багажа: лента А07
28,05:40,Якутск,,"R3 479, 6R 4479Якутия, Алроса",ПрилетелВыдача багажа: лента А06
29,Совершил посадку в 05:03,Совершил посадку в 05:03,,"R3 479, 6R 4479Якутия, Алроса",ПрилетелВыдача багажа: лента А06
30,06:05,Самара,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А08
31,Совершил посадку в 05:57,Совершил посадку в 05:57,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А08
32,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А06
33,Совершил посадку в 06:07,Совершил посадку в 06:07,,DP 414Победа,ПрилетелВыдача багажа: лента А06
34,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А04
35,Совершил посадку в 06:13,Совершил посадку в 06:13,,DP 434Победа,ПрилетелВыдача багажа: лента А04
36,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 07:00,Совершил посадку в 07:00,,DP 496Победа,ПрилетелВыдача багажа: лента А06
38,07:00,Краснодар,,UT 536ЮТэйр,ПрилетелВыдача багажа: лента А05
39,Совершил посадку в 07:04,Совершил посадку в 07:04,,UT 536ЮТэйр,ПрилетелВыдача багажа: лента А05
40,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А05
41,Совершил посадку в 07:12,Совершил посадку в 07:12,,DP 450Победа,ПрилетелВыдача багажа: лента А05
42,07:10,Минеральные Воды,,UT 574ЮТэйр,ПрилетелВыдача багажа: лента А08
43,Совершил посадку в 07:16,Совершил посадку в 07:16,,UT 574ЮТэйр,ПрилетелВыдача багажа: лента А08
44,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А04
45,Совершил посадку в 07:07,Совершил посадку в 07:07,,DP 436Победа,ПрилетелВыдача багажа: лента А04
46,07:20,Сочи,,"UT 580, TK 9156ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
47,Совершил посадку в 07:19,Совершил посадку в 07:19,,"UT 580, TK 9156ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
48,07:20,Самарканд,,HY 605Узбекистон Хаво Йуллари,Нет актуальной информации о статусе
49,,,,HY 605Узбекистон Хаво Йуллари,Нет актуальной информации о статусе
50,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
51,Совершил посадку в 07:28,Совершил посадку в 07:28,,DP 260Победа,ПрилетелВыдача багажа: лента А06
52,07:20,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
53,Совершил посадку в 08:01,Совершил посадку в 08:01,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
54,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
55,Совершил посадку в 07:24,Совершил посадку в 07:24,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
56,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А05
57,Совершил посадку в 08:09,Совершил посадку в 08:09,,DP 444Победа,ПрилетелВыдача багажа: лента А05
58,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А08
59,Совершил посадку в 08:05,Совершил посадку в 08:05,,DP 406Победа,ПрилетелВыдача багажа: лента А08
60,08:00,Тюмень,,"UT 454, TK 9000ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
61,Совершил посадку в 08:55,Совершил посадку в 08:55,,"UT 454, TK 9000ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
62,08:05,Красноярск,,"UT 572, TK 9027ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
63,Совершил посадку в 12:05,Совершил посадку в 12:05,,"UT 572, TK 9027ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
64,08:10,Уфа,,"UT 364, TK 9049ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
65,Совершил посадку в 08:17,Совершил посадку в 08:17,,"UT 364, TK 9049ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
66,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А04
67,Совершил посадку в 10:29,Совершил посадку в 10:29,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А04
