,Время,Направление,Unnamed: 2,Рейс,Статус
0,22:20 30 мая,Симферополь,,U6 2792Уральские авиалинии,Прилетел
1,Совершил посадку в 00:12 31 мая,Совершил посадку в 00:12 31 мая,,U6 2792Уральские авиалинии,Прилетел
2,23:40 30 мая,Симферополь,,U6 2842Уральские авиалинии,Прилетел
3,Совершил посадку в 00:25 31 мая,Совершил посадку в 00:25 31 мая,,U6 2842Уральские авиалинии,Прилетел
4,23:45 30 мая,Калининград,,U6 74Уральские авиалинии,Прилетел
5,Совершил посадку в 01:14 31 мая,Совершил посадку в 01:14 31 мая,,U6 74Уральские авиалинии,Прилетел
6,23:50 30 мая,Калининград,,"WZ 102, 5N 6102Red Wings, Smartavia",Прилетел
7,Совершил посадку в 00:03 31 мая,Совершил посадку в 00:03 31 мая,,"WZ 102, 5N 6102Red Wings, Smartavia",Прилетел
8,23:55 30 мая,Санкт-Петербург,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
9,Совершил посадку в 00:01 31 мая,Совершил посадку в 00:01 31 мая,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
10,00:20,Краснодар,,LY 8910El Al,Прилетел
11,Совершил посадку в 00:07,Совершил посадку в 00:07,,LY 8910El Al,Прилетел
12,00:20,Краснодар,,S7 2078S7 Airlines,Прилетел
13,Совершил посадку в 00:07,Совершил посадку в 00:07,,S7 2078S7 Airlines,Прилетел
14,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
15,Совершил посадку в 00:11,Совершил посадку в 00:11,,S7 2108S7 Airlines,Прилетел
16,00:20,Анапа,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
17,Совершил посадку в 00:11,Совершил посадку в 00:11,,"KC 1508, EK 7912Air Astana, Emirates",Прилетел
18,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
19,Совершил посадку в 00:32,Совершил посадку в 00:32,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
20,00:55,Нур-Султан (Астана),,KC 8730Air Astana,Нет актуальной информации о статусе
21,,,,KC 8730Air Astana,Нет актуальной информации о статусе
22,01:05,Анапа,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
23,Совершил посадку в 00:46,Совершил посадку в 00:46,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
24,01:10,Касабланка,,S7 3776S7 Airlines,Прилетел
25,Совершил посадку в 01:13,Совершил посадку в 01:13,,S7 3776S7 Airlines,Прилетел
26,01:25,Симферополь,,IO 556ИрАэро,Прилетел
27,Совершил посадку в 01:11,Совершил посадку в 01:11,,IO 556ИрАэро,Прилетел
28,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
29,Совершил посадку в 01:36,Совершил посадку в 01:36,,S7 2014S7 Airlines,Прилетел
30,01:50,Сочи,,KC 1560Air Astana,Прилетел
31,Совершил посадку в 01:48,Совершил посадку в 01:48,,KC 1560Air Astana,Прилетел
32,01:50,Сочи,,S7 2050S7 Airlines,Прилетел
33,Совершил посадку в 01:48,Совершил посадку в 01:48,,S7 2050S7 Airlines,Прилетел
34,01:50,Сочи,,LY 8874El Al,Прилетел
35,Совершил посадку в 01:48,Совершил посадку в 01:48,,LY 8874El Al,Прилетел
36,01:55,Симферополь,,U6 48Уральские авиалинии,Прилетел
37,Совершил посадку в 02:01,Совершил посадку в 02:01,,U6 48Уральские авиалинии,Прилетел
38,04:25,Тюмень,,S7 2624S7 Airlines,Прилетел
39,Совершил посадку в 04:25,Совершил посадку в 04:25,,S7 2624S7 Airlines,Прилетел
40,05:30,Уфа,,LY 8914El Al,Прилетел
41,Совершил посадку в 05:12,Совершил посадку в 05:12,,LY 8914El Al,Прилетел
42,05:30,Уфа,,S7 1132S7 Airlines,Прилетел
43,Совершил посадку в 05:12,Совершил посадку в 05:12,,S7 1132S7 Airlines,Прилетел
44,05:30,Уфа,,"SQ 1924, EK 7864, EY 8728Singapore Airlines, Emirates, Etihad Airways",Прилетел
45,Совершил посадку в 05:12,Совершил посадку в 05:12,,"SQ 1924, EK 7864, EY 8728Singapore Airlines, Emirates, Etihad Airways",Прилетел
46,05:35,Новосибирск,,6R 543Алроса,Прилетел
47,Совершил посадку в 05:39,Совершил посадку в 05:39,,6R 543Алроса,Прилетел
48,06:10,Екатеринбург,,WZ 422Red Wings,Прилетел
49,Совершил посадку в 06:08,Совершил посадку в 06:08,,WZ 422Red Wings,Прилетел
50,06:15,Нижний Новгород,,"S7 1100, EY 8630S7 Airlines, Etihad Airways",Прилетел
51,Совершил посадку в 06:11,Совершил посадку в 06:11,,"S7 1100, EY 8630S7 Airlines, Etihad Airways",Прилетел
52,06:20,Самара,,"S7 1080, EY 8652, B2 180, KC 1438S7 Airlines, Etihad Airways, Белавиа, Air Astana",Прилетел
53,Совершил посадку в 06:02,Совершил посадку в 06:02,,"S7 1080, EY 8652, B2 180, KC 1438S7 Airlines, Etihad Airways, Белавиа, Air Astana",Прилетел
54,06:20,Симферополь,,U6 8Уральские авиалинии,Прилетел
55,Совершил посадку в 07:44,Совершил посадку в 07:44,,U6 8Уральские авиалинии,Прилетел
56,06:35,Сочи,,5N 292Smartavia,Прилетел
57,Совершил посадку в 06:14,Совершил посадку в 06:14,,5N 292Smartavia,Прилетел
58,06:35,Казань,,"KC 1440, EY 8657, LY 8968Air Astana, Etihad Airways, El Al",Прилетел
59,Совершил посадку в 06:31,Совершил посадку в 06:31,,"KC 1440, EY 8657, LY 8968Air Astana, Etihad Airways, El Al",Прилетел
60,06:35,Казань,,"S7 1060, B2 160S7 Airlines, Белавиа",Прилетел
