,Время,Направление,Unnamed: 2,Рейс,Статус
0,20:20 12 июня,Симферополь,,U6 576Уральские авиалинии,Прилетел
1,Совершил посадку в 00:35 13 июня,Совершил посадку в 00:35 13 июня,,U6 576Уральские авиалинии,Прилетел
2,20:50 12 июня,Анапа,,U6 158Уральские авиалинии,Прилетел
3,Совершил посадку в 01:47 13 июня,Совершил посадку в 01:47 13 июня,,U6 158Уральские авиалинии,Прилетел
4,20:55 12 июня,Краснодар,,U6 110Уральские авиалинии,Прилетел
5,Совершил посадку в 00:17 13 июня,Совершил посадку в 00:17 13 июня,,U6 110Уральские авиалинии,Прилетел
6,21:40 12 июня,Сочи,,U6 378Уральские авиалинии,Прилетел
7,Совершил посадку в 01:53 13 июня,Совершил посадку в 01:53 13 июня,,U6 378Уральские авиалинии,Прилетел
8,22:05 12 июня,Симферополь,,U6 522Уральские авиалинии,Прилетел
9,Совершил посадку в 03:51 13 июня,Совершил посадку в 03:51 13 июня,,U6 522Уральские авиалинии,Прилетел
10,22:20 12 июня,Симферополь,,U6 2792Уральские авиалинии,Прилетел
11,Совершил посадку в 05:00 13 июня,Совершил посадку в 05:00 13 июня,,U6 2792Уральские авиалинии,Прилетел
12,23:25 12 июня,Анапа,,U6 1394Уральские авиалинии,Прилетел
13,Совершил посадку в 00:17 13 июня,Совершил посадку в 00:17 13 июня,,U6 1394Уральские авиалинии,Прилетел
14,23:40 12 июня,Симферополь,,U6 2842Уральские авиалинии,Прилетел
15,Совершил посадку в 05:42 13 июня,Совершил посадку в 05:42 13 июня,,U6 2842Уральские авиалинии,Прилетел
16,23:55 12 июня,Калининград,,U6 74Уральские авиалинии,Прилетел
17,Совершил посадку в 01:10 13 июня,Совершил посадку в 01:10 13 июня,,U6 74Уральские авиалинии,Прилетел
18,00:20,Анапа,,"S7 2108, EK 7912, KC 1508S7 Airlines, Emirates, Air Astana",Прилетел
19,Совершил посадку в 00:15,Совершил посадку в 00:15,,"S7 2108, EK 7912, KC 1508S7 Airlines, Emirates, Air Astana",Прилетел
20,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
21,Совершил посадку в 01:37,Совершил посадку в 01:37,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
22,00:30,Анапа,,U6 686Уральские авиалинии,Прилетел
23,Совершил посадку в 00:54,Совершил посадку в 00:54,,U6 686Уральские авиалинии,Прилетел
24,00:35,Калининград,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
25,Совершил посадку в 00:34,Совершил посадку в 00:34,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
26,00:40,Пафос,,WZ 5076Red Wings,Прилетел
27,Совершил посадку в 01:38,Совершил посадку в 01:38,,WZ 5076Red Wings,Прилетел
28,01:05,Анапа,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
29,Совершил посадку в 01:04,Совершил посадку в 01:04,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
30,01:40,Карши,,RL 2604Royal Flight,Прилетел
31,Совершил посадку в 02:47,Совершил посадку в 02:47,,RL 2604Royal Flight,Прилетел
32,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
33,Совершил посадку в 01:30,Совершил посадку в 01:30,,S7 2014S7 Airlines,Прилетел
34,01:50,Сочи,,"S7 2050, LY 8874, KC 1560, AT 9004S7 Airlines, El Al, Air Astana, Royal Air Maroc",Прилетел
35,Совершил посадку в 03:58,Совершил посадку в 03:58,,"S7 2050, LY 8874, KC 1560, AT 9004S7 Airlines, El Al, Air Astana, Royal Air Maroc",Прилетел
36,01:55,Симферополь,,U6 48Уральские авиалинии,Прилетел
37,Совершил посадку в 02:18,Совершил посадку в 02:18,,U6 48Уральские авиалинии,Прилетел
38,02:10,Волгоград,,S7 2152S7 Airlines,Прилетел
39,Совершил посадку в 02:24,Совершил посадку в 02:24,,S7 2152S7 Airlines,Прилетел
40,02:20,Калининград,,S7 1220S7 Airlines,Прилетел
41,Совершил посадку в 02:08,Совершил посадку в 02:08,,S7 1220S7 Airlines,Прилетел
42,03:50,Сочи,,RT 9633ЮВТ Аэро,
43,Отменен,Отменен,,RT 9633ЮВТ Аэро,
44,04:00,Лондон,,BA 882British Airways,
45,Отменен,Отменен,,BA 882British Airways,
