,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 15 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 23:51 14 апр,Совершил посадку в 23:51 14 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
2,00:10 15 апр,Анталья,,N4 6620Nordwind,D,ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 23:42 14 апр,Совершил посадку в 23:42 14 апр,,N4 6620Nordwind,D,ПрилетелВыдача багажа: лента 9
4,00:15 15 апр,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
5,Совершил посадку в 23:29 14 апр,Совершил посадку в 23:29 14 апр,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
6,00:15 15 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:29 14 апр,Совершил посадку в 23:29 14 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:20 15 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 23:47 14 апр,Совершил посадку в 23:47 14 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
10,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 00:01,Совершил посадку в 00:01,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 2
12,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 2
13,Совершил посадку в 00:01,Совершил посадку в 00:01,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 2
14,00:55,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 7
15,Совершил посадку в 00:15,Совершил посадку в 00:15,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 7
16,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 8
17,Совершил посадку в 00:54,Совершил посадку в 00:54,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 8
