,Время,Направление,Unnamed: 2,Рейс,Статус
0,18:20 30 июня,Сочи,,ФВ 5604Россия,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 02:09 1 июля,Совершил посадку в 02:09 1 июля,,ФВ 5604Россия,ПрилетелВыдача багажа: лента 9
2,21:55 30 июня,Анапа,,U6 302Уральские авиалинии,ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 02:24 1 июля,Совершил посадку в 02:24 1 июля,,U6 302Уральские авиалинии,ПрилетелВыдача багажа: лента 9
4,22:25 30 июня,Краснодар,,U6 210Уральские авиалинии,ПрилетелВыдача багажа: лента 9
5,Совершил посадку в 00:23 1 июля,Совершил посадку в 00:23 1 июля,,U6 210Уральские авиалинии,ПрилетелВыдача багажа: лента 9
6,22:25 30 июня,Сочи,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
7,Совершил посадку в 05:17 1 июля,Совершил посадку в 05:17 1 июля,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
8,22:55 30 июня,Казань,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
9,Совершил посадку в 01:24 1 июля,Совершил посадку в 01:24 1 июля,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
10,00:30,Анталья,,N4 1842ЦNordwind,Нет актуальной информации о статусе
11,,,,N4 1842ЦNordwind,Нет актуальной информации о статусе
12,00:35,Геленджик,,SU 2862Аэрофлот,ПрилетелВыдача багажа: лента 10
13,Совершил посадку в 00:20,Совершил посадку в 00:20,,SU 2862Аэрофлот,ПрилетелВыдача багажа: лента 10
14,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
15,Совершил посадку в 02:15,Совершил посадку в 02:15,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
16,01:00,Ларнака,,ZF 9674Azur Air,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 01:14,Совершил посадку в 01:14,,ZF 9674Azur Air,ПрилетелВыдача багажа: лента 2
18,01:05,Анталья,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 01:20 2 июля,Совершил посадку в 01:20 2 июля,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
20,01:45,Анталья,,RL 8072Royal Flight,Прилетел
21,Совершил посадку в 01:45,Совершил посадку в 01:45,,RL 8072Royal Flight,Прилетел
22,01:45,Анталья,,RL 8170Royal Flight,ПрилетелВыдача багажа: лента 2
23,Совершил посадку в 02:04,Совершил посадку в 02:04,,RL 8170Royal Flight,ПрилетелВыдача багажа: лента 2
24,01:55,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
25,Совершил посадку в 01:45,Совершил посадку в 01:45,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
26,02:05,Сочи,,SU 2872Аэрофлот,ПрилетелВыдача багажа: лента 10
27,Совершил посадку в 01:58,Совершил посадку в 01:58,,SU 2872Аэрофлот,ПрилетелВыдача багажа: лента 10
28,02:15,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
29,Совершил посадку в 03:40,Совершил посадку в 03:40,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
30,02:25,Анталья,,XC 8185Corendon Airlines,Прилетел
31,Совершил посадку в 02:25,Совершил посадку в 02:25,,XC 8185Corendon Airlines,Прилетел
32,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 9
33,Совершил посадку в 03:11,Совершил посадку в 03:11,,DP 6541Победа,ПрилетелВыдача багажа: лента 9
34,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 8
35,Совершил посадку в 03:31,Совершил посадку в 03:31,,DP 403Победа,ПрилетелВыдача багажа: лента 8
36,03:35,Ларнака,,S7 6455S7 Airlines,ПрилетелВыдача багажа: лента 3
37,Совершил посадку в 02:52,Совершил посадку в 02:52,,S7 6455S7 Airlines,ПрилетелВыдача багажа: лента 3
38,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 10
39,Совершил посадку в 05:26,Совершил посадку в 05:26,,N4 173Nordwind,ПрилетелВыдача багажа: лента 10
40,04:00,Москва,,"U6 271, B2 471Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
41,Совершил посадку в 05:37,Совершил посадку в 05:37,,"U6 271, B2 471Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
42,04:10,Москва,,"SU 1408, LO 4453, JU 7067Аэрофлот, Lot, Air Serbia",ПрилетелВыдача багажа: лента 8
43,Совершил посадку в 03:58,Совершил посадку в 03:58,,"SU 1408, LO 4453, JU 7067Аэрофлот, Lot, Air Serbia",ПрилетелВыдача багажа: лента 8
44,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 9
45,Совершил посадку в 04:22,Совершил посадку в 04:22,,DP 405Победа,ПрилетелВыдача багажа: лента 9
46,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 10
47,Совершил посадку в 05:07,Совершил посадку в 05:07,,DP 515Победа,ПрилетелВыдача багажа: лента 10
48,04:50,Симферополь,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 10
49,Совершил посадку в 06:07,Совершил посадку в 06:07,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 10
50,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 8
51,Совершил посадку в 04:58,Совершил посадку в 04:58,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 8
52,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 9
53,Совершил посадку в 05:01,Совершил посадку в 05:01,,DP 339Победа,ПрилетелВыдача багажа: лента 9
54,05:05,Сочи,,N4 142Nordwind,ПрилетелВыдача багажа: лента 7
55,Совершил посадку в 05:41,Совершил посадку в 05:41,,N4 142Nordwind,ПрилетелВыдача багажа: лента 7
56,05:20,Анталья,,EO 1842Pegas Fly,ПрилетелВыдача багажа: лента 2
57,Совершил посадку в 04:41,Совершил посадку в 04:41,,EO 1842Pegas Fly,ПрилетелВыдача багажа: лента 2
