,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,23:55 3 апр,Бухарест,,D2 9917Северсталь,D,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 00:23 4 апр,Совершил посадку в 00:23 4 апр,,D2 9917Северсталь,D,ПрилетелВыдача багажа: лента 6
2,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
3,,,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
4,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 01:21,Совершил посадку в 01:21,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
6,00:15 4 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:46 3 апр,Совершил посадку в 23:46 3 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:15,Шарджа,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 00:43,Совершил посадку в 00:43,,FV 5734Россия,D,ПрилетелВыдача багажа: лента 9
10,00:20 4 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
11,Совершил посадку в 23:48 3 апр,Совершил посадку в 23:48 3 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
12,00:20,Челябинск,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
13,,,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
14,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 00:04,Совершил посадку в 00:04,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
16,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
17,Совершил посадку в 00:04,Совершил посадку в 00:04,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
18,00:45,Барселона,,SU 2515Аэрофлот,D,ПрилетелВыдача багажа: лента 7
