,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:20 28 мар,Сочи,,U6 422Уральские авиалинии,Прилетел
1,Совершил посадку в 01:25 29 мар,Совершил посадку в 01:25 29 мар,,U6 422Уральские авиалинии,Прилетел
2,23:40 28 мар,Симферополь,,U6 2842Уральские авиалинии,Прилетел
3,Совершил посадку в 00:47 29 мар,Совершил посадку в 00:47 29 мар,,U6 2842Уральские авиалинии,Прилетел
4,00:10 29 мар,Симферополь,,S7 2014S7 Airlines,Прилетел
5,Совершил посадку в 23:57 28 мар,Совершил посадку в 23:57 28 мар,,S7 2014S7 Airlines,Прилетел
6,00:20,Краснодар,,"S7 2078, QR 5706S7 Airlines, Qatar Airways",Прилетел
7,Совершил посадку в 00:14,Совершил посадку в 00:14,,"S7 2078, QR 5706S7 Airlines, Qatar Airways",Прилетел
8,00:25,Мюнхен,,LH 2530Lufthansa,Нет актуальной информации о статусе
9,,,,LH 2530Lufthansa,Нет актуальной информации о статусе
10,00:55,Вена,,OS 605Austrian,Нет актуальной информации о статусе
11,,,,OS 605Austrian,Нет актуальной информации о статусе
12,01:30,Калининград,,S7 1210S7 Airlines,Прилетел
13,Совершил посадку в 01:30,Совершил посадку в 01:30,,S7 1210S7 Airlines,Прилетел
14,01:50,Анталья,,PC 1580Pegasus,Нет актуальной информации о статусе
15,,,,PC 1580Pegasus,Нет актуальной информации о статусе
16,02:10,Симферополь,,S7 2010S7 Airlines,Прилетел
17,Совершил посадку в 02:13,Совершил посадку в 02:13,,S7 2010S7 Airlines,Прилетел
18,02:55,Цюрих,,LX 1324Swiss,Нет актуальной информации о статусе
19,,,,LX 1324Swiss,Нет актуальной информации о статусе
20,05:20,Екатеринбург,,WZ 422Red Wings,Прилетел
21,Совершил посадку в 05:20,Совершил посадку в 05:20,,WZ 422Red Wings,Прилетел
22,05:30,Уфа,,"S7 1132, SQ 1924, QR 5760, EK 7864, EY 8728, LY 8914, TP 8151S7 Airlines, Singapore Airlines, Qatar Airways, Emirates, Etihad Airways, El Al, Tap",Прилетел
23,Совершил посадку в 05:00,Совершил посадку в 05:00,,"S7 1132, SQ 1924, QR 5760, EK 7864, EY 8728, LY 8914, TP 8151S7 Airlines, Singapore Airlines, Qatar Airways, Emirates, Etihad Airways, El Al, Tap",Прилетел
24,06:15,Нижний Новгород,,"S7 1100, KC 1569S7 Airlines, Air Astana",Прилетел
25,Совершил посадку в 06:09,Совершил посадку в 06:09,,"S7 1100, KC 1569S7 Airlines, Air Astana",Прилетел
26,06:20,Самара,,"S7 1080, LY 8930, B2 180, TP 8149, KC 1438, EY 8652, QR 5712S7 Airlines, El Al, Белавиа, Tap, Air Astana, Etihad Airways, Qatar Airways",Прилетел
27,Совершил посадку в 06:03,Совершил посадку в 06:03,,"S7 1080, LY 8930, B2 180, TP 8149, KC 1438, EY 8652, QR 5712S7 Airlines, El Al, Белавиа, Tap, Air Astana, Etihad Airways, Qatar Airways",Прилетел
28,06:30,Карши,,IO 7704ИрАэро,Прилетел
29,Совершил посадку в 11:41,Совершил посадку в 11:41,,IO 7704ИрАэро,Прилетел
30,06:35,Казань,,"S7 1060, B2 160, EY 8657, QR 5715, LY 8968, TP 8139, KC 1440S7 Airlines, Белавиа, Etihad Airways, Qatar Airways, El Al, Tap, Air Astana",Прилетел
31,Совершил посадку в 06:20,Совершил посадку в 06:20,,"S7 1060, B2 160, EY 8657, QR 5715, LY 8968, TP 8139, KC 1440S7 Airlines, Белавиа, Etihad Airways, Qatar Airways, El Al, Tap, Air Astana",Прилетел
32,06:35,Манама,,GF 12Gulf Air,Нет актуальной информации о статусе
33,,,,GF 12Gulf Air,Нет актуальной информации о статусе
34,06:40,Ульяновск,,"S7 1184, EK 7894, QR 5636S7 Airlines, Emirates, Qatar Airways",Прилетел
35,Совершил посадку в 06:47,Совершил посадку в 06:47,,"S7 1184, EK 7894, QR 5636S7 Airlines, Emirates, Qatar Airways",Прилетел
36,06:45,Новосибирск,,"S7 2502, EY 8693, LY 8978, TP 8157, QR 5739, B2 152S7 Airlines, Etihad Airways, El Al, Tap, Qatar Airways, Белавиа",Прилетел
37,Совершил посадку в 06:33,Совершил посадку в 06:33,,"S7 2502, EY 8693, LY 8978, TP 8157, QR 5739, B2 152S7 Airlines, Etihad Airways, El Al, Tap, Qatar Airways, Белавиа",Прилетел
38,06:45,Екатеринбург,,"S7 1172, B2 172, SQ 1914, QR 5756, LY 8942, A3 3513, EK 7862, EY 8721, TP 8145S7 Airlines, Белавиа, Singapore Airlines, Qatar Airways, El Al, Aegean Airlines, Emirates, Etihad Airways, Tap",Прилетел
39,Совершил посадку в 06:40,Совершил посадку в 06:40,,"S7 1172, B2 172, SQ 1914, QR 5756, LY 8942, A3 3513, EK 7862, EY 8721, TP 8145S7 Airlines, Белавиа, Singapore Airlines, Qatar Airways, El Al, Aegean Airlines, Emirates, Etihad Airways, Tap",Прилетел
40,06:50,Санкт-Петербург,,"S7 1026, QR 5386S7 Airlines, Qatar Airways",Прилетел
41,Совершил посадку в 06:46,Совершил посадку в 06:46,,"S7 1026, QR 5386S7 Airlines, Qatar Airways",Прилетел
42,07:00,Мурманск,,"S7 1228, QR 5727, EK 7882, EY 8672, KC 1458S7 Airlines, Qatar Airways, Emirates, Etihad Airways, Air Astana",Прилетел
43,Совершил посадку в 06:58,Совершил посадку в 06:58,,"S7 1228, QR 5727, EK 7882, EY 8672, KC 1458S7 Airlines, Qatar Airways, Emirates, Etihad Airways, Air Astana",Прилетел
44,07:05,Омск,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
45,Совершил посадку в 07:28,Совершил посадку в 07:28,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
46,07:10,Челябинск,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
47,Совершил посадку в 07:40,Совершил посадку в 07:40,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
48,07:20,Екатеринбург,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
49,Совершил посадку в 07:07,Совершил посадку в 07:07,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
50,07:20,Новокузнецк,,"S7 2626, EY 8676, LY 8884, QR 5731, EK 7966, SQ 1960S7 Airlines, Etihad Airways, El Al, Qatar Airways, Emirates, Singapore Airlines",Прилетел
51,Совершил посадку в 07:12,Совершил посадку в 07:12,,"S7 2626, EY 8676, LY 8884, QR 5731, EK 7966, SQ 1960S7 Airlines, Etihad Airways, El Al, Qatar Airways, Emirates, Singapore Airlines",Прилетел
52,07:20,Краснодар,,"S7 2080, EY 8647, LY 8900, QR 5707, KC 1468, TP 8161S7 Airlines, Etihad Airways, El Al, Qatar Airways, Air Astana, Tap",Прилетел
53,Совершил посадку в 07:15,Совершил посадку в 07:15,,"S7 2080, EY 8647, LY 8900, QR 5707, KC 1468, TP 8161S7 Airlines, Etihad Airways, El Al, Qatar Airways, Air Astana, Tap",Прилетел
54,07:20,Ростов-на-Дону,,"S7 2128, BA 8774, LY 8920, EK 7834, KC 1498, EY 8712, TP 8168, SQ 1974, QR 5753S7 Airlines, British Airways, El Al, Emirates, Air Astana, Etihad Airways, Tap, Singapore Airlines, Qatar Airways",Прилетел
55,Совершил посадку в 07:28,Совершил посадку в 07:28,,"S7 2128, BA 8774, LY 8920, EK 7834, KC 1498, EY 8712, TP 8168, SQ 1974, QR 5753S7 Airlines, British Airways, El Al, Emirates, Air Astana, Etihad Airways, Tap, Singapore Airlines, Qatar Airways",Прилетел
56,07:25,Пермь,,"S7 1160, A3 3544, EY 8701, SQ 1948, LY 8988, TP 8175, EK 7829, QR 5747S7 Airlines, Aegean Airlines, Etihad Airways, Singapore Airlines, El Al, Tap, Emirates, Qatar Airways",Прилетел
57,Совершил посадку в 06:55,Совершил посадку в 06:55,,"S7 1160, A3 3544, EY 8701, SQ 1948, LY 8988, TP 8175, EK 7829, QR 5747S7 Airlines, Aegean Airlines, Etihad Airways, Singapore Airlines, El Al, Tap, Emirates, Qatar Airways",Прилетел
58,07:30,Челябинск,,"S7 1142, QR 5612, EK 7854, LY 8952, EY 8615, SQ 1902S7 Airlines, Qatar Airways, Emirates, El Al, Etihad Airways, Singapore Airlines",Прилетел
59,Совершил посадку в 07:12,Совершил посадку в 07:12,,"S7 1142, QR 5612, EK 7854, LY 8952, EY 8615, SQ 1902S7 Airlines, Qatar Airways, Emirates, El Al, Etihad Airways, Singapore Airlines",Прилетел
60,07:30,Сочи,,"S7 2052, LY 8910, TP 8135, EY 8609, QR 5606S7 Airlines, El Al, Tap, Etihad Airways, Qatar Airways",Прилетел
61,Совершил посадку в 07:19,Совершил посадку в 07:19,,"S7 2052, LY 8910, TP 8135, EY 8609, QR 5606S7 Airlines, El Al, Tap, Etihad Airways, Qatar Airways",Прилетел
