,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 4 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
1,Совершил посадку в 23:53 3 мая,Совершил посадку в 23:53 3 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
2,00:05 4 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
3,Совершил посадку в 23:53 3 мая,Совершил посадку в 23:53 3 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
4,00:15 4 мая,Сочи,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 2
5,Совершил посадку в 23:37 3 мая,Совершил посадку в 23:37 3 мая,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 2
6,00:15 4 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:37 3 мая,Совершил посадку в 23:37 3 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:15 4 мая,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:37 3 мая,Совершил посадку в 23:37 3 мая,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 2
10,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 00:01,Совершил посадку в 00:01,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
12,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 01:02,Совершил посадку в 01:02,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 3
14,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 01:02,Совершил посадку в 01:02,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
16,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
17,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
18,00:55,Оренбург,,"EO 530, N4 530Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
19,Совершил посадку в 00:31,Совершил посадку в 00:31,,"EO 530, N4 530Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 3
20,00:55,Сочи,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 2
21,Совершил посадку в 00:43,Совершил посадку в 00:43,,KL 3197KLM,B,ПрилетелВыдача багажа: лента 2
22,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
23,Совершил посадку в 00:43,Совершил посадку в 00:43,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
24,00:55,Сочи,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 2
25,Совершил посадку в 00:43,Совершил посадку в 00:43,,AZ 5552Alitalia,B,ПрилетелВыдача багажа: лента 2
26,01:00,Анталья,,N4 6620ЦNordwind,D,Нет актуальной информации о статусе
27,,,,N4 6620ЦNordwind,D,Нет актуальной информации о статусе
28,01:10,Санкт-Петербург,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 6
29,Совершил посадку в 00:59,Совершил посадку в 00:59,,SU 45Аэрофлот,B,ПрилетелВыдача багажа: лента 6
30,01:10,Санкт-Петербург,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 6
31,Совершил посадку в 00:59,Совершил посадку в 00:59,,"AZ 5561, JU 7032Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 6
32,04:05,Варадеро,,RL 574Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
33,Совершил посадку в 04:35,Совершил посадку в 04:35,,RL 574Royal Flight,D,ПрилетелВыдача багажа: лента 8-9
34,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
35,Совершил посадку в 04:16,Совершил посадку в 04:16,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
36,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 4
37,Совершил посадку в 04:19,Совершил посадку в 04:19,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 4
38,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 4
39,Совершил посадку в 04:19,Совершил посадку в 04:19,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 4
40,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 3
41,Совершил посадку в 04:23,Совершил посадку в 04:23,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 3
42,05:10,Мурманск,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
43,Совершил посадку в 05:07,Совершил посадку в 05:07,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
44,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
45,Совершил посадку в 05:07,Совершил посадку в 05:07,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
46,05:30,Баку,,SU 1853Аэрофлот,D,ПрилетелВыдача багажа: лента 6
47,Совершил посадку в 04:50,Совершил посадку в 04:50,,SU 1853Аэрофлот,D,ПрилетелВыдача багажа: лента 6
48,05:45,Екатеринбург,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 4
49,Совершил посадку в 05:26,Совершил посадку в 05:26,,KL 2874KLM,B,ПрилетелВыдача багажа: лента 4
50,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
51,Совершил посадку в 05:26,Совершил посадку в 05:26,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 4
52,05:45,Челябинск,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 4
53,Совершил посадку в 05:35,Совершил посадку в 05:35,,N4 180Nordwind,D,ПрилетелВыдача багажа: лента 4
54,05:50,Уфа,,KL 2888KLM,B,ПрилетелВыдача багажа: лента 5
55,Совершил посадку в 05:23,Совершил посадку в 05:23,,KL 2888KLM,B,ПрилетелВыдача багажа: лента 5
56,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
57,Совершил посадку в 05:23,Совершил посадку в 05:23,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
58,05:55,Кишинёв,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 6
59,Совершил посадку в 05:42,Совершил посадку в 05:42,,SU 1845Аэрофлот,D,ПрилетелВыдача багажа: лента 6
60,06:05,Калининград,,KL 2914KLM,B,ПрилетелВыдача багажа: лента 1
61,Совершил посадку в 05:30,Совершил посадку в 05:30,,KL 2914KLM,B,ПрилетелВыдача багажа: лента 1
62,06:05,Калининград,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 1
63,Совершил посадку в 05:30,Совершил посадку в 05:30,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 1
64,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
65,Совершил посадку в 05:36,Совершил посадку в 05:36,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
66,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 3
67,Совершил посадку в 05:39,Совершил посадку в 05:39,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 3
68,06:05,Оренбург,,KL 3256KLM,B,ПрилетелВыдача багажа: лента 3
69,Совершил посадку в 05:39,Совершил посадку в 05:39,,KL 3256KLM,B,ПрилетелВыдача багажа: лента 3
70,06:10,Новосибирск,,KL 3226KLM,B,ПрилетелВыдача багажа: лента 6
71,Совершил посадку в 05:54,Совершил посадку в 05:54,,KL 3226KLM,B,ПрилетелВыдача багажа: лента 6
72,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 6
73,Совершил посадку в 05:54,Совершил посадку в 05:54,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 6
74,06:15,Нижний Новгород,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 2
75,Совершил посадку в 05:46,Совершил посадку в 05:46,,SU 1223Аэрофлот,B,ПрилетелВыдача багажа: лента 2
76,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 5
77,Совершил посадку в 06:02,Совершил посадку в 06:02,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 5
78,06:15,Сургут,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 5
79,Совершил посадку в 06:02,Совершил посадку в 06:02,,AZ 5674Alitalia,B,ПрилетелВыдача багажа: лента 5
80,06:20,Тюмень,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
81,Совершил посадку в 05:50,Совершил посадку в 05:50,,"FV 6366, SU 6366Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
82,06:25,Санкт-Петербург,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 3
83,Совершил посадку в 06:08,Совершил посадку в 06:08,,SU 35Аэрофлот,B,ПрилетелВыдача багажа: лента 3
84,06:30,Магнитогорск,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
85,Совершил посадку в 06:04,Совершил посадку в 06:04,,"FV 6264, SU 6264Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
86,06:30,Омск,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 1
87,Совершил посадку в 09:06,Совершил посадку в 09:06,,SU 1763Аэрофлот,B,ПрилетелВыдача багажа: лента 1
88,06:30,Омск,,"KL 2947, JU 7012KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 1
