,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 17 мая,Анапа,,UT 462ЮТэйр,ПрилетелВыдача багажа: лента А07
1,Совершил посадку в 00:16 18 мая,Совершил посадку в 00:16 18 мая,,UT 462ЮТэйр,ПрилетелВыдача багажа: лента А07
2,23:55 17 мая,Санкт-Петербург,,DP 212Победа,ПрилетелВыдача багажа: лента А04
3,Совершил посадку в 00:13 18 мая,Совершил посадку в 00:13 18 мая,,DP 212Победа,ПрилетелВыдача багажа: лента А04
4,00:00 18 мая,Сыктывкар,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А05
5,Совершил посадку в 23:29 17 мая,Совершил посадку в 23:29 17 мая,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А05
6,00:00 18 мая,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А05
7,Совершил посадку в 23:29 17 мая,Совершил посадку в 23:29 17 мая,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А05
8,00:00 18 мая,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А06
9,Совершил посадку в 23:36 17 мая,Совершил посадку в 23:36 17 мая,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А06
10,00:00 18 мая,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
11,Совершил посадку в 23:36 17 мая,Совершил посадку в 23:36 17 мая,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
12,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 00:03,Совершил посадку в 00:03,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
14,02:05,Ташкент,,HY 3613Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
15,Совершил посадку в 02:56,Совершил посадку в 02:56,,HY 3613Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
