,Время,Направление,Unnamed: 2,Рейс,Статус
0,20:30 2 апр,Уфа,,U6 190Уральские авиалинии,Прилетел
1,Совершил посадку в 04:18 3 апр,Совершил посадку в 04:18 3 апр,,U6 190Уральские авиалинии,Прилетел
2,23:40 2 апр,Симферополь,,U6 2842Уральские авиалинии,Прилетел
3,Совершил посадку в 00:53 3 апр,Совершил посадку в 00:53 3 апр,,U6 2842Уральские авиалинии,Прилетел
4,00:20,Краснодар,,"S7 2078, QR 5706S7 Airlines, Qatar Airways",Прилетел
5,Совершил посадку в 00:53,Совершил посадку в 00:53,,"S7 2078, QR 5706S7 Airlines, Qatar Airways",Прилетел
6,00:25,Мюнхен,,LH 2530Lufthansa,Нет актуальной информации о статусе
7,,,,LH 2530Lufthansa,Нет актуальной информации о статусе
8,00:45,Сочи,,S7 2064S7 Airlines,Прилетел
9,Совершил посадку в 00:43,Совершил посадку в 00:43,,S7 2064S7 Airlines,Прилетел
10,00:55,Вена,,OS 605Austrian,Нет актуальной информации о статусе
11,,,,OS 605Austrian,Нет актуальной информации о статусе
12,01:45,Сочи,,U6 172Уральские авиалинии,Прилетел
13,Совершил посадку в 02:16,Совершил посадку в 02:16,,U6 172Уральские авиалинии,Прилетел
14,02:55,Цюрих,,LX 1324Swiss,Нет актуальной информации о статусе
15,,,,LX 1324Swiss,Нет актуальной информации о статусе
16,05:30,Уфа,,"S7 1132, TP 8151, EY 8728, QR 5760, EK 7864, LY 8914, SQ 1924S7 Airlines, Tap, Etihad Airways, Qatar Airways, Emirates, El Al, Singapore Airlines",Прилетел
17,Совершил посадку в 05:14,Совершил посадку в 05:14,,"S7 1132, TP 8151, EY 8728, QR 5760, EK 7864, LY 8914, SQ 1924S7 Airlines, Tap, Etihad Airways, Qatar Airways, Emirates, El Al, Singapore Airlines",Прилетел
18,06:00,Сингапур,,"SQ 362, S7 4408Singapore Airlines, S7 Airlines",Прилетел
19,Совершил посадку в 06:17,Совершил посадку в 06:17,,"SQ 362, S7 4408Singapore Airlines, S7 Airlines",Прилетел
20,06:15,Нижний Новгород,,"S7 1100, KC 1569S7 Airlines, Air Astana",Прилетел
21,Совершил посадку в 06:00,Совершил посадку в 06:00,,"S7 1100, KC 1569S7 Airlines, Air Astana",Прилетел
22,06:20,Самара,,"S7 1080, TP 8149, QR 5712, EY 8652, KC 1438, LY 8930, B2 180S7 Airlines, Tap, Qatar Airways, Etihad Airways, Air Astana, El Al, Белавиа",Прилетел
23,Совершил посадку в 06:04,Совершил посадку в 06:04,,"S7 1080, TP 8149, QR 5712, EY 8652, KC 1438, LY 8930, B2 180S7 Airlines, Tap, Qatar Airways, Etihad Airways, Air Astana, El Al, Белавиа",Прилетел
24,06:35,Казань,,"S7 1060, TP 8139, KC 1440, B2 160, QR 5715, LY 8968, EY 8657S7 Airlines, Tap, Air Astana, Белавиа, Qatar Airways, El Al, Etihad Airways",Прилетел
25,Совершил посадку в 06:21,Совершил посадку в 06:21,,"S7 1060, TP 8139, KC 1440, B2 160, QR 5715, LY 8968, EY 8657S7 Airlines, Tap, Air Astana, Белавиа, Qatar Airways, El Al, Etihad Airways",Прилетел
26,06:40,Ульяновск,,"S7 1184, QR 5636, EK 7894S7 Airlines, Qatar Airways, Emirates",Прилетел
27,Совершил посадку в 06:26,Совершил посадку в 06:26,,"S7 1184, QR 5636, EK 7894S7 Airlines, Qatar Airways, Emirates",Прилетел
28,06:45,Екатеринбург,,"S7 1172, TP 8145, EK 7862, SQ 1914, QR 5756, EY 8721, B2 172, LY 8942, A3 3513S7 Airlines, Tap, Emirates, Singapore Airlines, Qatar Airways, Etihad Airways, Белавиа, El Al, Aegean Airlines",Прилетел
29,Совершил посадку в 06:27,Совершил посадку в 06:27,,"S7 1172, TP 8145, EK 7862, SQ 1914, QR 5756, EY 8721, B2 172, LY 8942, A3 3513S7 Airlines, Tap, Emirates, Singapore Airlines, Qatar Airways, Etihad Airways, Белавиа, El Al, Aegean Airlines",Прилетел
30,06:45,Новосибирск,,"S7 2502, LY 8978, QR 5739, TP 8157, EY 8693, B2 152S7 Airlines, El Al, Qatar Airways, Tap, Etihad Airways, Белавиа",Прилетел
31,Совершил посадку в 06:31,Совершил посадку в 06:31,,"S7 2502, LY 8978, QR 5739, TP 8157, EY 8693, B2 152S7 Airlines, El Al, Qatar Airways, Tap, Etihad Airways, Белавиа",Прилетел
32,06:50,Санкт-Петербург,,"S7 1026, QR 5386S7 Airlines, Qatar Airways",Прилетел
33,Совершил посадку в 06:43,Совершил посадку в 06:43,,"S7 1026, QR 5386S7 Airlines, Qatar Airways",Прилетел
34,07:00,Мурманск,,"S7 1228, KC 1458, QR 5727, EY 8672, EK 7882S7 Airlines, Air Astana, Qatar Airways, Etihad Airways, Emirates",Прилетел
35,Совершил посадку в 06:58,Совершил посадку в 06:58,,"S7 1228, KC 1458, QR 5727, EY 8672, EK 7882S7 Airlines, Air Astana, Qatar Airways, Etihad Airways, Emirates",Прилетел
36,07:05,Омск,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
37,Совершил посадку в 07:56,Совершил посадку в 07:56,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
38,07:10,Челябинск,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
39,Совершил посадку в 07:08,Совершил посадку в 07:08,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
40,07:15,Волгоград,,B2 146Белавиа,Прилетел
41,Совершил посадку в 06:54,Совершил посадку в 06:54,,B2 146Белавиа,Прилетел
42,07:15,Волгоград,,S7 2146S7 Airlines,Прилетел
43,Совершил посадку в 06:54,Совершил посадку в 06:54,,S7 2146S7 Airlines,Прилетел
44,07:20,Краснодар,,"S7 2080, KC 1468, LY 8900, QR 5707, TP 8161, EY 8647S7 Airlines, Air Astana, El Al, Qatar Airways, Tap, Etihad Airways",Прилетел
45,Совершил посадку в 07:04,Совершил посадку в 07:04,,"S7 2080, KC 1468, LY 8900, QR 5707, TP 8161, EY 8647S7 Airlines, Air Astana, El Al, Qatar Airways, Tap, Etihad Airways",Прилетел
46,07:20,Екатеринбург,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
47,Совершил посадку в 07:14,Совершил посадку в 07:14,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
48,07:20,Ростов-на-Дону,,"S7 2128, EK 7834, KC 1498, SQ 1974, QR 5753, TP 8168, LY 8920, BA 8774, EY 8712S7 Airlines, Emirates, Air Astana, Singapore Airlines, Qatar Airways, Tap, El Al, British Airways, Etihad Airways",Прилетел
49,Совершил посадку в 07:17,Совершил посадку в 07:17,,"S7 2128, EK 7834, KC 1498, SQ 1974, QR 5753, TP 8168, LY 8920, BA 8774, EY 8712S7 Airlines, Emirates, Air Astana, Singapore Airlines, Qatar Airways, Tap, El Al, British Airways, Etihad Airways",Прилетел
50,07:20,Новокузнецк,,"S7 2626, EY 8676, EK 7966, LY 8884, SQ 1960, QR 5731S7 Airlines, Etihad Airways, Emirates, El Al, Singapore Airlines, Qatar Airways",Прилетел
51,Совершил посадку в 07:23,Совершил посадку в 07:23,,"S7 2626, EY 8676, EK 7966, LY 8884, SQ 1960, QR 5731S7 Airlines, Etihad Airways, Emirates, El Al, Singapore Airlines, Qatar Airways",Прилетел
52,07:25,Пермь,,"S7 1160, SQ 1948, TP 8175, QR 5747, EK 7829, A3 3544, LY 8988, EY 8701S7 Airlines, Singapore Airlines, Tap, Qatar Airways, Emirates, Aegean Airlines, El Al, Etihad Airways",Прилетел
53,Совершил посадку в 07:09,Совершил посадку в 07:09,,"S7 1160, SQ 1948, TP 8175, QR 5747, EK 7829, A3 3544, LY 8988, EY 8701S7 Airlines, Singapore Airlines, Tap, Qatar Airways, Emirates, Aegean Airlines, El Al, Etihad Airways",Прилетел
54,07:30,Сочи,,"S7 2052, EY 8609, LY 8910, TP 8135, QR 5606S7 Airlines, Etihad Airways, El Al, Tap, Qatar Airways",Прилетел
55,Совершил посадку в 07:14,Совершил посадку в 07:14,,"S7 2052, EY 8609, LY 8910, TP 8135, QR 5606S7 Airlines, Etihad Airways, El Al, Tap, Qatar Airways",Прилетел
56,07:30,Челябинск,,"S7 1142, QR 5612, EK 7854, LY 8952, EY 8615, SQ 1902S7 Airlines, Qatar Airways, Emirates, El Al, Etihad Airways, Singapore Airlines",Прилетел
57,Совершил посадку в 07:15,Совершил посадку в 07:15,,"S7 1142, QR 5612, EK 7854, LY 8952, EY 8615, SQ 1902S7 Airlines, Qatar Airways, Emirates, El Al, Etihad Airways, Singapore Airlines",Прилетел
58,07:30,Омск,,"S7 2566, QR 5738, SQ 1934, LY 8972, EY 8688S7 Airlines, Qatar Airways, Singapore Airlines, El Al, Etihad Airways",Прилетел
59,Совершил посадку в 07:26,Совершил посадку в 07:26,,"S7 2566, QR 5738, SQ 1934, LY 8972, EY 8688S7 Airlines, Qatar Airways, Singapore Airlines, El Al, Etihad Airways",Прилетел
60,07:35,Тюмень,,U6 342Уральские авиалинии,Прилетел
61,Совершил посадку в 07:45,Совершил посадку в 07:45,,U6 342Уральские авиалинии,Прилетел
62,07:40,Ижевск,,I8 701Ижавиа,Прилетел
63,Совершил посадку в 07:53,Совершил посадку в 07:53,,I8 701Ижавиа,Прилетел
64,07:40,Томск,,"U6 12, B2 422Уральские авиалинии, Белавиа",Прилетел
65,Совершил посадку в 08:39,Совершил посадку в 08:39,,"U6 12, B2 422Уральские авиалинии, Белавиа",Прилетел
66,07:45,Норильск,,Y7 104Нордстар,Прилетел
67,Совершил посадку в 08:09,Совершил посадку в 08:09,,Y7 104Нордстар,Прилетел
68,07:55,Барнаул,,U6 652Уральские авиалинии,Прилетел
69,Совершил посадку в 09:14,Совершил посадку в 09:14,,U6 652Уральские авиалинии,Прилетел
70,08:00,Доха,,"QR 223, CX 9227, WY 6126, S7 4750, UL 3573Qatar Airways, Cathay Pacific, Oman Air, S7 Airlines, Srilankan Airlines",Прилетел
71,Совершил посадку в 08:04,Совершил посадку в 08:04,,"QR 223, CX 9227, WY 6126, S7 4750, UL 3573Qatar Airways, Cathay Pacific, Oman Air, S7 Airlines, Srilankan Airlines",Прилетел
72,08:00,Нижневартовск,,IO 478ИрАэро,Прилетел
73,Совершил посадку в 08:21,Совершил посадку в 08:21,,IO 478ИрАэро,Прилетел
74,08:10,Кемерово,,"S7 2606, QR 5698, SQ 1936, LY 8890, EY 8634, EK 7958S7 Airlines, Qatar Airways, Singapore Airlines, El Al, Etihad Airways, Emirates",Прилетел
75,Совершил посадку в 09:03,Совершил посадку в 09:03,,"S7 2606, QR 5698, SQ 1936, LY 8890, EY 8634, EK 7958S7 Airlines, Qatar Airways, Singapore Airlines, El Al, Etihad Airways, Emirates",Прилетел
76,08:20,Аддис-Абеба,,ET 760Ethiopian Airlines,Прилетел
77,Совершил посадку в 08:21,Совершил посадку в 08:21,,ET 760Ethiopian Airlines,Прилетел
78,08:20,Магнитогорск,,"S7 1164, EK 7897S7 Airlines, Emirates",Прилетел
79,Совершил посадку в 08:33,Совершил посадку в 08:33,,"S7 1164, EK 7897S7 Airlines, Emirates",Прилетел
80,08:20,Новосибирск,,"U6 99, B2 482Уральские авиалинии, Белавиа",Прилетел
81,Совершил посадку в 08:38,Совершил посадку в 08:38,,"U6 99, B2 482Уральские авиалинии, Белавиа",Прилетел
82,08:25,Томск,,"S7 2614, LY 8994, QR 5759, EK 7962, SQ 1962, EY 8725S7 Airlines, El Al, Qatar Airways, Emirates, Singapore Airlines, Etihad Airways",Прилетел
83,Совершил посадку в 08:29,Совершил посадку в 08:29,,"S7 2614, LY 8994, QR 5759, EK 7962, SQ 1962, EY 8725S7 Airlines, El Al, Qatar Airways, Emirates, Singapore Airlines, Etihad Airways",Прилетел
84,08:25,Барнаул,,"S7 2602, EY 8613, QR 5609, LY 8898, EK 7956S7 Airlines, Etihad Airways, Qatar Airways, El Al, Emirates",Прилетел
85,Совершил посадку в 08:33,Совершил посадку в 08:33,,"S7 2602, EY 8613, QR 5609, LY 8898, EK 7956S7 Airlines, Etihad Airways, Qatar Airways, El Al, Emirates",Прилетел
86,08:25,Красноярск,,"S7 2550, EY 8632, QR 5581, B2 132, SQ 1933S7 Airlines, Etihad Airways, Qatar Airways, Белавиа, Singapore Airlines",Прилетел
87,Совершил посадку в 08:38,Совершил посадку в 08:38,,"S7 2550, EY 8632, QR 5581, B2 132, SQ 1933S7 Airlines, Etihad Airways, Qatar Airways, Белавиа, Singapore Airlines",Прилетел
88,08:40,Абакан,,"S7 2594, LY 8892, EK 7954, EY 8605, QR 5602S7 Airlines, El Al, Emirates, Etihad Airways, Qatar Airways",Прилетел
89,Совершил посадку в 08:44,Совершил посадку в 08:44,,"S7 2594, LY 8892, EK 7954, EY 8605, QR 5602S7 Airlines, El Al, Emirates, Etihad Airways, Qatar Airways",Прилетел
90,08:40,Мурманск,,5N 522Smartavia,Прилетел
91,Совершил посадку в 08:45,Совершил посадку в 08:45,,5N 522Smartavia,Прилетел
92,08:45,Екатеринбург,,"U6 262, B2 462Уральские авиалинии, Белавиа",Прилетел
93,Совершил посадку в 08:39,Совершил посадку в 08:39,,"U6 262, B2 462Уральские авиалинии, Белавиа",Прилетел
94,08:45,Иркутск,,"U6 106, B2 406Уральские авиалинии, Белавиа",Прилетел
95,Совершил посадку в 09:19,Совершил посадку в 09:19,,"U6 106, B2 406Уральские авиалинии, Белавиа",Прилетел
96,08:50,Кишинёв,,9U 173Эйр Молдова,Нет актуальной информации о статусе
97,,,,9U 173Эйр Молдова,Нет актуальной информации о статусе
98,08:50,Нижневартовск,,"S7 2610, QR 5730, SQ 1952, EK 7960, B2 170, EY 8674S7 Airlines, Qatar Airways, Singapore Airlines, Emirates, Белавиа, Etihad Airways",Прилетел
99,Совершил посадку в 08:53,Совершил посадку в 08:53,,"S7 2610, QR 5730, SQ 1952, EK 7960, B2 170, EY 8674S7 Airlines, Qatar Airways, Singapore Airlines, Emirates, Белавиа, Etihad Airways",Прилетел
100,08:50,Красноярск,,Y7 108Нордстар,Прилетел
101,Совершил посадку в 09:10,Совершил посадку в 09:10,,Y7 108Нордстар,Прилетел
102,09:00,Улан-Удэ,,"S7 3032, QR 5394, LY 8956S7 Airlines, Qatar Airways, El Al",Прилетел
103,Совершил посадку в 09:07,Совершил посадку в 09:07,,"S7 3032, QR 5394, LY 8956S7 Airlines, Qatar Airways, El Al",Прилетел
104,09:05,Новосибирск,,"S7 2504, QR 5740, EY 8694, B2 134, LY 8974S7 Airlines, Qatar Airways, Etihad Airways, Белавиа, El Al",Прилетел
105,Совершил посадку в 08:55,Совершил посадку в 08:55,,"S7 2504, QR 5740, EY 8694, B2 134, LY 8974S7 Airlines, Qatar Airways, Etihad Airways, Белавиа, El Al",Прилетел
106,09:10,Норильск,,S7 2582S7 Airlines,Прилетел
107,Совершил посадку в 09:15,Совершил посадку в 09:15,,S7 2582S7 Airlines,Прилетел
108,09:20,Архангельск,,5N 115Smartavia,Прилетел
109,Совершил посадку в 09:14,Совершил посадку в 09:14,,5N 115Smartavia,Прилетел
110,09:20,Наманган,,U6 8774Уральские авиалинии,Прилетел
111,Совершил посадку в 10:32,Совершил посадку в 10:32,,U6 8774Уральские авиалинии,Прилетел
112,09:45,Норильск,,Y7 106Нордстар,Прилетел
113,Совершил посадку в 09:34,Совершил посадку в 09:34,,Y7 106Нордстар,Прилетел
114,10:00,Екатеринбург,,"U6 272, B2 472Уральские авиалинии, Белавиа",Прилетел
115,Совершил посадку в 09:52,Совершил посадку в 09:52,,"U6 272, B2 472Уральские авиалинии, Белавиа",Прилетел
116,10:05,Надым,,"S7 2618, EY 8684, LY 8908, QR 5735, EK 7964S7 Airlines, Etihad Airways, El Al, Qatar Airways, Emirates",Прилетел
117,Совершил посадку в 10:13,Совершил посадку в 10:13,,"S7 2618, EY 8684, LY 8908, QR 5735, EK 7964S7 Airlines, Etihad Airways, El Al, Qatar Airways, Emirates",Прилетел
118,10:05,Надым,,SQ 1950Singapore Airlines,Прилетел
119,Совершил посадку в 10:13,Совершил посадку в 10:13,,SQ 1950Singapore Airlines,Прилетел
120,10:05,Чита,,U6 94Уральские авиалинии,Прилетел
121,Совершил посадку в 10:20,Совершил посадку в 10:20,,U6 94Уральские авиалинии,Прилетел
122,10:10,Ош,,YK 965Avia Traffic Company,Нет актуальной информации о статусе
123,,,,YK 965Avia Traffic Company,Нет актуальной информации о статусе
124,10:10,Новый Уренгой,,YC 89Ямал,
125,Отменен,Отменен,,YC 89Ямал,
126,10:10,Салехард,,YC 31Ямал,Прилетел
127,Совершил посадку в 10:45,Совершил посадку в 10:45,,YC 31Ямал,Прилетел
128,10:15,Липецк,,"S7 1204, KC 1484, EY 8669, QR 5725, EK 7874S7 Airlines, Air Astana, Etihad Airways, Qatar Airways, Emirates",Прилетел
129,Совершил посадку в 10:11,Совершил посадку в 10:11,,"S7 1204, KC 1484, EY 8669, QR 5725, EK 7874S7 Airlines, Air Astana, Etihad Airways, Qatar Airways, Emirates",Прилетел
130,10:30,Новый Уренгой,,"S7 2572, EY 8681, EK 7826, QR 5733, LY 8886S7 Airlines, Etihad Airways, Emirates, Qatar Airways, El Al",Прилетел
131,Совершил посадку в 10:32,Совершил посадку в 10:32,,"S7 2572, EY 8681, EK 7826, QR 5733, LY 8886S7 Airlines, Etihad Airways, Emirates, Qatar Airways, El Al",Прилетел
132,10:50,Куляб,,U6 2970Уральские авиалинии,Нет актуальной информации о статусе
133,,,,U6 2970Уральские авиалинии,Нет актуальной информации о статусе
134,10:50,Куляб,,U6 8970Уральские авиалинии,Прилетел
135,Совершил посадку в 11:29,Совершил посадку в 11:29,,U6 8970Уральские авиалинии,Прилетел
136,10:55,Иркутск,,LY 8881El Al,Прилетел
137,Совершил посадку в 10:46,Совершил посадку в 10:46,,LY 8881El Al,Прилетел
138,10:55,Иркутск,,"S7 3018, QR 5696, EK 7972, SQ 1975S7 Airlines, Qatar Airways, Emirates, Singapore Airlines",Прилетел
139,Совершил посадку в 10:46,Совершил посадку в 10:46,,"S7 3018, QR 5696, EK 7972, SQ 1975S7 Airlines, Qatar Airways, Emirates, Singapore Airlines",Прилетел
140,10:55,Чита,,"S7 3046, EK 7977, QR 5694S7 Airlines, Emirates, Qatar Airways",Прилетел
141,Совершил посадку в 10:52,Совершил посадку в 10:52,,"S7 3046, EK 7977, QR 5694S7 Airlines, Emirates, Qatar Airways",Прилетел
142,11:05,Надым,,YC 174Ямал,Прилетел
143,Совершил посадку в 11:12,Совершил посадку в 11:12,,YC 174Ямал,Прилетел
144,11:05,Афины,,"A3 880, S7 4312Aegean Airlines, S7 Airlines",Прилетел
145,Совершил посадку в 11:23,Совершил посадку в 11:23,,"A3 880, S7 4312Aegean Airlines, S7 Airlines",Прилетел
146,11:10,Воронеж,,"S7 1114, QR 5732, EK 7873, SQ 1946, KC 1595, BA 8796S7 Airlines, Qatar Airways, Emirates, Singapore Airlines, Air Astana, British Airways",Прилетел
147,Совершил посадку в 11:10,Совершил посадку в 11:10,,"S7 1114, QR 5732, EK 7873, SQ 1946, KC 1595, BA 8796S7 Airlines, Qatar Airways, Emirates, Singapore Airlines, Air Astana, British Airways",Прилетел
148,11:10,Улан-Удэ,,"S7 3034, EK 7974, SQ 1930, QR 5762S7 Airlines, Emirates, Singapore Airlines, Qatar Airways",Прилетел
149,Совершил посадку в 11:17,Совершил посадку в 11:17,,"S7 3034, EK 7974, SQ 1930, QR 5762S7 Airlines, Emirates, Singapore Airlines, Qatar Airways",Прилетел
150,11:10,Благовещенск,,U6 362Уральские авиалинии,Прилетел
151,Совершил посадку в 11:35,Совершил посадку в 11:35,,U6 362Уральские авиалинии,Прилетел
152,11:15,Нижний Новгород,,"S7 1094, BA 8779, A3 3554, SQ 1900, QR 5792, EK 7838, KC 1439S7 Airlines, British Airways, Aegean Airlines, Singapore Airlines, Qatar Airways, Emirates, Air Astana",Прилетел
153,Совершил посадку в 11:08,Совершил посадку в 11:08,,"S7 1094, BA 8779, A3 3554, SQ 1900, QR 5792, EK 7838, KC 1439S7 Airlines, British Airways, Aegean Airlines, Singapore Airlines, Qatar Airways, Emirates, Air Astana",Прилетел
154,11:15,Мирный,,6R 605Алроса,Прилетел
155,Совершил посадку в 11:27,Совершил посадку в 11:27,,6R 605Алроса,Прилетел
156,11:25,Санкт-Петербург,,"S7 1006, A3 3515, KC 1446, EK 7804, QR 5799, SQ 1906S7 Airlines, Aegean Airlines, Air Astana, Emirates, Qatar Airways, Singapore Airlines",Прилетел
157,Совершил посадку в 11:15,Совершил посадку в 11:15,,"S7 1006, A3 3515, KC 1446, EK 7804, QR 5799, SQ 1906S7 Airlines, Aegean Airlines, Air Astana, Emirates, Qatar Airways, Singapore Airlines",Прилетел
158,11:40,Самара,,S7 1082S7 Airlines,Прилетел
