,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,20:30 23 июня,Воронеж,,"FV 6470, SU 6470Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
1,Совершил посадку в 02:15 24 июня,Совершил посадку в 02:15 24 июня,,"FV 6470, SU 6470Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
2,22:30 23 июня,Сочи,,"EO 226, N4 226Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
3,Совершил посадку в 02:43 24 июня,Совершил посадку в 02:43 24 июня,,"EO 226, N4 226Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 2
4,22:40 23 июня,Краснодар,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 4
5,Совершил посадку в 00:02 24 июня,Совершил посадку в 00:02 24 июня,,N4 362Nordwind,D,ПрилетелВыдача багажа: лента 4
6,23:10 23 июня,Кабул,,FG 707Ariana,D,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 00:48 24 июня,Совершил посадку в 00:48 24 июня,,FG 707Ariana,D,ПрилетелВыдача багажа: лента 9
8,23:25 23 июня,Анапа,,FV 5516Россия,D,ПрилетелВыдача багажа: лента 3
9,Совершил посадку в 03:09 24 июня,Совершил посадку в 03:09 24 июня,,FV 5516Россия,D,ПрилетелВыдача багажа: лента 3
10,23:35 23 июня,Белгород,,"FV 6256, SU 6256Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
11,Совершил посадку в 02:28 24 июня,Совершил посадку в 02:28 24 июня,,"FV 6256, SU 6256Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
12,23:45 23 июня,Нижний Новгород,,"FV 6236, SU 6236Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
13,Совершил посадку в 01:20 24 июня,Совершил посадку в 01:20 24 июня,,"FV 6236, SU 6236Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
14,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
15,Совершил посадку в 23:52 23 июня,Совершил посадку в 23:52 23 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 5
16,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 23:57 23 июня,Совершил посадку в 23:57 23 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 3
