,Время,Направление,Unnamed: 2,Рейс,Статус
0,02:15 4 июля,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
1,Совершил посадку в 03:08 5 июля,Совершил посадку в 03:08 5 июля,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
2,22:25 4 июля,Сочи,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
3,Совершил посадку в 01:15 5 июля,Совершил посадку в 01:15 5 июля,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 8
4,22:25 4 июля,Краснодар,,U6 210Уральские авиалинии,ПрилетелВыдача багажа: лента 7
5,Совершил посадку в 05:06 5 июля,Совершил посадку в 05:06 5 июля,,U6 210Уральские авиалинии,ПрилетелВыдача багажа: лента 7
6,22:40 4 июля,Симферополь,,U6 528Уральские авиалинии,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 01:35 5 июля,Совершил посадку в 01:35 5 июля,,U6 528Уральские авиалинии,ПрилетелВыдача багажа: лента 9
8,00:05,Анталья,,ZF 9696Azur Air,"ПрилетелВыдача багажа: лента 2,3"
9,Совершил посадку в 01:20 6 июля,Совершил посадку в 01:20 6 июля,,ZF 9696Azur Air,"ПрилетелВыдача багажа: лента 2,3"
10,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
11,Совершил посадку в 00:53,Совершил посадку в 00:53,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
12,00:55,Казань,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
13,Совершил посадку в 00:41,Совершил посадку в 00:41,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
14,01:55,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
15,Совершил посадку в 01:47,Совершил посадку в 01:47,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 8
16,01:55,Сочи,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 02:20,Совершил посадку в 02:20,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 9
18,02:00,Анталья,,RL 8072Royal Flight,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 03:47,Совершил посадку в 03:47,,RL 8072Royal Flight,ПрилетелВыдача багажа: лента 2
20,03:15,Анталья,,N4 5884Nordwind,ПрилетелВыдача багажа: лента 2
21,Совершил посадку в 03:13,Совершил посадку в 03:13,,N4 5884Nordwind,ПрилетелВыдача багажа: лента 2
22,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 03:05,Совершил посадку в 03:05,,DP 6541Победа,ПрилетелВыдача багажа: лента 8
24,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
25,Совершил посадку в 03:25,Совершил посадку в 03:25,,DP 403Победа,ПрилетелВыдача багажа: лента 7
26,04:00,Ижевск,,WZ 1084Red Wings,ПрилетелВыдача багажа: лента 10
