,Время,Направление,Unnamed: 2,Рейс,Статус
0,19:10 1 июля,Симферополь,,"R3 272, 6R 4272Якутия, Алроса",ПрилетелВыдача багажа: лента А06
1,Совершил посадку в 01:07 2 июля,Совершил посадку в 01:07 2 июля,,"R3 272, 6R 4272Якутия, Алроса",ПрилетелВыдача багажа: лента А06
2,20:40 1 июля,Симферополь,,R3 782Якутия,ПрилетелВыдача багажа: лента А04
3,Совершил посадку в 06:39 2 июля,Совершил посадку в 06:39 2 июля,,R3 782Якутия,ПрилетелВыдача багажа: лента А04
4,00:00,Сыктывкар,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",Нет актуальной информации о статусе
5,,,,"UT 376, TK 9089ЮТэйр, Turkish Airlines",Нет актуальной информации о статусе
6,00:15,Минеральные Воды,,DP 1170Победа,ПрилетелВыдача багажа: лента А07
7,Совершил посадку в 00:04,Совершил посадку в 00:04,,DP 1170Победа,ПрилетелВыдача багажа: лента А07
8,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 00:14,Совершил посадку в 00:14,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
10,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
11,Совершил посадку в 00:31,Совершил посадку в 00:31,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
12,01:05,Анталья,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А10
13,Совершил посадку в 00:57,Совершил посадку в 00:57,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А10
14,01:25,Анталья,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А12
15,Совершил посадку в 01:10,Совершил посадку в 01:10,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А12
16,01:40,Монастир,,BJ 852Nouvelair Tunisie,Нет актуальной информации о статусе
17,,,,BJ 852Nouvelair Tunisie,Нет актуальной информации о статусе
