,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 00:04,Совершил посадку в 00:04,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 6
2,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
3,Совершил посадку в 00:04,Совершил посадку в 00:04,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 6
4,00:15 27 апр,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
5,Совершил посадку в 23:44 26 апр,Совершил посадку в 23:44 26 апр,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
6,00:15 27 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:44 26 апр,Совершил посадку в 23:44 26 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:20 27 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
9,Совершил посадку в 23:55 26 апр,Совершил посадку в 23:55 26 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
10,00:25 27 апр,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:59 26 апр,Совершил посадку в 23:59 26 апр,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 4
12,00:25 27 апр,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 23:59 26 апр,Совершил посадку в 23:59 26 апр,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
14,00:25 27 апр,Санкт-Петербург,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 23:59 26 апр,Совершил посадку в 23:59 26 апр,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 4
16,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 00:36,Совершил посадку в 00:36,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
18,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 00:36,Совершил посадку в 00:36,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
